priority,lane,chart,version,base,current_result,reason,next_step_type,rerun_readiness,diagnosis,rerun_command,followup,support_artifact,receipt,related_lifecycle_result,related_lifecycle_receipt
40,configHub-oci-live-comparison,jaegertracing/jaeger-operator,2.57.0,default,blocked,target-prerequisite: cert-manager CRDs missing,stage-prerequisite,model-or-stage-first,Inspect receipt before rerun.,npm run live-parity:run -- --recipe recipes/jaegertracing/jaeger-operator/2.57.0 --base default,Open a dedicated parity issue only if the semantic object comparison fails.,recipes/jaegertracing/jaeger-operator/2.57.0/target-prerequisite-plan.yaml,runs/live-helm-confighub-compare/jaegertracing-jaeger-operator-default/receipt.yaml,,
40,configHub-oci-live-comparison,jaegertracing/jaeger-operator,2.57.0,no-crds,blocked,target-prerequisite: cert-manager CRDs missing,stage-prerequisite,model-or-stage-first,Inspect receipt before rerun.,npm run live-parity:run -- --recipe recipes/jaegertracing/jaeger-operator/2.57.0 --base no-crds,Open a dedicated parity issue only if the semantic object comparison fails.,recipes/jaegertracing/jaeger-operator/2.57.0/target-prerequisite-plan.yaml,runs/live-helm-confighub-compare/jaegertracing-jaeger-operator-no-crds/receipt.yaml,,
40,configHub-oci-live-comparison,prometheus-community/prometheus-adapter,5.3.0,cluster-metrics-readonly,blocked,capability-profile: rendered APIService version is not served by target Kubernetes,capability-profile-base,model-or-stage-first,The base rendered a Kubernetes API version that the target no longer serves. Choose a capability-specific base or refresh the render profile before rerunning.,npm run live-parity:run -- --recipe recipes/prometheus-community/prometheus-adapter/5.3.0 --base cluster-metrics-readonly,"Use the maintained capability-profile base for the target Kubernetes API set, then rerun live parity.",recipes/prometheus-community/prometheus-adapter/5.3.0/CATALOG.md,runs/live-helm-confighub-compare/prometheus-community-prometheus-adapter-cluster-metrics-readonly/receipt.yaml,,
40,configHub-oci-live-comparison,prometheus-community/prometheus-adapter,5.3.0,default,blocked,capability-profile: rendered APIService version is not served by target Kubernetes,capability-profile-base,model-or-stage-first,The base rendered a Kubernetes API version that the target no longer serves. Choose a capability-specific base or refresh the render profile before rerunning.,npm run live-parity:run -- --recipe recipes/prometheus-community/prometheus-adapter/5.3.0 --base default,"Use the maintained capability-profile base for the target Kubernetes API set, then rerun live parity.",recipes/prometheus-community/prometheus-adapter/5.3.0/CATALOG.md,runs/live-helm-confighub-compare/prometheus-community-prometheus-adapter-default/receipt.yaml,,
40,configHub-oci-live-comparison,rook-release/rook-ceph-cluster,v1.19.5,default,blocked,target-prerequisite: namespace missing (parity passed),stage-prerequisite,model-or-stage-first,Inspect receipt before rerun.,npm run live-parity:run -- --recipe recipes/rook-release/rook-ceph-cluster/v1.19.5 --base default,Open a dedicated parity issue only if the semantic object comparison fails.,recipes/rook-release/rook-ceph-cluster/v1.19.5/target-prerequisite-plan.yaml,runs/live-helm-confighub-compare/rook-release-rook-ceph-cluster-default/receipt.yaml,,
40,configHub-oci-live-comparison,velero/velero,12.0.1,default,blocked,render-input: required Velero provider values missing,render-input-model,model-or-stage-first,"Semantic object parity passed, but the selected base did not render a functional workload because required Helm values were not modeled.",npm run live-parity:run -- --recipe recipes/velero/velero/12.0.1 --base default,"Create a non-alias base with the required Helm values, then rerun render, ConfigHub proof, and live parity.",recipes/velero/velero/12.0.1/value-model.yaml,runs/live-helm-confighub-compare/velero-velero-default/receipt.yaml,,
40,configHub-oci-live-comparison,velero/velero,12.0.1,no-crds,blocked,render-input: required Velero provider values missing,render-input-model,model-or-stage-first,"Semantic object parity passed, but the selected base did not render a functional workload because required Helm values were not modeled.",npm run live-parity:run -- --recipe recipes/velero/velero/12.0.1 --base no-crds,"Create a non-alias base with the required Helm values, then rerun render, ConfigHub proof, and live parity.",recipes/velero/velero/12.0.1/value-model.yaml,runs/live-helm-confighub-compare/velero-velero-no-crds/receipt.yaml,,
45,two-cluster-kind-parity,aws-ebs-csi-driver/aws-ebs-csi-driver,2.60.1,default,blocked,parity: semantic object diff,inspect-parity-diff,inspect-diff-first,Semantic object comparison did not pass. Inspect the diff before changing waits or target provisioning.,npm run kind-parity:run -- --chart aws-ebs-csi-driver/aws-ebs-csi-driver --version 2.60.1 --base default,"Open a parity issue only if the diff is not an intentional, documented normalization.",,runs/live-kind-parity/aws-ebs-csi-driver-aws-ebs-csi-driver-default/receipt.yaml,,
45,two-cluster-kind-parity,bitnami/contour,21.1.4,no-crds,blocked,parity: semantic object diff,inspect-parity-diff,inspect-diff-first,Semantic object comparison did not pass. Inspect the diff before changing waits or target provisioning.,npm run kind-parity:run -- --chart bitnami/contour --version 21.1.4 --base no-crds --repo-url oci://registry-1.docker.io/bitnamicharts,"Open a parity issue only if the diff is not an intentional, documented normalization.",,runs/live-kind-parity/bitnami-contour-no-crds/receipt.yaml,,
45,two-cluster-kind-parity,bitnami/opensearch,2.0.10,default,blocked,parity: semantic object diff,inspect-parity-diff,inspect-diff-first,Semantic object comparison did not pass. Inspect the diff before changing waits or target provisioning.,npm run kind-parity:run -- --chart bitnami/opensearch --version 2.0.10 --base default --repo-url oci://registry-1.docker.io/bitnamicharts,"Open a parity issue only if the diff is not an intentional, documented normalization.",,runs/live-kind-parity/bitnami-opensearch-default/receipt.yaml,,
45,two-cluster-kind-parity,bitnami/opensearch,2.0.10,ha,blocked,parity: semantic object diff,inspect-parity-diff,inspect-diff-first,Semantic object comparison did not pass. Inspect the diff before changing waits or target provisioning.,npm run kind-parity:run -- --chart bitnami/opensearch --version 2.0.10 --base ha --repo-url oci://registry-1.docker.io/bitnamicharts,"Open a parity issue only if the diff is not an intentional, documented normalization.",,runs/live-kind-parity/bitnami-opensearch-ha/receipt.yaml,,
45,two-cluster-kind-parity,grafana/pyroscope,2.0.2,ha,blocked,parity: semantic object diff,inspect-parity-diff,inspect-diff-first,Semantic object comparison did not pass. Inspect the diff before changing waits or target provisioning.,npm run kind-parity:run -- --chart grafana/pyroscope --version 2.0.2 --base ha,"Open a parity issue only if the diff is not an intentional, documented normalization.",,runs/live-kind-parity/grafana-pyroscope-ha/receipt.yaml,,
45,two-cluster-kind-parity,hashicorp/terraform,1.1.2,default,blocked,parity: semantic object diff,inspect-parity-diff,inspect-diff-first,Semantic object comparison did not pass. Inspect the diff before changing waits or target provisioning.,npm run kind-parity:run -- --chart hashicorp/terraform --version 1.1.2 --base default,"Open a parity issue only if the diff is not an intentional, documented normalization.",,runs/live-kind-parity/hashicorp-terraform-default/receipt.yaml,,
45,two-cluster-kind-parity,nats/nack,0.34.0,default,blocked,parity: semantic object diff,inspect-parity-diff,inspect-diff-first,Semantic object comparison did not pass. Inspect the diff before changing waits or target provisioning.,npm run kind-parity:run -- --chart nats/nack --version 0.34.0 --base default,"Open a parity issue only if the diff is not an intentional, documented normalization.",,runs/live-kind-parity/nats-nack-default/receipt.yaml,,
45,two-cluster-kind-parity,nats/nats,2.14.0,ha,blocked,parity: semantic object diff,inspect-parity-diff,inspect-diff-first,Semantic object comparison did not pass. Inspect the diff before changing waits or target provisioning.,npm run kind-parity:run -- --chart nats/nats --version 2.14.0 --base ha,"Open a parity issue only if the diff is not an intentional, documented normalization.",,runs/live-kind-parity/nats-nats-ha/receipt.yaml,,
45,two-cluster-kind-parity,prometheus-community/kube-prometheus-stack,86.1.0,default,blocked,parity: semantic object diff,inspect-parity-diff,inspect-diff-first,Semantic object comparison did not pass. Inspect the diff before changing waits or target provisioning.,npm run kind-parity:run -- --chart prometheus-community/kube-prometheus-stack --version 86.1.0 --base default,"Open a parity issue only if the diff is not an intentional, documented normalization.",,runs/live-kind-parity/prometheus-community-kube-prometheus-stack-default/receipt.yaml,,
45,two-cluster-kind-parity,traefik/traefik,40.2.0,default,blocked,parity: semantic object diff,inspect-parity-diff,inspect-diff-first,Semantic object comparison did not pass. Inspect the diff before changing waits or target provisioning.,npm run kind-parity:run -- --chart traefik/traefik --version 40.2.0 --base default,"Open a parity issue only if the diff is not an intentional, documented normalization.",,runs/live-kind-parity/traefik-traefik-default/receipt.yaml,,
50,two-cluster-kind-parity,autoscaler/cluster-autoscaler,9.57.0,controller-default-reviewed,blocked,blocked: inspect receipt,inspect-receipt,inspect-receipt-first,Rerun the same chart/base with two clean vanilla kind clusters before changing the recipe.,npm run kind-parity:run -- --chart autoscaler/cluster-autoscaler --version 9.57.0 --base controller-default-reviewed,"If blocked again, classify as recipe issue, target-fact/prerequisite issue, or chart runtime issue from the receipt.",,runs/live-kind-parity/autoscaler-cluster-autoscaler-controller-default-reviewed/receipt.yaml,,
50,two-cluster-kind-parity,bitnami/apache,11.4.29,default,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),image-retention-review,model-or-stage-first,Rerun the same chart/base with two clean vanilla kind clusters before changing the recipe.,npm run kind-parity:run -- --chart bitnami/apache --version 11.4.29 --base default --repo-url oci://registry-1.docker.io/bitnamicharts,"If blocked again, classify as recipe issue, target-fact/prerequisite issue, or chart runtime issue from the receipt.",data/image-digest-workdown/summary.md,runs/live-kind-parity/bitnami-apache-default/receipt.yaml,,
50,two-cluster-kind-parity,bitnami/elasticsearch,22.1.6,default,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),image-retention-review,model-or-stage-first,Rerun the same chart/base with two clean vanilla kind clusters before changing the recipe.,npm run kind-parity:run -- --chart bitnami/elasticsearch --version 22.1.6 --base default --repo-url oci://registry-1.docker.io/bitnamicharts,"If blocked again, classify as recipe issue, target-fact/prerequisite issue, or chart runtime issue from the receipt.",data/image-digest-workdown/summary.md,runs/live-kind-parity/bitnami-elasticsearch-default/receipt.yaml,,
50,two-cluster-kind-parity,bitnami/elasticsearch,22.1.6,ha,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),image-retention-review,model-or-stage-first,Rerun the same chart/base with two clean vanilla kind clusters before changing the recipe.,npm run kind-parity:run -- --chart bitnami/elasticsearch --version 22.1.6 --base ha --repo-url oci://registry-1.docker.io/bitnamicharts,"If blocked again, classify as recipe issue, target-fact/prerequisite issue, or chart runtime issue from the receipt.",data/image-digest-workdown/summary.md,runs/live-kind-parity/bitnami-elasticsearch-ha/receipt.yaml,,
50,two-cluster-kind-parity,bitnami/phpmyadmin,20.0.0,default,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),image-retention-review,model-or-stage-first,Rerun the same chart/base with two clean vanilla kind clusters before changing the recipe.,npm run kind-parity:run -- --chart bitnami/phpmyadmin --version 20.0.0 --base default --repo-url oci://registry-1.docker.io/bitnamicharts,"If blocked again, classify as recipe issue, target-fact/prerequisite issue, or chart runtime issue from the receipt.",data/image-digest-workdown/summary.md,runs/live-kind-parity/bitnami-phpmyadmin-default/receipt.yaml,,
50,two-cluster-kind-parity,bitnami/spark,10.0.3,default,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),image-retention-review,model-or-stage-first,Rerun the same chart/base with two clean vanilla kind clusters before changing the recipe.,npm run kind-parity:run -- --chart bitnami/spark --version 10.0.3 --base default --repo-url oci://registry-1.docker.io/bitnamicharts,"If blocked again, classify as recipe issue, target-fact/prerequisite issue, or chart runtime issue from the receipt.",data/image-digest-workdown/summary.md,runs/live-kind-parity/bitnami-spark-default/receipt.yaml,,
50,two-cluster-kind-parity,bitnami/spark,10.0.3,ha,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),image-retention-review,model-or-stage-first,Rerun the same chart/base with two clean vanilla kind clusters before changing the recipe.,npm run kind-parity:run -- --chart bitnami/spark --version 10.0.3 --base ha --repo-url oci://registry-1.docker.io/bitnamicharts,"If blocked again, classify as recipe issue, target-fact/prerequisite issue, or chart runtime issue from the receipt.",data/image-digest-workdown/summary.md,runs/live-kind-parity/bitnami-spark-ha/receipt.yaml,,
50,two-cluster-kind-parity,bitnami/zookeeper,13.8.7,default,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),image-retention-review,model-or-stage-first,Rerun the same chart/base with two clean vanilla kind clusters before changing the recipe.,npm run kind-parity:run -- --chart bitnami/zookeeper --version 13.8.7 --base default --repo-url oci://registry-1.docker.io/bitnamicharts,"If blocked again, classify as recipe issue, target-fact/prerequisite issue, or chart runtime issue from the receipt.",data/image-digest-workdown/summary.md,runs/live-kind-parity/bitnami-zookeeper-default/receipt.yaml,,
50,two-cluster-kind-parity,bitnami/zookeeper,13.8.7,ha,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),image-retention-review,model-or-stage-first,Rerun the same chart/base with two clean vanilla kind clusters before changing the recipe.,npm run kind-parity:run -- --chart bitnami/zookeeper --version 13.8.7 --base ha --repo-url oci://registry-1.docker.io/bitnamicharts,"If blocked again, classify as recipe issue, target-fact/prerequisite issue, or chart runtime issue from the receipt.",data/image-digest-workdown/summary.md,runs/live-kind-parity/bitnami-zookeeper-ha/receipt.yaml,,
50,two-cluster-kind-parity,elastic/filebeat,8.5.1,default,blocked,target-prerequisite: required Secret missing (parity passed),stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart elastic/filebeat --version 8.5.1 --base default,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",recipes/elastic/filebeat/8.5.1/target-prerequisite-plan.yaml,runs/live-kind-parity/elastic-filebeat-default/receipt.yaml,,
50,two-cluster-kind-parity,elastic/metricbeat,8.5.1,default,blocked,target-prerequisite: required Secret missing (parity passed),stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart elastic/metricbeat --version 8.5.1 --base default,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",,runs/live-kind-parity/elastic-metricbeat-default/receipt.yaml,,
50,two-cluster-kind-parity,fairwinds-stable/vpa,4.11.0,no-crds,watch,target-prerequisite: CRDs disabled or missing (parity passed),stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart fairwinds-stable/vpa --version 4.11.0 --base no-crds,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",,runs/live-kind-parity/fairwinds-stable-vpa-no-crds/receipt.yaml,,
50,two-cluster-kind-parity,hashicorp/terraform,1.1.2,no-crds,blocked,target-prerequisite: required Secret missing (parity passed),stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart hashicorp/terraform --version 1.1.2 --base no-crds,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",recipes/hashicorp/terraform/1.1.2/target-prerequisite-plan.yaml,runs/live-kind-parity/hashicorp-terraform-no-crds/receipt.yaml,,
50,two-cluster-kind-parity,istio/gateway,1.30.0,controller-default-reviewed,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),image-retention-review,model-or-stage-first,Rerun the same chart/base with two clean vanilla kind clusters before changing the recipe.,npm run kind-parity:run -- --chart istio/gateway --version 1.30.0 --base controller-default-reviewed,"If blocked again, classify as recipe issue, target-fact/prerequisite issue, or chart runtime issue from the receipt.",data/image-digest-workdown/summary.md,runs/live-kind-parity/istio-gateway-controller-default-reviewed/receipt.yaml,,
50,two-cluster-kind-parity,istio/gateway,1.30.0,default,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),image-retention-review,model-or-stage-first,Rerun the same chart/base with two clean vanilla kind clusters before changing the recipe.,npm run kind-parity:run -- --chart istio/gateway --version 1.30.0 --base default,"If blocked again, classify as recipe issue, target-fact/prerequisite issue, or chart runtime issue from the receipt.",data/image-digest-workdown/summary.md,runs/live-kind-parity/istio-gateway-default/receipt.yaml,,
50,two-cluster-kind-parity,istio/istiod,1.30.0,default,blocked,target-prerequisite: required Namespace missing (parity passed),stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart istio/istiod --version 1.30.0 --base default,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",recipes/istio/istiod/1.30.0/target-prerequisite-plan.yaml,runs/live-kind-parity/istio-istiod-default/receipt.yaml,,
50,two-cluster-kind-parity,jaegertracing/jaeger-operator,2.57.0,default,blocked,target-prerequisite: cert-manager CRDs missing,stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart jaegertracing/jaeger-operator --version 2.57.0 --base default,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",recipes/jaegertracing/jaeger-operator/2.57.0/target-prerequisite-plan.yaml,runs/live-kind-parity/jaegertracing-jaeger-operator-default/receipt.yaml,,
50,two-cluster-kind-parity,jaegertracing/jaeger-operator,2.57.0,no-crds,blocked,target-prerequisite: cert-manager CRDs missing,stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart jaegertracing/jaeger-operator --version 2.57.0 --base no-crds,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",recipes/jaegertracing/jaeger-operator/2.57.0/target-prerequisite-plan.yaml,runs/live-kind-parity/jaegertracing-jaeger-operator-no-crds/receipt.yaml,,
50,two-cluster-kind-parity,kedacore/keda,2.19.0,no-crds,watch,target-prerequisite: required Secret missing (parity passed),stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart kedacore/keda --version 2.19.0 --base no-crds,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",,runs/live-kind-parity/kedacore-keda-no-crds/receipt.yaml,,
50,two-cluster-kind-parity,nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,default,blocked,render-input: required Helm values missing,render-input-model,model-or-stage-first,"Object parity passed, but the selected base did not render a functional workload because required Helm values were missing. Choose or create a values-profile base before rerunning.",npm run kind-parity:run -- --chart nfs-subdir-external-provisioner/nfs-subdir-external-provisioner --version 4.0.18 --base default,"Use a values-profile rerender base such as the reviewed controller base, or model the missing values in a new base before rerunning strict parity.",recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/value-model.yaml,runs/live-kind-parity/nfs-subdir-external-provisioner-nfs-subdir-external-provisioner-default/receipt.yaml,,
50,two-cluster-kind-parity,percona/pg-operator,3.0.0,no-crds,watch,target-prerequisite: CRDs disabled or missing (parity passed),stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart percona/pg-operator --version 3.0.0 --base no-crds,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",,runs/live-kind-parity/percona-pg-operator-no-crds/receipt.yaml,,
50,two-cluster-kind-parity,projectcalico/tigera-operator,v3.32.0,default,blocked,target-prerequisite: CRDs missing,stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart projectcalico/tigera-operator --version v3.32.0 --base default,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",recipes/projectcalico/tigera-operator/v3.32.0/target-prerequisite-plan.yaml,runs/live-kind-parity/projectcalico-tigera-operator-default/receipt.yaml,,
50,two-cluster-kind-parity,prometheus-community/prometheus-adapter,5.3.0,cluster-metrics-readonly,blocked,target-prerequisite: CRDs missing,stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart prometheus-community/prometheus-adapter --version 5.3.0 --base cluster-metrics-readonly,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",,runs/live-kind-parity/prometheus-community-prometheus-adapter-cluster-metrics-readonly/receipt.yaml,,
50,two-cluster-kind-parity,prometheus-community/prometheus-adapter,5.3.0,default,blocked,target-prerequisite: CRDs missing,stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart prometheus-community/prometheus-adapter --version 5.3.0 --base default,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",,runs/live-kind-parity/prometheus-community-prometheus-adapter-default/receipt.yaml,,
50,two-cluster-kind-parity,rook-release/rook-ceph-cluster,v1.19.5,default,blocked,target-prerequisite: required Namespace missing (parity passed),stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart rook-release/rook-ceph-cluster --version v1.19.5 --base default,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",recipes/rook-release/rook-ceph-cluster/v1.19.5/target-prerequisite-plan.yaml,runs/live-kind-parity/rook-release-rook-ceph-cluster-default/receipt.yaml,,
50,two-cluster-kind-parity,strimzi/strimzi-kafka-operator,1.0.0,no-crds,watch,target-prerequisite: required Namespace missing (parity passed),stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart strimzi/strimzi-kafka-operator --version 1.0.0 --base no-crds,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",,runs/live-kind-parity/strimzi-strimzi-kafka-operator-no-crds/receipt.yaml,,
50,two-cluster-kind-parity,velero/velero,12.0.1,default,blocked,blocked: inspect receipt,inspect-receipt,inspect-receipt-first,Rerun the same chart/base with two clean vanilla kind clusters before changing the recipe.,npm run kind-parity:run -- --chart velero/velero --version 12.0.1 --base default,"If blocked again, classify as recipe issue, target-fact/prerequisite issue, or chart runtime issue from the receipt.",,runs/live-kind-parity/velero-velero-default/receipt.yaml,,
50,two-cluster-kind-parity,velero/velero,12.0.1,no-crds,blocked,target-prerequisite: CRDs missing,stage-prerequisite,model-or-stage-first,"The target is missing required API types or prerequisites. Stage them, then rerun the same base.",npm run kind-parity:run -- --chart velero/velero --version 12.0.1 --base no-crds,"Record the prerequisite in the chart facts, base variant, or install checks before promoting.",,runs/live-kind-parity/velero-velero-no-crds/receipt.yaml,,
55,two-cluster-kind-parity,bitnami/contour,21.1.4,default,blocked,helm-hook: pre-install certificate generation failed (parity passed),lifecycle-route,model-or-stage-first,"This is Helm lifecycle behavior. Decide whether the hook maps to desired config, a lifecycle operation, or an observation check.",npm run kind-parity:run -- --chart bitnami/contour --version 21.1.4 --base default --repo-url oci://registry-1.docker.io/bitnamicharts,Keep desired object parity separate from hook execution and document the lifecycle route.,,runs/live-kind-parity/bitnami-contour-default/receipt.yaml,,
60,two-cluster-kind-parity,dex/dex,0.24.0,default,blocked,target-runtime: pod crash loop (parity passed),runtime-review,review-target-first,"Object parity passed; rerun only after target resources, storage, and readiness waits are appropriate.",npm run kind-parity:run -- --chart dex/dex --version 0.24.0 --base default,Keep the recipe stable unless the rendered object comparison starts failing.,,runs/live-kind-parity/dex-dex-default/receipt.yaml,,
60,two-cluster-kind-parity,elastic/filebeat,8.5.1,node-or-cluster-collector,blocked,helm-runtime: upstream not ready (parity passed),runtime-review,review-target-first,"Object parity passed; rerun only after target resources, storage, and readiness waits are appropriate.",npm run kind-parity:run -- --chart elastic/filebeat --version 8.5.1 --base node-or-cluster-collector,Keep the recipe stable unless the rendered object comparison starts failing.,recipes/elastic/filebeat/8.5.1/target-prerequisite-plan.yaml,runs/live-kind-parity/elastic-filebeat-node-or-cluster-collector/receipt.yaml,,
60,two-cluster-kind-parity,elastic/kibana,8.5.1,default,blocked,helm-runtime: upstream not ready (parity passed),runtime-review,review-target-first,"Object parity passed; rerun only after target resources, storage, and readiness waits are appropriate.",npm run kind-parity:run -- --chart elastic/kibana --version 8.5.1 --base default,Keep the recipe stable unless the rendered object comparison starts failing.,,runs/live-kind-parity/elastic-kibana-default/receipt.yaml,,
60,two-cluster-kind-parity,fairwinds-stable/vpa,4.11.0,default,watch,target-runtime: pod crash loop (parity passed),runtime-review,review-target-first,"Object parity passed; rerun only after target resources, storage, and readiness waits are appropriate.",npm run kind-parity:run -- --chart fairwinds-stable/vpa --version 4.11.0 --base default,Keep the recipe stable unless the rendered object comparison starts failing.,,runs/live-kind-parity/fairwinds-stable-vpa-default/receipt.yaml,,
60,two-cluster-kind-parity,gitlab/gitlab-runner,0.89.0,default,watch,helm-runtime: upstream not ready (parity passed),runtime-review,review-target-first,"Object parity passed; rerun only after target resources, storage, and readiness waits are appropriate.",npm run kind-parity:run -- --chart gitlab/gitlab-runner --version 0.89.0 --base default,Keep the recipe stable unless the rendered object comparison starts failing.,,runs/live-kind-parity/gitlab-gitlab-runner-default/receipt.yaml,,
60,two-cluster-kind-parity,grafana/rollout-operator,0.49.0,no-crds,watch,target-runtime: installer-applied workload not ready at observation cutoff (parity passed),runtime-review,review-target-first,"Object parity passed; rerun only after target resources, storage, and readiness waits are appropriate.",npm run kind-parity:run -- --chart grafana/rollout-operator --version 0.49.0 --base no-crds,Keep the recipe stable unless the rendered object comparison starts failing.,,runs/live-kind-parity/grafana-rollout-operator-no-crds/receipt.yaml,,
60,two-cluster-kind-parity,kyverno/kyverno-policies,3.8.0,default,watch,watch: object parity passed; readiness needs review,runtime-review,review-target-first,"Rerun once on a clean pair of vanilla kind clusters; if object parity remains clean, decide whether readiness should stay watch.",npm run kind-parity:run -- --chart kyverno/kyverno-policies --version 3.8.0 --base default,Do not change chart artifacts unless semantic parity or object readiness shows a real difference.,,runs/live-kind-parity/kyverno-kyverno-policies-default/receipt.yaml,,
60,two-cluster-kind-parity,nats/surveyor,0.20.9,default,blocked,target-runtime: pod crash loop (parity passed),runtime-review,review-target-first,"Object parity passed; rerun only after target resources, storage, and readiness waits are appropriate.",npm run kind-parity:run -- --chart nats/surveyor --version 0.20.9 --base default,Keep the recipe stable unless the rendered object comparison starts failing.,recipes/nats/surveyor/0.20.9/runtime-review.yaml,runs/live-kind-parity/nats-surveyor-default/receipt.yaml,,
60,two-cluster-kind-parity,nats/surveyor,0.20.9,default-reviewed,blocked,helm-runtime: upstream not ready (parity passed),runtime-review,review-target-first,"Object parity passed; rerun only after target resources, storage, and readiness waits are appropriate.",npm run kind-parity:run -- --chart nats/surveyor --version 0.20.9 --base default-reviewed,Keep the recipe stable unless the rendered object comparison starts failing.,recipes/nats/surveyor/0.20.9/runtime-review.yaml,runs/live-kind-parity/nats-surveyor-default-reviewed/receipt.yaml,,
60,two-cluster-kind-parity,opencost/opencost,2.5.21,default,blocked,target-runtime: pod crash loop (parity passed),runtime-review,review-target-first,"Object parity passed; rerun only after target resources, storage, and readiness waits are appropriate.",npm run kind-parity:run -- --chart opencost/opencost --version 2.5.21 --base default,Keep the recipe stable unless the rendered object comparison starts failing.,,runs/live-kind-parity/opencost-opencost-default/receipt.yaml,,
60,two-cluster-kind-parity,percona/pxc-operator,1.19.1,no-crds,watch,helm-runtime: upstream not ready (parity passed),runtime-review,review-target-first,"Object parity passed; rerun only after target resources, storage, and readiness waits are appropriate.",npm run kind-parity:run -- --chart percona/pxc-operator --version 1.19.1 --base no-crds,Keep the recipe stable unless the rendered object comparison starts failing.,,runs/live-kind-parity/percona-pxc-operator-no-crds/receipt.yaml,,
