chart,version,base,promotion_state,promotion_status,server_clone_exists,promote_readiness,owner_class,blocked_by,evidence_receipt,next_action,reason
fluent/fluentd,0.5.3,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/fluentd-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
gatekeeper/gatekeeper,3.22.2,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/gatekeeper-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
gatekeeper/gatekeeper,3.22.2,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/gatekeeper-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
gitlab/gitlab-runner,0.89.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/gitlab-runner-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
grafana/alloy,1.11.0,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
grafana/alloy,1.8.2,default,no,blocked,yes,blocked-proof-failed,run-proof,,runs/grafana-alloy-default-confighub-proof/latest/variant-promotion-receipt.yaml,inspect the promotion receipt and resolve the recorded blocker,server-side promotion did not prove changed-unit catch-up and added-unit cloning
grafana/alloy,1.8.2,no-crds,no,blocked,yes,blocked-proof-failed,run-proof,,runs/grafana-alloy-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,inspect the promotion receipt and resolve the recorded blocker,server-side promotion did not prove changed-unit catch-up and added-unit cloning
grafana/grafana,10.5.15,existing-secret-ingress,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/grafana-existing-secret-ingress-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
grafana/grafana,10.5.15,static-passwords,watch,proven-with-watch,yes,watch-grade,run-proof,,runs/grafana-confighub-proof/latest/variant-promotion-receipt.yaml,ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback"
grafana/loki,7.0.0,simple-scalable-minio,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/loki-simple-scalable-minio-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
grafana/loki,7.0.0,single-binary-filesystem,watch,proven-with-watch,yes,watch-grade,run-proof,,runs/loki-confighub-proof/latest/variant-promotion-receipt.yaml,ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback"
grafana/loki,7.1.0,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
grafana/promtail,6.17.1,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/promtail-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
grafana/pyroscope,2.0.2,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/pyroscope-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
grafana/pyroscope,2.0.2,ha,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/pyroscope-ha-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
grafana/pyroscope,2.0.2,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/pyroscope-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
grafana/rollout-operator,0.49.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/rollout-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
grafana/rollout-operator,0.49.0,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/rollout-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
grafana/tempo,1.24.4,local-persistent,watch,proven-with-watch,yes,watch-grade,run-proof,,runs/tempo-confighub-proof/latest/variant-promotion-receipt.yaml,ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback"
grafana/tempo,1.24.4,s3-query-observability,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/tempo-s3-query-observability-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
haproxytech/kubernetes-ingress,1.52.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/haproxy-ingress-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
hashicorp/consul,2.0.0,default-control-plane,watch,proven-with-watch,yes,watch-grade,run-proof,,runs/consul-confighub-proof/latest/variant-promotion-receipt.yaml,ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback"
hashicorp/consul,2.0.0,secure-mesh-existing-secrets,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/consul-secure-mesh-existing-secrets-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
hashicorp/terraform,1.1.2,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/terraform-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
hashicorp/terraform,1.1.2,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/terraform-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
hashicorp/vault,0.32.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/vault-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
hashicorp/vault,0.32.0,dev-mode,watch,proven-with-watch,yes,watch-grade,run-proof,,runs/vault-confighub-proof/latest/variant-promotion-receipt.yaml,ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback"
hashicorp/vault,0.32.0,ha-raft-ui,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/vault-ha-raft-ui-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
ingress-nginx/ingress-nginx,4.15.1,admission-disabled,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/ingress-nginx-admission-disabled-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
ingress-nginx/ingress-nginx,4.15.1,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/ingress-nginx-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
ingress-nginx/ingress-nginx,4.15.1,internal-clusterip,watch,proven-with-watch,yes,watch-grade,run-proof,,runs/ingress-nginx-confighub-proof/latest/variant-promotion-receipt.yaml,ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback"
istio/gateway,1.30.0,controller-default-reviewed,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/istio-gateway-controller-default-reviewed-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
istio/gateway,1.30.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/istio-gateway-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
istio/istiod,1.30.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/istiod-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
jaegertracing/jaeger-operator,2.57.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/jaeger-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
jaegertracing/jaeger-operator,2.57.0,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/jaeger-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
jaegertracing/jaeger,4.8.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/jaeger-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
jetstack/cert-manager-csi-driver,v0.14.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/cert-manager-csi-driver-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
jetstack/cert-manager,v1.20.2,crds-enabled,watch,proven-with-watch,yes,watch-grade,run-proof,,runs/cert-manager-confighub-proof/latest/variant-promotion-receipt.yaml,ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback"
jetstack/cert-manager,v1.20.2,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/cert-manager-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
jetstack/cert-manager,v1.21.0,crds-enabled,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
jetstack/cert-manager,v1.21.0,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
jetstack/trust-manager,v0.22.1,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/trust-manager-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
jetstack/trust-manager,v0.22.1,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/trust-manager-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
karpenter/karpenter,1.14.0,crds-managed,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
karpenter/karpenter,1.14.0,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
karpenter/karpenter,1.14.0,eks-inference,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
kedacore/keda,2.19.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/keda-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
kedacore/keda,2.19.0,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/keda-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
kyverno/kyverno-policies,3.8.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/kyverno-policies-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
kyverno/kyverno-policies,3.8.2,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
kyverno/kyverno,3.8.1,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/kyverno-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
kyverno/kyverno,3.8.1,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/kyverno-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
kyverno/kyverno,3.8.2,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
linkerd/linkerd-crds,1.8.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/linkerd-crds-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
longhorn/longhorn,1.11.2,default,watch,proven-with-watch,yes,watch-grade,run-proof,,runs/longhorn-confighub-proof/latest/variant-promotion-receipt.yaml,ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback"
longhorn/longhorn,1.11.2,ui-ingress,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/longhorn-ui-ingress-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
longhorn/longhorn,1.12.0,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
metallb/metallb,0.16.1,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
metrics-server/metrics-server,3.13.0,default,watch,proven-with-watch,yes,watch-grade,run-proof,,runs/metrics-server-confighub-proof/latest/variant-promotion-receipt.yaml,ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback"
metrics-server/metrics-server,3.13.0,external-tls-ca,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/metrics-server-external-tls-ca-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
metrics-server/metrics-server,3.13.1,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
metrics-server/metrics-server,3.13.1,external-tls-ca,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
minio-operator/operator,7.1.1,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/minio-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
minio-operator/tenant,7.1.1,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/minio-tenant-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
nats/nack,0.34.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/nack-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
nats/nack,0.34.0,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/nack-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
nats/nats,2.14.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/nats-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
nats/nats,2.14.0,ha,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/nats-ha-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
nats/surveyor,0.20.9,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/surveyor-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
nats/surveyor,0.20.9,default-reviewed,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/surveyor-default-reviewed-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/nfs-provisioner-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
nvidia/nvidia-device-plugin,0.19.3,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
nvidia/nvidia-device-plugin,0.19.3,eks-inference,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
nvidia/nvidia-device-plugin,0.19.3,nfd-enabled,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
oauth2-proxy/oauth2-proxy,10.7.0,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
open-telemetry/opentelemetry-operator,0.114.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/opentelemetry-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
open-telemetry/opentelemetry-operator,0.114.0,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/opentelemetry-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
opencost/opencost,2.5.21,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/opencost-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
percona/pg-operator,3.0.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/pg-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
percona/pg-operator,3.0.0,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/pg-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
percona/psmdb-operator,1.22.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/psmdb-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
percona/psmdb-operator,1.22.0,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/psmdb-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
percona/pxc-operator,1.19.1,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/pxc-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
percona/pxc-operator,1.19.1,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/pxc-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
policy-reporter/policy-reporter,3.9.1,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
projectcalico/tigera-operator,v3.32.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/tigera-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/alertmanager,1.37.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/alertmanager-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/alertmanager,1.37.0,ha,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/alertmanager-ha-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/kube-prometheus-stack,85.3.3,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/kube-prometheus-stack-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/kube-prometheus-stack,85.3.3,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/kube-prometheus-stack-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/kube-prometheus-stack,86.1.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/cl-kube-prometheus-stack-86-1-0-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/kube-prometheus-stack,86.1.0,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/cl-kube-prometheus-stack-86-1-0-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/kube-prometheus-stack,87.15.1,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
prometheus-community/kube-prometheus-stack,87.15.1,existing-secret,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
prometheus-community/kube-prometheus-stack,87.15.1,no-crds,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
prometheus-community/kube-prometheus-stack,87.19.2,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
prometheus-community/kube-prometheus-stack,87.19.2,existing-secret,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
prometheus-community/kube-prometheus-stack,87.19.2,no-crds,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
prometheus-community/kube-state-metrics,7.4.0,cluster-metrics-readonly,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/kube-state-metrics-cluster-metrics-readonly-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/kube-state-metrics,7.4.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/kube-state-metrics-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/prometheus-adapter,5.3.0,apiservice-v1-capability,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/prometheus-adapter-apiservice-v1-capability-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/prometheus-adapter,5.3.0,cluster-metrics-readonly,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/prometheus-adapter-cluster-metrics-readonly-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/prometheus-adapter,5.3.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/prometheus-adapter-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/prometheus-blackbox-exporter,11.10.0,cluster-metrics-readonly,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/prometheus-blackbox-exporter-cluster-metrics-readonly-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/prometheus-blackbox-exporter,11.10.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/prometheus-blackbox-exporter-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/prometheus-blackbox-exporter,11.15.1,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
prometheus-community/prometheus-node-exporter,4.55.0,cluster-metrics-readonly,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/prometheus-node-exporter-cluster-metrics-readonly-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/prometheus-node-exporter,4.55.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/prometheus-node-exporter-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/prometheus-operator-crds,29.0.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/cl-prometheus-operator-crds-29-0-0-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/prometheus-pushgateway,3.6.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/cl-prometheus-pushgateway-3-6-0-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/prometheus,29.8.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/prometheus-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
prometheus-community/prometheus,29.8.0,server-only-ephemeral,watch,proven-with-watch,yes,watch-grade,run-proof,,runs/prometheus-confighub-proof/latest/variant-promotion-receipt.yaml,ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback"
prometheus-community/prometheus,29.9.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/cl-prometheus-29-9-0-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
