chart,version,chart_ref,order,work_type,reviewer,reason,done_when,evidence
kedacore/keda,2.19.0,kedacore/keda@2.19.0,3,crd-lifecycle,platform reviewer,The chart includes CRDs or CRD-like lifecycle concerns.,"CRD install, upgrade, ownership, and no-CRDs behavior are recorded or explicitly deferred for the selected base.",recipes/kedacore/keda/2.19.0/helm-pain-report.yaml
kedacore/keda,2.19.0,kedacore/keda@2.19.0,4,webhook-readiness,platform reviewer,The chart includes webhook resources or webhook runtime dependencies.,"Webhook readiness, CA/material injection, failure policy, and observation path are recorded or explicitly deferred.",recipes/kedacore/keda/2.19.0/helm-pain-report.yaml
kedacore/keda,2.19.0,kedacore/keda@2.19.0,5,rbac-scope,security reviewer,The chart creates cluster-scoped RBAC or similar permissions.,Cluster permissions are accepted for the support scope or a narrower base is selected.,recipes/kedacore/keda/2.19.0/helm-pain-report.yaml
kedacore/keda,2.19.0,kedacore/keda@2.19.0,6,template-and-capability-boundary,catalog reviewer,The chart has template-powered inputs or Kubernetes capability branches.,"The supported values, capability profile, and extension-slot policy are catalog-readable for the selected base.",recipes/kedacore/keda/2.19.0/helm-plan.yaml
kedacore/keda,2.19.0,kedacore/keda@2.19.0,7,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
kedacore/keda,2.19.0,kedacore/keda@2.19.0,8,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
nats/nack,0.34.0,nats/nack@0.34.0,1,variant-selection,catalog reviewer,"Confirm the promoted base is a real Helm-user path, not merely the first rendered baseline.",A selected variant is named from default;no-crds and the non-selected variants have a written promote/defer reason.,recipes/nats/nack/0.34.0/CATALOG.md
nats/nack,0.34.0,nats/nack@0.34.0,2,scan-and-gate-disposition,security reviewer,"Scan/gate state is high=0, medium=8, gates=allow;warn.","Every warning is fixed, accepted with rationale, or routed to a narrower base before catalog support.",data/catalog-promotion-review/review.csv
nats/nack,0.34.0,nats/nack@0.34.0,3,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
nats/nack,0.34.0,nats/nack@0.34.0,4,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
nats/nats,2.14.0,nats/nats@2.14.0,1,variant-selection,catalog reviewer,"Confirm the promoted base is a real Helm-user path, not merely the first rendered baseline.",A selected variant is named from default;ha and the non-selected variants have a written promote/defer reason.,recipes/nats/nats/2.14.0/CATALOG.md
nats/nats,2.14.0,nats/nats@2.14.0,2,scan-and-gate-disposition,security reviewer,"Scan/gate state is high=0, medium=1, gates=allow;warn.","Every warning is fixed, accepted with rationale, or routed to a narrower base before catalog support.",data/catalog-promotion-review/review.csv
nats/nats,2.14.0,nats/nats@2.14.0,3,template-and-capability-boundary,catalog reviewer,The chart has template-powered inputs or Kubernetes capability branches.,"The supported values, capability profile, and extension-slot policy are catalog-readable for the selected base.",recipes/nats/nats/2.14.0/helm-plan.yaml
nats/nats,2.14.0,nats/nats@2.14.0,4,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
nats/nats,2.14.0,nats/nats@2.14.0,5,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
open-telemetry/opentelemetry-operator,0.114.0,open-telemetry/opentelemetry-operator@0.114.0,1,variant-selection,catalog reviewer,"Confirm the promoted base is a real Helm-user path, not merely the first rendered baseline.",A selected variant is named from default;no-crds and the non-selected variants have a written promote/defer reason.,recipes/open-telemetry/opentelemetry-operator/0.114.0/CATALOG.md
open-telemetry/opentelemetry-operator,0.114.0,open-telemetry/opentelemetry-operator@0.114.0,2,scan-and-gate-disposition,security reviewer,"Scan/gate state is high=0, medium=9, gates=allow;warn.","Every warning is fixed, accepted with rationale, or routed to a narrower base before catalog support.",data/catalog-promotion-review/review.csv
open-telemetry/opentelemetry-operator,0.114.0,open-telemetry/opentelemetry-operator@0.114.0,3,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
open-telemetry/opentelemetry-operator,0.114.0,open-telemetry/opentelemetry-operator@0.114.0,4,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
percona/pg-operator,3.0.0,percona/pg-operator@3.0.0,1,variant-selection,catalog reviewer,"Confirm the promoted base is a real Helm-user path, not merely the first rendered baseline.",A selected variant is named from default;no-crds and the non-selected variants have a written promote/defer reason.,recipes/percona/pg-operator/3.0.0/CATALOG.md
percona/pg-operator,3.0.0,percona/pg-operator@3.0.0,2,scan-and-gate-disposition,security reviewer,"Scan/gate state is high=0, medium=8, gates=allow;warn.","Every warning is fixed, accepted with rationale, or routed to a narrower base before catalog support.",data/catalog-promotion-review/review.csv
percona/pg-operator,3.0.0,percona/pg-operator@3.0.0,3,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
percona/pg-operator,3.0.0,percona/pg-operator@3.0.0,4,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
percona/psmdb-operator,1.22.0,percona/psmdb-operator@1.22.0,1,variant-selection,catalog reviewer,"Confirm the promoted base is a real Helm-user path, not merely the first rendered baseline.",A selected variant is named from default;no-crds and the non-selected variants have a written promote/defer reason.,recipes/percona/psmdb-operator/1.22.0/CATALOG.md
percona/psmdb-operator,1.22.0,percona/psmdb-operator@1.22.0,2,scan-and-gate-disposition,security reviewer,"Scan/gate state is high=0, medium=3, gates=allow;warn.","Every warning is fixed, accepted with rationale, or routed to a narrower base before catalog support.",data/catalog-promotion-review/review.csv
percona/psmdb-operator,1.22.0,percona/psmdb-operator@1.22.0,3,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
percona/psmdb-operator,1.22.0,percona/psmdb-operator@1.22.0,4,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
percona/pxc-operator,1.19.1,percona/pxc-operator@1.19.1,1,variant-selection,catalog reviewer,"Confirm the promoted base is a real Helm-user path, not merely the first rendered baseline.",A selected variant is named from default;no-crds and the non-selected variants have a written promote/defer reason.,recipes/percona/pxc-operator/1.19.1/CATALOG.md
percona/pxc-operator,1.19.1,percona/pxc-operator@1.19.1,2,scan-and-gate-disposition,security reviewer,"Scan/gate state is high=0, medium=3, gates=allow;warn.","Every warning is fixed, accepted with rationale, or routed to a narrower base before catalog support.",data/catalog-promotion-review/review.csv
percona/pxc-operator,1.19.1,percona/pxc-operator@1.19.1,3,crd-lifecycle,platform reviewer,The chart includes CRDs or CRD-like lifecycle concerns.,"CRD install, upgrade, ownership, and no-CRDs behavior are recorded or explicitly deferred for the selected base.",recipes/percona/pxc-operator/1.19.1/helm-pain-report.yaml
percona/pxc-operator,1.19.1,percona/pxc-operator@1.19.1,4,rbac-scope,security reviewer,The chart creates cluster-scoped RBAC or similar permissions.,Cluster permissions are accepted for the support scope or a narrower base is selected.,recipes/percona/pxc-operator/1.19.1/helm-pain-report.yaml
percona/pxc-operator,1.19.1,percona/pxc-operator@1.19.1,5,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
percona/pxc-operator,1.19.1,percona/pxc-operator@1.19.1,6,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
prometheus-community/alertmanager,1.37.0,prometheus-community/alertmanager@1.37.0,1,variant-selection,catalog reviewer,"Confirm the promoted base is a real Helm-user path, not merely the first rendered baseline.",A selected variant is named from default;ha and the non-selected variants have a written promote/defer reason.,recipes/prometheus-community/alertmanager/1.37.0/CATALOG.md
prometheus-community/alertmanager,1.37.0,prometheus-community/alertmanager@1.37.0,2,scan-and-gate-disposition,security reviewer,"Scan/gate state is high=0, medium=0, gates=allow.","Every warning is fixed, accepted with rationale, or routed to a narrower base before catalog support.",data/catalog-promotion-review/review.csv
prometheus-community/alertmanager,1.37.0,prometheus-community/alertmanager@1.37.0,3,storage-and-rollback-policy,operator reviewer,The chart has persistent or stateful behavior.,"Storage class assumptions, PVC behavior, backup/rollback boundary, and destructive-change policy are written for the selected base.",recipes/prometheus-community/alertmanager/1.37.0/helm-pain-report.yaml
prometheus-community/alertmanager,1.37.0,prometheus-community/alertmanager@1.37.0,4,template-and-capability-boundary,catalog reviewer,The chart has template-powered inputs or Kubernetes capability branches.,"The supported values, capability profile, and extension-slot policy are catalog-readable for the selected base.",recipes/prometheus-community/alertmanager/1.37.0/helm-plan.yaml
prometheus-community/alertmanager,1.37.0,prometheus-community/alertmanager@1.37.0,5,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
prometheus-community/alertmanager,1.37.0,prometheus-community/alertmanager@1.37.0,6,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
prometheus-community/kube-state-metrics,7.4.0,prometheus-community/kube-state-metrics@7.4.0,1,variant-selection,catalog reviewer,"Confirm the promoted base is a real Helm-user path, not merely the first rendered baseline.",A selected variant is named from default;cluster-metrics-readonly and the non-selected variants have a written promote/defer reason.,recipes/prometheus-community/kube-state-metrics/7.4.0/CATALOG.md
prometheus-community/kube-state-metrics,7.4.0,prometheus-community/kube-state-metrics@7.4.0,2,scan-and-gate-disposition,security reviewer,"Scan/gate state is high=0, medium=4, gates=warn.","Every warning is fixed, accepted with rationale, or routed to a narrower base before catalog support.",data/catalog-promotion-review/review.csv
prometheus-community/kube-state-metrics,7.4.0,prometheus-community/kube-state-metrics@7.4.0,3,storage-and-rollback-policy,operator reviewer,The chart has persistent or stateful behavior.,"Storage class assumptions, PVC behavior, backup/rollback boundary, and destructive-change policy are written for the selected base.",recipes/prometheus-community/kube-state-metrics/7.4.0/helm-pain-report.yaml
prometheus-community/kube-state-metrics,7.4.0,prometheus-community/kube-state-metrics@7.4.0,4,generated-fact-policy,catalog reviewer,The chart has generated or once-only values that can affect repeatability.,"Generated facts are persisted, replaced by target facts, or explicitly scoped out of the promoted base.",recipes/prometheus-community/kube-state-metrics/7.4.0/control-points.yaml
prometheus-community/kube-state-metrics,7.4.0,prometheus-community/kube-state-metrics@7.4.0,5,rbac-scope,security reviewer,The chart creates cluster-scoped RBAC or similar permissions.,Cluster permissions are accepted for the support scope or a narrower base is selected.,recipes/prometheus-community/kube-state-metrics/7.4.0/helm-pain-report.yaml
prometheus-community/kube-state-metrics,7.4.0,prometheus-community/kube-state-metrics@7.4.0,6,template-and-capability-boundary,catalog reviewer,The chart has template-powered inputs or Kubernetes capability branches.,"The supported values, capability profile, and extension-slot policy are catalog-readable for the selected base.",recipes/prometheus-community/kube-state-metrics/7.4.0/helm-plan.yaml
prometheus-community/kube-state-metrics,7.4.0,prometheus-community/kube-state-metrics@7.4.0,7,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
prometheus-community/kube-state-metrics,7.4.0,prometheus-community/kube-state-metrics@7.4.0,8,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
prometheus-community/prometheus-blackbox-exporter,11.10.0,prometheus-community/prometheus-blackbox-exporter@11.10.0,1,variant-selection,catalog reviewer,"Confirm the promoted base is a real Helm-user path, not merely the first rendered baseline.",A selected variant is named from default;cluster-metrics-readonly and the non-selected variants have a written promote/defer reason.,recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0/CATALOG.md
prometheus-community/prometheus-blackbox-exporter,11.10.0,prometheus-community/prometheus-blackbox-exporter@11.10.0,2,scan-and-gate-disposition,security reviewer,"Scan/gate state is high=0, medium=0, gates=allow.","Every warning is fixed, accepted with rationale, or routed to a narrower base before catalog support.",data/catalog-promotion-review/review.csv
prometheus-community/prometheus-blackbox-exporter,11.10.0,prometheus-community/prometheus-blackbox-exporter@11.10.0,3,template-and-capability-boundary,catalog reviewer,The chart has template-powered inputs or Kubernetes capability branches.,"The supported values, capability profile, and extension-slot policy are catalog-readable for the selected base.",recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0/helm-plan.yaml
prometheus-community/prometheus-blackbox-exporter,11.10.0,prometheus-community/prometheus-blackbox-exporter@11.10.0,4,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
prometheus-community/prometheus-blackbox-exporter,11.10.0,prometheus-community/prometheus-blackbox-exporter@11.10.0,5,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
prometheus-community/prometheus-node-exporter,4.55.0,prometheus-community/prometheus-node-exporter@4.55.0,1,variant-selection,catalog reviewer,"Confirm the promoted base is a real Helm-user path, not merely the first rendered baseline.",A selected variant is named from default;cluster-metrics-readonly and the non-selected variants have a written promote/defer reason.,recipes/prometheus-community/prometheus-node-exporter/4.55.0/CATALOG.md
prometheus-community/prometheus-node-exporter,4.55.0,prometheus-community/prometheus-node-exporter@4.55.0,2,scan-and-gate-disposition,security reviewer,"Scan/gate state is high=0, medium=2, gates=warn.","Every warning is fixed, accepted with rationale, or routed to a narrower base before catalog support.",data/catalog-promotion-review/review.csv
prometheus-community/prometheus-node-exporter,4.55.0,prometheus-community/prometheus-node-exporter@4.55.0,3,generated-fact-policy,catalog reviewer,The chart has generated or once-only values that can affect repeatability.,"Generated facts are persisted, replaced by target facts, or explicitly scoped out of the promoted base.",recipes/prometheus-community/prometheus-node-exporter/4.55.0/control-points.yaml
prometheus-community/prometheus-node-exporter,4.55.0,prometheus-community/prometheus-node-exporter@4.55.0,4,rbac-scope,security reviewer,The chart creates cluster-scoped RBAC or similar permissions.,Cluster permissions are accepted for the support scope or a narrower base is selected.,recipes/prometheus-community/prometheus-node-exporter/4.55.0/helm-pain-report.yaml
prometheus-community/prometheus-node-exporter,4.55.0,prometheus-community/prometheus-node-exporter@4.55.0,5,template-and-capability-boundary,catalog reviewer,The chart has template-powered inputs or Kubernetes capability branches.,"The supported values, capability profile, and extension-slot policy are catalog-readable for the selected base.",recipes/prometheus-community/prometheus-node-exporter/4.55.0/helm-plan.yaml
prometheus-community/prometheus-node-exporter,4.55.0,prometheus-community/prometheus-node-exporter@4.55.0,6,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
prometheus-community/prometheus-node-exporter,4.55.0,prometheus-community/prometheus-node-exporter@4.55.0,7,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
sealed-secrets/sealed-secrets,2.18.6,sealed-secrets/sealed-secrets@2.18.6,1,variant-selection,catalog reviewer,"Confirm the promoted base is a real Helm-user path, not merely the first rendered baseline.",A selected variant is named from default;no-crds and the non-selected variants have a written promote/defer reason.,recipes/sealed-secrets/sealed-secrets/2.18.6/CATALOG.md
sealed-secrets/sealed-secrets,2.18.6,sealed-secrets/sealed-secrets@2.18.6,2,scan-and-gate-disposition,security reviewer,"Scan/gate state is high=0, medium=3, gates=allow;warn.","Every warning is fixed, accepted with rationale, or routed to a narrower base before catalog support.",data/catalog-promotion-review/review.csv
sealed-secrets/sealed-secrets,2.18.6,sealed-secrets/sealed-secrets@2.18.6,3,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
sealed-secrets/sealed-secrets,2.18.6,sealed-secrets/sealed-secrets@2.18.6,4,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
stakater/reloader,2.2.12,stakater/reloader@2.2.12,1,variant-selection,catalog reviewer,"Confirm the promoted base is a real Helm-user path, not merely the first rendered baseline.",A selected variant is named from default;controller-default-reviewed and the non-selected variants have a written promote/defer reason.,recipes/stakater/reloader/2.2.12/CATALOG.md
stakater/reloader,2.2.12,stakater/reloader@2.2.12,2,scan-and-gate-disposition,security reviewer,"Scan/gate state is high=0, medium=4, gates=warn.","Every warning is fixed, accepted with rationale, or routed to a narrower base before catalog support.",data/catalog-promotion-review/review.csv
stakater/reloader,2.2.12,stakater/reloader@2.2.12,3,rbac-scope,security reviewer,The chart creates cluster-scoped RBAC or similar permissions.,Cluster permissions are accepted for the support scope or a narrower base is selected.,recipes/stakater/reloader/2.2.12/helm-pain-report.yaml
stakater/reloader,2.2.12,stakater/reloader@2.2.12,4,template-and-capability-boundary,catalog reviewer,The chart has template-powered inputs or Kubernetes capability branches.,"The supported values, capability profile, and extension-slot policy are catalog-readable for the selected base.",recipes/stakater/reloader/2.2.12/helm-plan.yaml
stakater/reloader,2.2.12,stakater/reloader@2.2.12,5,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
stakater/reloader,2.2.12,stakater/reloader@2.2.12,6,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
strimzi/strimzi-kafka-operator,1.0.0,strimzi/strimzi-kafka-operator@1.0.0,1,variant-selection,catalog reviewer,"Confirm the promoted base is a real Helm-user path, not merely the first rendered baseline.",A selected variant is named from default;no-crds and the non-selected variants have a written promote/defer reason.,recipes/strimzi/strimzi-kafka-operator/1.0.0/CATALOG.md
strimzi/strimzi-kafka-operator,1.0.0,strimzi/strimzi-kafka-operator@1.0.0,2,scan-and-gate-disposition,security reviewer,"Scan/gate state is high=0, medium=20, gates=allow;warn.","Every warning is fixed, accepted with rationale, or routed to a narrower base before catalog support.",data/catalog-promotion-review/review.csv
strimzi/strimzi-kafka-operator,1.0.0,strimzi/strimzi-kafka-operator@1.0.0,3,crd-lifecycle,platform reviewer,The chart includes CRDs or CRD-like lifecycle concerns.,"CRD install, upgrade, ownership, and no-CRDs behavior are recorded or explicitly deferred for the selected base.",recipes/strimzi/strimzi-kafka-operator/1.0.0/helm-pain-report.yaml
strimzi/strimzi-kafka-operator,1.0.0,strimzi/strimzi-kafka-operator@1.0.0,4,rbac-scope,security reviewer,The chart creates cluster-scoped RBAC or similar permissions.,Cluster permissions are accepted for the support scope or a narrower base is selected.,recipes/strimzi/strimzi-kafka-operator/1.0.0/helm-pain-report.yaml
strimzi/strimzi-kafka-operator,1.0.0,strimzi/strimzi-kafka-operator@1.0.0,5,template-and-capability-boundary,catalog reviewer,The chart has template-powered inputs or Kubernetes capability branches.,"The supported values, capability profile, and extension-slot policy are catalog-readable for the selected base.",recipes/strimzi/strimzi-kafka-operator/1.0.0/helm-plan.yaml
strimzi/strimzi-kafka-operator,1.0.0,strimzi/strimzi-kafka-operator@1.0.0,6,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
strimzi/strimzi-kafka-operator,1.0.0,strimzi/strimzi-kafka-operator@1.0.0,7,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
vm/victoria-metrics-single,0.39.0,vm/victoria-metrics-single@0.39.0,1,variant-selection,catalog reviewer,"Confirm the promoted base is a real Helm-user path, not merely the first rendered baseline.",A selected variant is named from default;default-reviewed and the non-selected variants have a written promote/defer reason.,recipes/vm/victoria-metrics-single/0.39.0/CATALOG.md
vm/victoria-metrics-single,0.39.0,vm/victoria-metrics-single@0.39.0,2,scan-and-gate-disposition,security reviewer,"Scan/gate state is high=0, medium=0, gates=allow.","Every warning is fixed, accepted with rationale, or routed to a narrower base before catalog support.",data/catalog-promotion-review/review.csv
vm/victoria-metrics-single,0.39.0,vm/victoria-metrics-single@0.39.0,3,selected-live-evidence,operator reviewer,Strict parity evidence exists (live-helm-vs-confighub-parity); catalog promotion needs the selected runtime evidence boundary.,"The selected base has linked live evidence, GitOps/OCI evidence, live parity evidence, or a routed deferral with rationale.",data/live-kind-parity/summary.csv;data/live-helm-confighub-compare/summary.csv
vm/victoria-metrics-single,0.39.0,vm/victoria-metrics-single@0.39.0,4,target-scoped-support-decision,catalog owner,Catalog support is not implied by machine proof.,"A target-scoped support decision exists with supported, deferred, superseded, or blocked outcome.",data/production-support-decisions/summary.md
