queue,queue_priority,proof_surface_rank,top500_rank,chart,variants,variant_count,strongest_evidence,hard_gap,proof_focus,proof_focus_status,proof_focus_receipt,source_features,next_action,first_step,catalog_path,recipe_path,package_path,helm_pain_report
user-shaped-variant,3,55,162,bitnami/phpmyadmin@20.0.0,default,1,render-parity,existing-secret (chart ships no Secret toggle),-,-,,lookup;generated-facts;tpl;capabilities;stateful-storage,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/bitnami/phpmyadmin/20.0.0/CATALOG.md,recipes/bitnami/phpmyadmin/20.0.0/recipe.yaml,packages/bitnami/phpmyadmin/20.0.0,recipes/bitnami/phpmyadmin/20.0.0/helm-pain-report.yaml
user-shaped-variant,3,56,167,prometheus-community/prometheus-pushgateway@3.6.0,default,1,local-kubernetes-live,-,-,-,,tpl;stateful-storage,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/prometheus-community/prometheus-pushgateway/3.6.0/CATALOG.md,recipes/prometheus-community/prometheus-pushgateway/3.6.0/recipe.yaml,packages/prometheus-community/prometheus-pushgateway/3.6.0,recipes/prometheus-community/prometheus-pushgateway/3.6.0/helm-pain-report.yaml
user-shaped-variant,3,57,175,fluent/fluentd@0.5.3,default,1,local-kubernetes-live,-,-,-,,tpl;capabilities;cluster-rbac;stateful-storage,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/fluent/fluentd/0.5.3/CATALOG.md,recipes/fluent/fluentd/0.5.3/recipe.yaml,packages/fluent/fluentd/0.5.3,recipes/fluent/fluentd/0.5.3/helm-pain-report.yaml
user-shaped-variant,3,59,182,bitnami/memcached@8.5.5,default,1,local-kubernetes-live,existing-secret (chart ships no Secret toggle),-,-,,lookup;generated-facts;tpl;capabilities;stateful-storage,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/bitnami/memcached/8.5.5/CATALOG.md,recipes/bitnami/memcached/8.5.5/recipe.yaml,packages/bitnami/memcached/8.5.5,recipes/bitnami/memcached/8.5.5/helm-pain-report.yaml
user-shaped-variant,3,61,190,opencost/opencost@2.5.21,default,1,render-parity,-,-,-,,tpl;capabilities;cluster-rbac;stateful-storage,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/opencost/opencost/2.5.21/CATALOG.md,recipes/opencost/opencost/2.5.21/recipe.yaml,packages/opencost/opencost/2.5.21,recipes/opencost/opencost/2.5.21/helm-pain-report.yaml
user-shaped-variant,3,64,215,kyverno/kyverno-policies@3.8.0,default,1,local-kubernetes-live,-,-,-,,lookup;tpl,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/kyverno/kyverno-policies/3.8.0/CATALOG.md,recipes/kyverno/kyverno-policies/3.8.0/recipe.yaml,packages/kyverno/kyverno-policies/3.8.0,recipes/kyverno/kyverno-policies/3.8.0/helm-pain-report.yaml
user-shaped-variant,3,65,308,elastic/metricbeat@8.5.1,default,1,render-parity,-,-,-,,tpl;capabilities;cluster-rbac;stateful-storage,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/elastic/metricbeat/8.5.1/CATALOG.md,recipes/elastic/metricbeat/8.5.1/recipe.yaml,packages/elastic/metricbeat/8.5.1,recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml
user-shaped-variant,3,66,336,minio-operator/operator@7.1.1,default,1,local-kubernetes-live,no-crds (template-baked CRDs; no clean chart toggle yet),-,-,,cluster-rbac,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/minio-operator/operator/7.1.1/CATALOG.md,recipes/minio-operator/operator/7.1.1/recipe.yaml,packages/minio-operator/operator/7.1.1,recipes/minio-operator/operator/7.1.1/helm-pain-report.yaml
user-shaped-variant,3,68,371,bitnami/apache@11.4.29,default,1,render-parity,existing-secret (chart ships no Secret toggle),-,-,,lookup;generated-facts;tpl;capabilities,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/bitnami/apache/11.4.29/CATALOG.md,recipes/bitnami/apache/11.4.29/recipe.yaml,packages/bitnami/apache/11.4.29,recipes/bitnami/apache/11.4.29/helm-pain-report.yaml
user-shaped-variant,3,70,452,aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,default,1,render-parity,-,-,-,,tpl;capabilities;cluster-rbac,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/CATALOG.md,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/recipe.yaml,packages/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml
user-shaped-variant,3,71,499,falcosecurity/falcosidekick@0.13.1,default,1,local-kubernetes-live,-,-,-,,capabilities;cluster-rbac;stateful-storage,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/falcosecurity/falcosidekick/0.13.1/CATALOG.md,recipes/falcosecurity/falcosidekick/0.13.1/recipe.yaml,packages/falcosecurity/falcosidekick/0.13.1,recipes/falcosecurity/falcosidekick/0.13.1/helm-pain-report.yaml
user-shaped-variant,3,76,,argo-cd/argocd-image-updater@1.2.2,default,1,local-kubernetes-live,no-crds (template-baked CRDs; no clean chart toggle yet),-,-,,,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/argo-cd/argocd-image-updater/1.2.2/CATALOG.md,recipes/argo-cd/argocd-image-updater/1.2.2/recipe.yaml,packages/argo-cd/argocd-image-updater/1.2.2,recipes/argo-cd/argocd-image-updater/1.2.2/helm-pain-report.yaml
user-shaped-variant,3,80,,crossplane-stable/crossplane@2.3.1,default,1,local-kubernetes-live,-,-,-,,,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/crossplane-stable/crossplane/2.3.1/CATALOG.md,recipes/crossplane-stable/crossplane/2.3.1/recipe.yaml,packages/crossplane-stable/crossplane/2.3.1,recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml
user-shaped-variant,3,81,,grafana/promtail@6.17.1,default,1,local-kubernetes-live,-,-,-,,,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/grafana/promtail/6.17.1/CATALOG.md,recipes/grafana/promtail/6.17.1/recipe.yaml,packages/grafana/promtail/6.17.1,recipes/grafana/promtail/6.17.1/helm-pain-report.yaml
user-shaped-variant,3,83,,haproxytech/kubernetes-ingress@1.52.0,default,1,local-kubernetes-live,-,-,-,,,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/haproxytech/kubernetes-ingress/1.52.0/CATALOG.md,recipes/haproxytech/kubernetes-ingress/1.52.0/recipe.yaml,packages/haproxytech/kubernetes-ingress/1.52.0,recipes/haproxytech/kubernetes-ingress/1.52.0/helm-pain-report.yaml
user-shaped-variant,3,85,,istio/istiod@1.30.0,default,1,render-parity,-,-,-,,,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/istio/istiod/1.30.0/CATALOG.md,recipes/istio/istiod/1.30.0/recipe.yaml,packages/istio/istiod/1.30.0,recipes/istio/istiod/1.30.0/helm-pain-report.yaml
user-shaped-variant,3,86,,jetstack/cert-manager-csi-driver@v0.14.0,default,1,local-kubernetes-live,-,-,-,,,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/jetstack/cert-manager-csi-driver/v0.14.0/CATALOG.md,recipes/jetstack/cert-manager-csi-driver/v0.14.0/recipe.yaml,packages/jetstack/cert-manager-csi-driver/v0.14.0,recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml
user-shaped-variant,3,88,,linkerd/linkerd-crds@1.8.0,default,1,local-kubernetes-live,-,-,-,,,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/linkerd/linkerd-crds/1.8.0/CATALOG.md,recipes/linkerd/linkerd-crds/1.8.0/recipe.yaml,packages/linkerd/linkerd-crds/1.8.0,recipes/linkerd/linkerd-crds/1.8.0/helm-pain-report.yaml
user-shaped-variant,3,89,,minio-operator/tenant@7.1.1,default,1,local-kubernetes-live,-,-,-,,,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/minio-operator/tenant/7.1.1/CATALOG.md,recipes/minio-operator/tenant/7.1.1/recipe.yaml,packages/minio-operator/tenant/7.1.1,recipes/minio-operator/tenant/7.1.1/helm-pain-report.yaml
user-shaped-variant,3,95,,rook-release/rook-ceph@v1.19.5,default,1,local-kubernetes-live,no-crds (template-baked CRDs; no clean chart toggle yet),-,-,,,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/rook-release/rook-ceph/v1.19.5/CATALOG.md,recipes/rook-release/rook-ceph/v1.19.5/recipe.yaml,packages/rook-release/rook-ceph/v1.19.5,recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml
user-shaped-variant,3,96,,rook-release/rook-ceph-cluster@v1.19.5,default,1,local-kubernetes-live,-,-,-,,,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/rook-release/rook-ceph-cluster/v1.19.5/CATALOG.md,recipes/rook-release/rook-ceph-cluster/v1.19.5/recipe.yaml,packages/rook-release/rook-ceph-cluster/v1.19.5,recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml
user-shaped-variant,3,99,,vm/victoria-logs-single@0.12.5,default,1,local-kubernetes-live,-,-,-,,,add at least one user-shaped variant before catalog promotion,"Add one realistic base variant a Helm user would actually choose, then rerun proof and review.",recipes/vm/victoria-logs-single/0.12.5/CATALOG.md,recipes/vm/victoria-logs-single/0.12.5/recipe.yaml,packages/vm/victoria-logs-single/0.12.5,recipes/vm/victoria-logs-single/0.12.5/helm-pain-report.yaml
