"persona","run_id","max_clicks","category","format","goal_code","goal","start_url","outcome","clicks","elapsed_ms","start_complete","start_matched_groups","first_click_accurate","matched_groups","total_groups","actionable","next_action_clear","disposition","evidence_url","evidence_title","evidence_excerpt","path"
"developer","developer-145","5","recovery","Helm","D-R3","keep a private configuration private","https://confighub.github.io/helm-expt/site/charts/index.html","success","1","45","no","1","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","commands for keeping the same files and hashes in ConfigHub. Checking private configuration? Keep the chart, values, and output on your machine. Do not upload private files; this page does not upload them for you. Keep secrets","https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-146","5","recovery","Helm","D-R3","keep a private configuration private","https://confighub.github.io/helm-expt/site/try.html","success","1","43","no","1","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","commands for keeping the same files and hashes in ConfigHub. Checking private configuration? Keep the chart, values, and output on your machine. Do not upload private files; this page does not upload them for you. Keep secrets","https://confighub.github.io/helm-expt/site/try.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-147","5","recovery","Helm","D-R3","keep a private configuration private","https://confighub.github.io/helm-expt/site/testing.html","success","1","43","no","2","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","commands for keeping the same files and hashes in ConfigHub. Checking private configuration? Keep the chart, values, and output on your machine. Do not upload private files; this page does not upload them for you. Keep secrets","https://confighub.github.io/helm-expt/site/testing.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-148","5","recovery","Helm","D-R3","keep a private configuration private","https://confighub.github.io/helm-expt/site/how-it-works.html","success","1","41","no","2","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","commands for keeping the same files and hashes in ConfigHub. Checking private configuration? Keep the chart, values, and output on your machine. Do not upload private files; this page does not upload them for you. Keep secrets","https://confighub.github.io/helm-expt/site/how-it-works.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-149","5","recovery","Helm","D-R3","keep a private configuration private","https://confighub.github.io/helm-expt/site/docs.html","success","0","23","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/docs.html","Docs · Config Workshop","nderstand? Build a local prompt for the AI assistant you already use. Private charts and values stay on your machine. How do I add ConfigHub to an existing Kubara platform? Keep Kubara's component selection and generated topolo","https://confighub.github.io/helm-expt/site/docs.html"
"developer","developer-150","5","recovery","Helm","D-R3","keep a private configuration private","https://confighub.github.io/helm-expt/site/confighub.html","success","1","44","no","2","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","commands for keeping the same files and hashes in ConfigHub. Checking private configuration? Keep the chart, values, and output on your machine. Do not upload private files; this page does not upload them for you. Keep secrets","https://confighub.github.io/helm-expt/site/confighub.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-151","5","recovery","Helm","D-R4","find what to do after a surprising render","https://confighub.github.io/helm-expt/site/index.html","success","1","39","no","1","yes","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","eep.&rdquo; Use this page for your own chart, values, new version, or unexpected result. Use the Catalog when we have already tested the exact chart and version. In the website: compare rendered Kubernetes YAML in this browser, wi","https://confighub.github.io/helm-expt/site/index.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-152","5","recovery","Helm","D-R4","find what to do after a surprising render","https://confighub.github.io/helm-expt/site/ai.html","success","1","40","no","1","yes","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","eep.&rdquo; Use this page for your own chart, values, new version, or unexpected result. Use the Catalog when we have already tested the exact chart and version. In the website: compare rendered Kubernetes YAML in this browser, wi","https://confighub.github.io/helm-expt/site/ai.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-153","5","recovery","Helm","D-R4","find what to do after a surprising render","https://confighub.github.io/helm-expt/site/ask.html","success","0","23","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","eep.&rdquo; Use this page for your own chart, values, new version, or unexpected result. Use the Catalog when we have already tested the exact chart and version. In the website: compare rendered Kubernetes YAML in this browser, wi","https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-154","5","recovery","Helm","D-R4","find what to do after a surprising render","https://confighub.github.io/helm-expt/site/promote.html","success","1","43","no","1","yes","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","eep.&rdquo; Use this page for your own chart, values, new version, or unexpected result. Use the Catalog when we have already tested the exact chart and version. In the website: compare rendered Kubernetes YAML in this browser, wi","https://confighub.github.io/helm-expt/site/promote.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-155","5","recovery","Helm","D-R4","find what to do after a surprising render","https://confighub.github.io/helm-expt/site/charts/index.html","success","1","45","no","1","yes","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","eep.&rdquo; Use this page for your own chart, values, new version, or unexpected result. Use the Catalog when we have already tested the exact chart and version. In the website: compare rendered Kubernetes YAML in this browser, wi","https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-156","5","recovery","Helm","D-R4","find what to do after a surprising render","https://confighub.github.io/helm-expt/site/try.html","success","0","17","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/try.html","Try it: Redis in ten minutes · Config Workshop","se how to deploy the reviewed result . For your own Helm values or an unexpected result, check your configuration with your AI assistant . Other paths: choose a Helm, AICR, OCI, YAML, promotion, or fleet example , continue the det","https://confighub.github.io/helm-expt/site/try.html"
"developer","developer-157","5","recovery","Helm","D-R4","find what to do after a surprising render","https://confighub.github.io/helm-expt/site/testing.html","success","1","42","no","1","yes","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html#ai-values","Check my config · Config Workshop","eep.&rdquo; Use this page for your own chart, values, new version, or unexpected result. Use the Catalog when we have already tested the exact chart and version. In the website: compare rendered Kubernetes YAML in this browser, wi","https://confighub.github.io/helm-expt/site/testing.html -> https://confighub.github.io/helm-expt/site/ask.html#ai-values"
"developer","developer-158","5","recovery","Helm","D-R4","find what to do after a surprising render","https://confighub.github.io/helm-expt/site/how-it-works.html","success","1","42","no","1","yes","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","eep.&rdquo; Use this page for your own chart, values, new version, or unexpected result. Use the Catalog when we have already tested the exact chart and version. In the website: compare rendered Kubernetes YAML in this browser, wi","https://confighub.github.io/helm-expt/site/how-it-works.html -> https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-159","5","recovery","Helm","D-R4","find what to do after a surprising render","https://confighub.github.io/helm-expt/site/docs.html","success","1","40","no","1","yes","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html#check-command","Check my config · Config Workshop","eep.&rdquo; Use this page for your own chart, values, new version, or unexpected result. Use the Catalog when we have already tested the exact chart and version. In the website: compare rendered Kubernetes YAML in this browser, wi","https://confighub.github.io/helm-expt/site/docs.html -> https://confighub.github.io/helm-expt/site/ask.html#check-command"
"developer","developer-160","5","recovery","Helm","D-R4","find what to do after a surprising render","https://confighub.github.io/helm-expt/site/confighub.html","success","1","39","no","1","yes","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html#check-files","Check my config · Config Workshop","eep.&rdquo; Use this page for your own chart, values, new version, or unexpected result. Use the Catalog when we have already tested the exact chart and version. In the website: compare rendered Kubernetes YAML in this browser, wi","https://confighub.github.io/helm-expt/site/confighub.html -> https://confighub.github.io/helm-expt/site/ask.html#check-files"
"developer","developer-161","5","conversion","Helm","D-X1","save a reviewed result for my team","https://confighub.github.io/helm-expt/site/index.html","success","0","18","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/index.html","Config Workshop · Understand and test your configuration","compares them with a configuration you already trust, and gives you a reviewed result you can keep. It runs on your laptop, and you can start without an account. Keep what you approve as files or OCI , or upload it to ConfigHub","https://confighub.github.io/helm-expt/site/index.html"
"developer","developer-162","5","conversion","Helm","D-X1","save a reviewed result for my team","https://confighub.github.io/helm-expt/site/ai.html","success","0","19","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/ai.html","AI with review and evidence · Config Workshop","what matters. A local render, normalized comparison, findings, and a reviewed result you can keep. Review a promotion Can I move this staging configuration to production? Current and candidate digests, destination differences,","https://confighub.github.io/helm-expt/site/ai.html"
"developer","developer-163","5","conversion","Helm","D-X1","save a reviewed result for my team","https://confighub.github.io/helm-expt/site/ask.html","success","0","20","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","d I provide, and what I run now. Tell me what matters, then give me a reviewed result I can keep.&rdquo; Use this page for your own chart, values, new version, or unexpected result. Use the Catalog when we have already tested th","https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-164","5","conversion","Helm","D-X1","save a reviewed result for my team","https://confighub.github.io/helm-expt/site/promote.html","success","1","38","no","2","yes","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","e index Docs Docs What Config Workshop is Compare What's new Upload a reviewed configuration into ConfigHub, then release and promote Needs a ConfigHub account Uploading a reviewed configuration into ConfigHub is the step that n","https://confighub.github.io/helm-expt/site/promote.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-165","5","conversion","Helm","D-X1","save a reviewed result for my team","https://confighub.github.io/helm-expt/site/charts/index.html","success","0","22","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/charts/index.html","Component Catalog · Config Workshop","ecided is not the same as safe. 1.0.14 : default , controller-default-reviewed , minimal-crds 3 packaged configurations argo-cd/argocd-image-updater Delivery and automation 1.2.2 receipt default Available configuration. Read the","https://confighub.github.io/helm-expt/site/charts/index.html"
"developer","developer-166","5","conversion","Helm","D-X1","save a reviewed result for my team","https://confighub.github.io/helm-expt/site/try.html","success","0","19","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/try.html","Try it: Redis in ten minutes · Config Workshop","hat's new Try it: Redis in ten minutes Runs on your laptop Render one reviewed Redis configuration and read the 14 Kubernetes objects it produces. Thirteen come from the chart. The fourteenth is a Namespace that cub adds, which","https://confighub.github.io/helm-expt/site/try.html"
"developer","developer-167","5","conversion","Helm","D-X1","save a reviewed result for my team","https://confighub.github.io/helm-expt/site/testing.html","success","0","25","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","requested three replicas, correct six risky settings, and retain five reviewed objects as files or OCI. Read the review . Can I promote the reviewed change? Move NGINX from development to staging Compare three and four replicas,","https://confighub.github.io/helm-expt/site/testing.html"
"developer","developer-168","5","conversion","Helm","D-X1","save a reviewed result for my team","https://confighub.github.io/helm-expt/site/how-it-works.html","success","0","20","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/how-it-works.html","Operate · Config Workshop","blish them directly as OCI, or upload them to ConfigHub and publish a reviewed release OCI later. ConfigHub stores your approved configuration and its history. Use it when you need to track changes across environments, require a","https://confighub.github.io/helm-expt/site/how-it-works.html"
"developer","developer-169","5","conversion","Helm","D-X1","save a reviewed result for my team","https://confighub.github.io/helm-expt/site/docs.html","success","0","21","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/docs.html","Docs · Config Workshop","ocal files, OCI, and ConfigHub choices in one sequence. How do I turn reviewed files into a deployable OCI? Choose the local OCI or ConfigHub release path, then let Argo CD or Flux pull the reviewed objects. What happens to hook","https://confighub.github.io/helm-expt/site/docs.html"
"developer","developer-170","5","conversion","Helm","D-X1","save a reviewed result for my team","https://confighub.github.io/helm-expt/site/confighub.html","success","0","19","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","e index Docs Docs What Config Workshop is Compare What's new Upload a reviewed configuration into ConfigHub, then release and promote Needs a ConfigHub account Uploading a reviewed configuration into ConfigHub is the step that n","https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-171","5","conversion","Helm","D-X2","compare development and production","https://confighub.github.io/helm-expt/site/index.html","success","0","18","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/index.html","Config Workshop · Understand and test your configuration","promote it when the answer has to be shared, approved, and moved from development to production. Public config chains into your private org here, and the object digest travels with it. Running AI on GPUs? Inspect a retained AI-plat","https://confighub.github.io/helm-expt/site/index.html"
"developer","developer-172","5","conversion","Helm","D-X2","compare development and production","https://confighub.github.io/helm-expt/site/ai.html","success","0","17","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/ai.html","AI with review and evidence · Config Workshop","pull of the immutable public OCI, and a ConfigHub base with a linked development variant. It does not claim a Kubernetes apply, health check, upgrade, rollback, or GitOps delivery. Open the Timoni Redis record · Read the ConfigHub","https://confighub.github.io/helm-expt/site/ai.html"
"developer","developer-173","5","conversion","Helm","D-X2","compare development and production","https://confighub.github.io/helm-expt/site/ask.html","success","0","22","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","YAML Other common jobs Render and inspect without applying · Compare development and production · Handle hooks and CRD ordering · Read delivery limits What this page can answer Question What happens here What do I have? The page i","https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-174","5","conversion","Helm","D-X2","compare development and production","https://confighub.github.io/helm-expt/site/promote.html","success","0","23","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/promote.html","Promote my config · Config Workshop","t going? Current configuration For example: the rendered objects that development or production uses now. Proposed configuration For example: the rendered objects from the new chart version or settings you want to move next. Explai","https://confighub.github.io/helm-expt/site/promote.html"
"developer","developer-175","5","conversion","Helm","D-X2","compare development and production","https://confighub.github.io/helm-expt/site/charts/index.html","success","0","24","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/charts/index.html","Component Catalog · Config Workshop","free build and anonymous OCI pull passed. A ConfigHub base and linked development variant exist. Kubernetes apply, health, upgrade, rollback, and GitOps have not run. Read the Timoni Redis entry · Read the ConfigHub base guide · Re","https://confighub.github.io/helm-expt/site/charts/index.html"
"developer","developer-176","5","conversion","Helm","D-X2","compare development and production","https://confighub.github.io/helm-expt/site/try.html","success","0","19","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/try.html","Try it: Redis in ten minutes · Config Workshop","Promote my config Variants Operations Does the cluster match? Why do dev and prod differ? Offering Why trust it Why trust it Known gaps Evidence index Docs Docs What Config Workshop is Compare What's new Browse Catalog Cat","https://confighub.github.io/helm-expt/site/try.html"
"developer","developer-177","5","conversion","Helm","D-X2","compare development and production","https://confighub.github.io/helm-expt/site/testing.html","success","0","18","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","Read the review . Can I promote the reviewed change? Move NGINX from development to staging Compare three and four replicas, promote the exact revision in ConfigHub, publish OCI, and record four ready replicas through Argo CD. Che","https://confighub.github.io/helm-expt/site/testing.html"
"developer","developer-178","5","conversion","Helm","D-X2","compare development and production","https://confighub.github.io/helm-expt/site/how-it-works.html","success","0","21","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/how-it-works.html","Operate · Config Workshop","ndle. cub release publish Account promote Move a reviewed change from development to production. cub variant promote Paid govern Run a stack under governance: approvals, releases, rollback, drift, a fleet view. the commercial produ","https://confighub.github.io/helm-expt/site/how-it-works.html"
"developer","developer-179","5","conversion","Helm","D-X2","compare development and production","https://confighub.github.io/helm-expt/site/docs.html","success","0","21","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/docs.html","Docs · Config Workshop","tion How do I make environment variants? Create, compare, and promote development and production variants. How do I test a change before promotion? Compare the exact current result with the candidate for the next stage. The review","https://confighub.github.io/helm-expt/site/docs.html"
"developer","developer-180","5","conversion","Helm","D-X2","compare development and production","https://confighub.github.io/helm-expt/site/confighub.html","success","0","19","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","ou chose. ConfigHub shows exact diffs, promotes reviewed changes from development to production, and compares approved configuration with your clusters. Upload a reviewed result into ConfigHub Open the tutorial New to cub ? Install","https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-181","5","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/index.html","success","0","17","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/index.html","Config Workshop · Understand and test your configuration","nd keep the files or OCI. With ConfigHub: retain the accepted result, promote it, and compare it with live systems. 1. I need a configuration 112 components Choose the job you need done. Start from a tested configuration, an ex","https://confighub.github.io/helm-expt/site/index.html"
"developer","developer-182","5","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/ai.html","success","0","19","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/ai.html","AI with review and evidence · Config Workshop","Your assistant Apps on a platform Operate Operate What ConfigHub adds Promote my config Variants Operations Does the cluster match? Why do dev and prod differ? Offering Why trust it Why trust it Known gaps Evidence index Docs D","https://confighub.github.io/helm-expt/site/ai.html"
"developer","developer-183","5","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/ask.html","success","0","22","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","Your assistant Apps on a platform Operate Operate What ConfigHub adds Promote my config Variants Operations Does the cluster match? Why do dev and prod differ? Offering Why trust it Why trust it Known gaps Evidence index Docs D","https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-184","5","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/promote.html","success","0","23","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/promote.html","Promote my config · Config Workshop","Promote my config · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigH","https://confighub.github.io/helm-expt/site/promote.html"
"developer","developer-185","5","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/charts/index.html","success","0","25","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/charts/index.html","Component Catalog · Config Workshop","Your assistant Apps on a platform Operate Operate What ConfigHub adds Promote my config Variants Operations Does the cluster match? Why do dev and prod differ? Offering Why trust it Why trust it Known gaps Evidence index Docs D","https://confighub.github.io/helm-expt/site/charts/index.html"
"developer","developer-186","5","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/try.html","success","0","23","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/try.html","Try it: Redis in ten minutes · Config Workshop","Your assistant Apps on a platform Operate Operate What ConfigHub adds Promote my config Variants Operations Does the cluster match? Why do dev and prod differ? Offering Why trust it Why trust it Known gaps Evidence index Docs D","https://confighub.github.io/helm-expt/site/try.html"
"developer","developer-187","5","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/testing.html","success","0","24","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","Your assistant Apps on a platform Operate Operate What ConfigHub adds Promote my config Variants Operations Does the cluster match? Why do dev and prod differ? Offering Why trust it Why trust it Known gaps Evidence index Docs D","https://confighub.github.io/helm-expt/site/testing.html"
"developer","developer-188","5","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/how-it-works.html","success","0","24","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/how-it-works.html","Operate · Config Workshop","Your assistant Apps on a platform Operate Operate What ConfigHub adds Promote my config Variants Operations Does the cluster match? Why do dev and prod differ? Offering Why trust it Why trust it Known gaps Evidence index Docs D","https://confighub.github.io/helm-expt/site/how-it-works.html"
"developer","developer-189","5","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/docs.html","success","0","21","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/docs.html","Docs · Config Workshop","Your assistant Apps on a platform Operate Operate What ConfigHub adds Promote my config Variants Operations Does the cluster match? Why do dev and prod differ? Offering Why trust it Why trust it Known gaps Evidence index Docs D","https://confighub.github.io/helm-expt/site/docs.html"
"developer","developer-190","5","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/confighub.html","success","0","22","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Your assistant Apps on a platform Operate Operate What ConfigHub adds Promote my config Variants Operations Does the cluster match? Why do dev and prod differ? Offering Why trust it Why trust it Known gaps Evidence index Docs D","https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-191","5","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/index.html","success","2","141","no","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog","https://confighub.github.io/helm-expt/site/index.html -> https://confighub.github.io/helm-expt/site/kubara.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-192","5","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/ai.html","success","1","40","no","1","yes","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog","https://confighub.github.io/helm-expt/site/ai.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-193","5","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/ask.html","success","1","40","no","2","yes","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog","https://confighub.github.io/helm-expt/site/ask.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-194","5","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/promote.html","success","1","43","no","3","yes","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog","https://confighub.github.io/helm-expt/site/promote.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-195","5","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/charts/index.html","success","2","63","no","2","yes","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog","https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/how-it-works.html#setting-sources -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-196","5","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/try.html","success","1","34","no","3","yes","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog","https://confighub.github.io/helm-expt/site/try.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-197","5","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/testing.html","success","2","52","no","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog","https://confighub.github.io/helm-expt/site/testing.html -> https://confighub.github.io/helm-expt/site/d/data/helm-catalog-readmes/spaces/byo-nginx-ai-values-24-0-2-reviewed/README.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-198","5","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/how-it-works.html","success","1","33","no","3","yes","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog","https://confighub.github.io/helm-expt/site/how-it-works.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-199","5","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/docs.html","success","2","134","no","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog","https://confighub.github.io/helm-expt/site/docs.html -> https://confighub.github.io/helm-expt/site/d/data/helm-catalog-readmes/summary.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-200","5","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/confighub.html","success","0","18","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog","https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-201","5","action","Helm","D-A5","check whether my exact change can move safely","https://confighub.github.io/helm-expt/site/index.html","success","2","63","no","0","yes","4","4","yes","yes","continue","https://confighub.github.io/helm-expt/site/promote.html","Promote my config · Config Workshop","w Can I promote this configuration? Compare what you run now with the exact configuration you want to move. See what the next environment would receive, what still needs testing, and whether any target has a current result. Comparing here","https://confighub.github.io/helm-expt/site/index.html -> https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/promote.html"
"developer","developer-202","5","action","Helm","D-A5","check whether my exact change can move safely","https://confighub.github.io/helm-expt/site/ai.html","success","2","60","no","0","yes","4","4","yes","yes","continue","https://confighub.github.io/helm-expt/site/promote.html","Promote my config · Config Workshop","w Can I promote this configuration? Compare what you run now with the exact configuration you want to move. See what the next environment would receive, what still needs testing, and whether any target has a current result. Comparing here","https://confighub.github.io/helm-expt/site/ai.html -> https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/promote.html"
