row_kind,catalog_layer,customization_layer,row_status,custom_discussion,candidate_source,candidate_state,candidate_inputs,candidate_required_before,parent_base,downstream_space,target_run_status,target_run_receipt,target_run_blockers,chart,version,variant,catalog_tier,adoption_bucket,quirk_features,hard_gap,strongest_evidence,next_action,hook_count,hook_disposition,hook_evidence_version,hook_live_status,lifecycle_route_contract,lifecycle_route_count,lifecycle_route_dispositions,lifecycle_route_execution_modes,lifecycle_route_safe_automatic,lifecycle_route_evidence_version,lifecycle_route_contract_path,lifecycle_route_json_path,render_intent_state,render_intent_next_action,render_intent_path,render_intent_lifecycle_state,render_intent_lifecycle_reason,render_intent_lifecycle_next_action,render_intent_target_state,render_intent_target_reason,render_intent_target_next_action,render_intent_target_requirement_count,render_intent_target_action_count,lane_render_parity,lane_confighub_scan_ops,lane_local_kind,lane_lifecycle_observed,lane_gitops_oci_live,lane_live_dual_parity,lane_two_cluster_kind,core_lanes_complete,outcome_level,production_decision,production_target_scope,variant_promotion,variant_promotion_status,variant_promotion_evidence,variant_promotion_reason,variant_promotion_next_action,active_proof_next_step,active_proof_readiness,active_proof_reason,active_proof_command,active_proof_support_artifact,recipe_path,recipe_catalog_path,variant_path,package_base_path,variant_revision_path,source_lock_path,source_repository_url,source_content_url,github_recipe_url,github_catalog_url,github_package_base_url,completion_action,completion_action_summary,completion_action_families,completion_deferred_cells,completion_owner_lanes
source,F1,F1 upstream chart source,real,no,,,,,,,,,,haproxytech/kubernetes-ingress,1.52.0,(source),next80-proof-grade,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/haproxytech/kubernetes-ingress/1.52.0,recipes/haproxytech/kubernetes-ingress/1.52.0/CATALOG.md,,,,recipes/haproxytech/kubernetes-ingress/1.52.0/source-lock.yaml,https://haproxytech.github.io/helm-charts,,https://github.com/confighub/helm-expt/tree/main/recipes/haproxytech/kubernetes-ingress/1.52.0,https://github.com/confighub/helm-expt/blob/main/recipes/haproxytech/kubernetes-ingress/1.52.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/haproxytech/kubernetes-ingress/1.52.0/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,haproxytech/kubernetes-ingress,1.52.0,default,next80-proof-grade,needs-useful-variant,,,live-helm-vs-confighub-parity,add at least one user-shaped variant before catalog promotion,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/haproxytech-kubernetes-ingress-1-52-0-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/haproxy-ingress-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/haproxytech/kubernetes-ingress/1.52.0,recipes/haproxytech/kubernetes-ingress/1.52.0/CATALOG.md,recipes/haproxytech/kubernetes-ingress/1.52.0/variants/default/variant.yaml,packages/haproxytech/kubernetes-ingress/1.52.0/bases/default,recipes/haproxytech/kubernetes-ingress/1.52.0/revisions/default/r001/variant-revision.yaml,recipes/haproxytech/kubernetes-ingress/1.52.0/source-lock.yaml,https://haproxytech.github.io/helm-charts,,https://github.com/confighub/helm-expt/tree/main/recipes/haproxytech/kubernetes-ingress/1.52.0,https://github.com/confighub/helm-expt/blob/main/recipes/haproxytech/kubernetes-ingress/1.52.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/haproxytech/kubernetes-ingress/1.52.0/bases/default,-,,,0,
source,F1,F1 upstream chart source,real,no,,,,,,,,,,hashicorp/consul,2.0.0,(source),top20-catalog-supported,source-chart,tpl;capabilities;cluster-rbac;webhooks;stateful-storage,ha (curated proof lane - bespoke teaching needed),source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/hashicorp/consul/2.0.0,recipes/hashicorp/consul/2.0.0/CATALOG.md,,,,recipes/hashicorp/consul/2.0.0/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/consul/2.0.0,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/consul/2.0.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/consul/2.0.0/bases/default-control-plane,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,hashicorp/consul,2.0.0,default-control-plane,top20-catalog-supported,try-from-public-catalog,tpl;capabilities;cluster-rbac;webhooks;stateful-storage,ha (curated proof lane - bespoke teaching needed),live-helm-vs-confighub-parity,image policy decision recorded for a target scope; create digest-pinned bases or overrides for stricter scopes,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/hashicorp-consul-2-0-0-default-control-plane.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,todo,yes,yes,yes,yes,live-parity,yes,cub-lk-kind-vanilla; namespace=consul; delivery=confighub-oci; controller=argo,watch,proven-with-watch,runs/consul-confighub-proof/latest/variant-promotion-receipt.yaml,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,,,,,,recipes/hashicorp/consul/2.0.0,recipes/hashicorp/consul/2.0.0/CATALOG.md,recipes/hashicorp/consul/2.0.0/variants/default-control-plane/variant.yaml,packages/hashicorp/consul/2.0.0/bases/default-control-plane,recipes/hashicorp/consul/2.0.0/revisions/default-control-plane/r001/variant-revision.yaml,recipes/hashicorp/consul/2.0.0/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/consul/2.0.0,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/consul/2.0.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/consul/2.0.0/bases/default-control-plane,run,deferred:1; run:1,CCP-01:promotion-rerun-after-server-fix; CCP-04:lifecycle-not-applicable,1,Codex-live:1; product-decision:1
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,hashicorp/consul,2.0.0,secure-mesh-existing-secrets,top20-catalog-supported,try-from-public-catalog,tpl;capabilities;cluster-rbac;webhooks;stateful-storage,ha (curated proof lane - bespoke teaching needed),live-helm-vs-confighub-parity,image policy decision recorded for a target scope; create digest-pinned bases or overrides for stricter scopes,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/hashicorp-consul-2-0-0-secure-mesh-existing-secrets.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached,5 target prerequisites declared by this base.,,5,0,yes,yes,no,todo,no,watch,yes,no,two-cluster-kind-parity,todo,,yes,proven,runs/consul-secure-mesh-existing-secrets-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,gitops-runtime-review,review-target-first,gitops-runtime: Argo health Progressing (parity passed),npm run live-parity:run -- --recipe recipes/hashicorp/consul/2.0.0 --base secure-mesh-existing-secrets --target-profile kind-three-node,recipes/hashicorp/consul/2.0.0/gitops-runtime-review.yaml,recipes/hashicorp/consul/2.0.0,recipes/hashicorp/consul/2.0.0/CATALOG.md,recipes/hashicorp/consul/2.0.0/variants/secure-mesh-existing-secrets/variant.yaml,packages/hashicorp/consul/2.0.0/bases/secure-mesh-existing-secrets,recipes/hashicorp/consul/2.0.0/revisions/secure-mesh-existing-secrets/r001/variant-revision.yaml,recipes/hashicorp/consul/2.0.0/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/consul/2.0.0,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/consul/2.0.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/consul/2.0.0/bases/secure-mesh-existing-secrets,stage,deferred:3; stage:1,CCP-03:verified-watch; CCP-04:lifecycle-not-applicable; CCP-15:webhook-cert-lifecycle,3,Claude-non-live:1; product-decision:3
source,F1,F1 upstream chart source,real,no,,,,,,,,,,hashicorp/terraform,1.1.2,(source),next80-proof-grade,source-chart,crds,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/hashicorp/terraform/1.1.2,recipes/hashicorp/terraform/1.1.2/CATALOG.md,,,,recipes/hashicorp/terraform/1.1.2/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/terraform/1.1.2,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/terraform/1.1.2/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/terraform/1.1.2/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,hashicorp/terraform,1.1.2,default,next80-proof-grade,promote-after-review,crds,,in-confighub-proof,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/hashicorp-terraform-1-1-2-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached-with-observed-actions,2 prerequisite declarations and 1 follow-up action record are attached.,,2,1,yes,yes,no,todo,watch,watch,no,no,in-confighub,todo,,yes,proven,runs/terraform-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runtime-review,review-target-first,target-runtime: pod ContainerCreating (parity passed),npm run live-parity:run -- --recipe recipes/hashicorp/terraform/1.1.2 --base default,recipes/hashicorp/terraform/1.1.2/target-prerequisite-plan.yaml,recipes/hashicorp/terraform/1.1.2,recipes/hashicorp/terraform/1.1.2/CATALOG.md,recipes/hashicorp/terraform/1.1.2/variants/default/variant.yaml,packages/hashicorp/terraform/1.1.2/bases/default,recipes/hashicorp/terraform/1.1.2/revisions/default/r001/variant-revision.yaml,recipes/hashicorp/terraform/1.1.2/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/terraform/1.1.2,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/terraform/1.1.2/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/terraform/1.1.2/bases/default,model,deferred:3; model:1; stage:1,CCP-03:verified-watch; CCP-04:lifecycle-not-applicable; CCP-06:stage-secret; CCP-11:crd-lifecycle,3,Claude-non-live:2; product-decision:3
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,hashicorp/terraform,1.1.2,no-crds,next80-proof-grade,promote-after-review,crds,,in-confighub-proof,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/hashicorp-terraform-1-1-2-no-crds.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached-with-observed-actions,3 prerequisite declarations and 2 follow-up action records are attached.,,3,2,yes,yes,no,todo,watch,watch,no,no,in-confighub,todo,,yes,proven,runs/terraform-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runtime-review,review-target-first,target-runtime: pod ContainerCreating (parity passed),npm run live-parity:run -- --recipe recipes/hashicorp/terraform/1.1.2 --base no-crds,recipes/hashicorp/terraform/1.1.2/target-prerequisite-plan.yaml,recipes/hashicorp/terraform/1.1.2,recipes/hashicorp/terraform/1.1.2/CATALOG.md,recipes/hashicorp/terraform/1.1.2/variants/no-crds/variant.yaml,packages/hashicorp/terraform/1.1.2/bases/no-crds,recipes/hashicorp/terraform/1.1.2/revisions/no-crds/r001/variant-revision.yaml,recipes/hashicorp/terraform/1.1.2/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/terraform/1.1.2,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/terraform/1.1.2/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/terraform/1.1.2/bases/no-crds,stage,deferred:3; stage:2,CCP-03:verified-watch; CCP-04:lifecycle-not-applicable; CCP-05:operator-review; CCP-06:stage-secret,3,Claude-non-live:1; product-decision:4
candidate,F3,F3 target prerequisite/fill,candidate-custom-discussion,yes,data/target-prerequisite-actions/actions.csv,G/P candidate,operator review of the runtime residue,an operator decision recorded for this base/target; then a fresh G/P parity receipt for this base,default,,not-applicable,runs/live-helm-confighub-compare/hashicorp-terraform-default/receipt.yaml,operator review of the runtime residue,hashicorp/terraform,1.1.2,default + review,candidate,candidate-custom-discussion,crds,operator review of the runtime residue,candidate-plan,operator-review: unknown; npm run live-parity:run -- --recipe recipes/hashicorp/terraform/1.1.2 --base default,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,candidate-plan,n/a,,n/a,not-applicable-candidate,,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,,,,recipes/hashicorp/terraform/1.1.2/target-prerequisite-plan.yaml,recipes/hashicorp/terraform/1.1.2,recipes/hashicorp/terraform/1.1.2/CATALOG.md,,,,recipes/hashicorp/terraform/1.1.2/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/terraform/1.1.2,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/terraform/1.1.2/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/terraform/1.1.2/bases/default,scope,scope:1,candidate-row,0,product-review:1
candidate,F3,F3 target prerequisite/fill,candidate-custom-discussion,yes,data/target-prerequisite-actions/actions.csv,G/P candidate,operator review of the runtime residue,an operator decision recorded for this base/target; then a fresh G/P parity receipt for this base,no-crds,,not-applicable,runs/live-helm-confighub-compare/hashicorp-terraform-no-crds/receipt.yaml,operator review of the runtime residue,hashicorp/terraform,1.1.2,no-crds + review,candidate,candidate-custom-discussion,crds,operator review of the runtime residue,candidate-plan,operator-review: unknown; npm run live-parity:run -- --recipe recipes/hashicorp/terraform/1.1.2 --base no-crds,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,candidate-plan,n/a,,n/a,not-applicable-candidate,,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,,,,recipes/hashicorp/terraform/1.1.2/target-prerequisite-plan.yaml,recipes/hashicorp/terraform/1.1.2,recipes/hashicorp/terraform/1.1.2/CATALOG.md,,,,recipes/hashicorp/terraform/1.1.2/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/terraform/1.1.2,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/terraform/1.1.2/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/terraform/1.1.2/bases/no-crds,scope,scope:1,candidate-row,0,product-review:1
candidate,F3,F3 target prerequisite/fill,candidate,no,data/target-prerequisite-actions/actions.csv,K candidate,Secret workspacesecrets; Secret terraformrc,the named Secret(s) present in the target namespace before apply; then a fresh K parity receipt for this base,no-crds,,not-applicable,runs/live-kind-parity/hashicorp-terraform-no-crds/receipt.yaml,Secret workspacesecrets; Secret terraformrc,hashicorp/terraform,1.1.2,no-crds + secret,candidate,candidate-row,crds,Secret workspacesecrets; Secret terraformrc,candidate-plan,stage-secret: Secret workspacesecrets; Secret terraformrc; npm run kind-parity:run -- --chart hashicorp/terraform --version 1.1.2 --base no-crds,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,candidate-plan,n/a,,n/a,not-applicable-candidate,,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,,,,recipes/hashicorp/terraform/1.1.2/target-prerequisite-plan.yaml,recipes/hashicorp/terraform/1.1.2,recipes/hashicorp/terraform/1.1.2/CATALOG.md,,,,recipes/hashicorp/terraform/1.1.2/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/terraform/1.1.2,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/terraform/1.1.2/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/terraform/1.1.2/bases/no-crds,stage,stage:1,candidate-row,0,Codex-live:1
source,F1,F1 upstream chart source,real,no,,,,,,,,,,hashicorp/vault,0.32.0,(source),top20-catalog-supported,source-chart,tpl;capabilities;cluster-rbac;webhooks;stateful-storage,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/hashicorp/vault/0.32.0,recipes/hashicorp/vault/0.32.0/CATALOG.md,,,,recipes/hashicorp/vault/0.32.0/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/vault/0.32.0,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/vault/0.32.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/vault/0.32.0/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,hashicorp/vault,0.32.0,default,top20-catalog-supported,try-from-public-catalog,tpl;capabilities;cluster-rbac;webhooks;stateful-storage,,live-helm-vs-confighub-parity,resolve image digests for each affected variant before production OCI support,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/hashicorp-vault-0-32-0-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,todo,yes,yes,yes,yes,live-parity,no,kind-vanilla; namespace=vault; delivery=confighub-oci; controller=argo,yes,proven,runs/vault-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/hashicorp/vault/0.32.0,recipes/hashicorp/vault/0.32.0/CATALOG.md,recipes/hashicorp/vault/0.32.0/variants/default/variant.yaml,packages/hashicorp/vault/0.32.0/bases/default,recipes/hashicorp/vault/0.32.0/revisions/default/r001/variant-revision.yaml,recipes/hashicorp/vault/0.32.0/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/vault/0.32.0,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/vault/0.32.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/vault/0.32.0/bases/default,deferred,deferred:1,CCP-04:lifecycle-not-applicable,1,product-decision:1
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,hashicorp/vault,0.32.0,dev-mode,top20-catalog-supported,try-from-public-catalog,tpl;capabilities;cluster-rbac;webhooks;stateful-storage,,live-helm-vs-confighub-parity,resolve image digests for each affected variant before production OCI support,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/hashicorp-vault-0-32-0-dev-mode.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,todo,yes,yes,yes,yes,live-parity,todo,,watch,proven-with-watch,runs/vault-confighub-proof/latest/variant-promotion-receipt.yaml,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,,,,,,recipes/hashicorp/vault/0.32.0,recipes/hashicorp/vault/0.32.0/CATALOG.md,recipes/hashicorp/vault/0.32.0/variants/dev-mode/variant.yaml,packages/hashicorp/vault/0.32.0/bases/dev-mode,recipes/hashicorp/vault/0.32.0/revisions/dev-mode/r001/variant-revision.yaml,recipes/hashicorp/vault/0.32.0/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/vault/0.32.0,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/vault/0.32.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/vault/0.32.0/bases/dev-mode,run,deferred:1; run:1,CCP-01:promotion-rerun-after-server-fix; CCP-04:lifecycle-not-applicable,1,Codex-live:1; product-decision:1
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,hashicorp/vault,0.32.0,ha-raft-ui,top20-catalog-supported,try-from-public-catalog,tpl;capabilities;cluster-rbac;webhooks;stateful-storage,,live-helm-vs-confighub-parity,resolve image digests for each affected variant before production OCI support,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/hashicorp-vault-0-32-0-ha-raft-ui.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached-with-observed-actions,1 prerequisite declaration and 1 follow-up action record are attached.,,1,1,yes,yes,no,todo,watch,watch,yes,no,two-cluster-kind-parity,todo,,yes,proven,runs/vault-ha-raft-ui-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,operating-policy,model-or-stage-first,operate-policy: Vault init/unseal readiness (parity passed),npm run live-parity:run -- --recipe recipes/hashicorp/vault/0.32.0 --base ha-raft-ui,recipes/hashicorp/vault/0.32.0/operating-policy.yaml,recipes/hashicorp/vault/0.32.0,recipes/hashicorp/vault/0.32.0/CATALOG.md,recipes/hashicorp/vault/0.32.0/variants/ha-raft-ui/variant.yaml,packages/hashicorp/vault/0.32.0/bases/ha-raft-ui,recipes/hashicorp/vault/0.32.0/revisions/ha-raft-ui/r001/variant-revision.yaml,recipes/hashicorp/vault/0.32.0/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/vault/0.32.0,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/vault/0.32.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/vault/0.32.0/bases/ha-raft-ui,stage,deferred:3; stage:1,CCP-03:verified-watch; CCP-04:lifecycle-not-applicable; CCP-06:stage-secret,3,Claude-non-live:1; product-decision:3
candidate,F3,F3 target prerequisite/fill,candidate-custom-discussion,yes,data/target-prerequisite-actions/actions.csv,G/P candidate,operator review of the runtime residue,an operator decision recorded for this base/target; then a fresh G/P parity receipt for this base,ha-raft-ui,,not-applicable,runs/live-helm-confighub-compare/hashicorp-vault-ha-raft-ui/receipt.yaml,operator review of the runtime residue,hashicorp/vault,0.32.0,ha-raft-ui + review,candidate,candidate-custom-discussion,tpl;capabilities;cluster-rbac;webhooks;stateful-storage,operator review of the runtime residue,candidate-plan,operator-review: unknown; npm run live-parity:run -- --recipe recipes/hashicorp/vault/0.32.0 --base ha-raft-ui,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,candidate-plan,n/a,,n/a,not-applicable-candidate,,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,,,,recipes/hashicorp/vault/0.32.0/operating-policy.yaml,recipes/hashicorp/vault/0.32.0,recipes/hashicorp/vault/0.32.0/CATALOG.md,,,,recipes/hashicorp/vault/0.32.0/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/vault/0.32.0,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/vault/0.32.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/vault/0.32.0/bases/ha-raft-ui,scope,scope:1,candidate-row,0,product-review:1
derived,F4a,F4a derived ConfigHub clone,real-needs-work,no,,,,,default,Vault-regulated-prod-us-east,not-attempted,runs/derived-variant-execution/vault-regulated-prod-us-east/variant-create-receipt.yaml,,hashicorp/vault,0.32.0,regulated-prod-us-east,derived-variant,derived-target-variant,tpl;capabilities;cluster-rbac;webhooks;stateful-storage,,derived-variant-clone,bind the derived ConfigHub variant to a target and run the target-bound derived variant lane,,,,,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,yes,n/a,n/a,todo,n/a,n/a,no,derived-intended-state,todo,security-targets/regulated-prod-us-east,n/a,not-applicable-derived-variant,runs/derived-variant-execution/vault-regulated-prod-us-east/variant-create-receipt.yaml,derived ConfigHub variant creation is not the base-variant promotion lane,use the derived variant receipts and target-bound lane for this downstream variant,target-bound-derived-variant,needs-target-binding,"No target was attached; this is a ConfigHub intended-state proof, not a live cluster deployment.",,runs/derived-variant-execution/vault-regulated-prod-us-east/variant-create-receipt.yaml,recipes/hashicorp/vault/0.32.0,recipes/hashicorp/vault/0.32.0/CATALOG.md,recipes/hashicorp/vault/0.32.0/variants/default/variant.yaml,packages/hashicorp/vault/0.32.0/bases/default,recipes/hashicorp/vault/0.32.0/revisions/default/r001/variant-revision.yaml,recipes/hashicorp/vault/0.32.0/source-lock.yaml,https://helm.releases.hashicorp.com,,https://github.com/confighub/helm-expt/tree/main/recipes/hashicorp/vault/0.32.0,https://github.com/confighub/helm-expt/blob/main/recipes/hashicorp/vault/0.32.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/hashicorp/vault/0.32.0/bases/default,run,run:1,derived-variant-target-bound,0,Codex-live:1
