priority,priority_score,source_rank,chart,source_version,modeled_version,catalog_status,proof_surface,open_quirks,top_quirk,top_quirk_detail,candidate_route,candidate_route_artifact,first_action,next_artifact,why_it_matters,source_evidence,model_gap
P1,31,14,harbor/harbor,1.19.0,,not-in-modeled-top100,,semver-compare;generated-facts;lookup;capabilities;required-or-fail;stateful-storage,semver-compare,3 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",harbor/templates/ingress/ingress.yaml;harbor/templates/core/core-secret.yaml;harbor/templates/jobservice/jobservice-secrets.yaml;harbor/templates/registry/registry-secret.yaml,source signal not fully modeled: semver-compare;lookup;stateful-storage
P1,31,16,jenkinsci/jenkins,5.9.22,,not-in-modeled-top100,,semver-compare;generated-facts;lookup;capabilities;required-or-fail;stateful-storage,semver-compare,10 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",jenkins/templates/jenkins-controller-ingress.yaml;jenkins/templates/jenkins-controller-pdb.yaml;jenkins/templates/jenkins-controller-secondary-ingress.yaml;jenkins/templates/_helpers.tpl,source signal not fully modeled: semver-compare;lookup;stateful-storage
P0,30,11,metrics-server/metrics-server,3.13.0,3.13.0,catalog-supported,top20-catalog-supported,apiservice;semver-compare;generated-facts;lookup;capabilities,apiservice,1 APIService object(s),,,add an APIService readiness model and runtime observation route,chart facts axis plus lifecycle observation receipt,APIService aggregation can pass render parity while failing at API aggregation or TLS/runtime readiness.,metrics-server/templates/_helpers.tpl;metrics-server/templates/pdb.yaml;metrics-server/templates/psp.yaml;metrics-server/templates/apiservice.yaml,source signal not fully modeled: apiservice;semver-compare;lookup
P0,30,41,cloudnative-pg/cloudnative-pg,0.28.2,0.28.2,proof-grade,next80-proof-grade,remote-dependencies;non-exact-dependencies;files-get;generated-facts;webhooks;crds,remote-dependencies,1 remote dependency repo(s),,,model remote dependency closure in chart facts and source/dependency lock evidence,dependency closure facts plus refresh-survival check,"remote subcharts can change provenance, hooks, CRDs, RBAC, and rendered objects outside the parent chart.",cloudnative-pg/charts/cluster/templates/sidecar-configmap.yaml;cloudnative-pg/templates/NOTES.txt,source signal not fully modeled: remote-dependencies;non-exact-dependencies;files-get;webhooks
P0,30,55,artifact-hub/artifact-hub,1.22.0,,not-in-modeled-top100,,remote-dependencies;semver-compare;generated-facts;lookup;capabilities;required-or-fail;stateful-storage,remote-dependencies,2 remote dependency repo(s),,,model remote dependency closure in chart facts and source/dependency lock evidence,dependency closure facts plus refresh-survival check,"remote subcharts can change provenance, hooks, CRDs, RBAC, and rendered objects outside the parent chart.",artifact-hub/charts/postgresql/charts/common/templates/_capabilities.tpl;artifact-hub/charts/postgresql/charts/common/templates/_secrets.tpl;artifact-hub/charts/postgresql/templates/secrets.yaml;artifact-hub/charts/postgresql/templates/tls-secrets.yaml,source signal not fully modeled: remote-dependencies;semver-compare;lookup;stateful-storage
P0,30,59,bitnami/mariadb,25.1.2,,not-in-modeled-top100,,remote-dependencies;semver-compare;generated-facts;lookup;capabilities;required-or-fail;stateful-storage,remote-dependencies,1 remote dependency repo(s),,,model remote dependency closure in chart facts and source/dependency lock evidence,dependency closure facts plus refresh-survival check,"remote subcharts can change provenance, hooks, CRDs, RBAC, and rendered objects outside the parent chart.",mariadb/charts/common/templates/_capabilities.tpl;mariadb/charts/common/templates/_secrets.tpl;mariadb/templates/secrets.yaml;mariadb/templates/tls-secret.yaml,source signal not fully modeled: remote-dependencies;semver-compare;lookup;stateful-storage
P0,30,63,community-charts/n8n,1.16.42,,not-in-modeled-top100,,remote-dependencies;semver-compare;generated-facts;lookup;capabilities;required-or-fail;stateful-storage,remote-dependencies,5 remote dependency repo(s),,,model remote dependency closure in chart facts and source/dependency lock evidence,dependency closure facts plus refresh-survival check,"remote subcharts can change provenance, hooks, CRDs, RBAC, and rendered objects outside the parent chart.",n8n/charts/minio/templates/_helpers.tpl;n8n/charts/minio/templates/console-ingress.yaml;n8n/charts/minio/templates/ingress.yaml;n8n/charts/minio/templates/_helpers.tpl,source signal not fully modeled: remote-dependencies;semver-compare;lookup;stateful-storage
P1,29,68,jupyterhub/jupyterhub,5.0.0-0.dev.git.7399.h8efc9def,,not-in-modeled-top100,,semver-compare;files-get;generated-facts;lookup;capabilities;required-or-fail;stateful-storage,semver-compare,1 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",jupyterhub/templates/scheduling/user-scheduler/deployment.yaml;jupyterhub/templates/hub/configmap.yaml;jupyterhub/templates/hub/_helpers-passwords.tpl;jupyterhub/templates/hub/_helpers-passwords.tpl,source signal not fully modeled: semver-compare;files-get;lookup;stateful-storage
P0,29,70,jaegertracing/jaeger,4.8.0,4.8.0,proof-grade,next80-proof-grade,remote-dependencies;non-exact-dependencies;semver-compare;generated-facts;lookup;capabilities,remote-dependencies,1 remote dependency repo(s),,,model remote dependency closure in chart facts and source/dependency lock evidence,dependency closure facts plus refresh-survival check,"remote subcharts can change provenance, hooks, CRDs, RBAC, and rendered objects outside the parent chart.",jaeger/charts/common/templates/_capabilities.tpl;jaeger/charts/common/templates/_secrets.tpl,source signal not fully modeled: remote-dependencies;non-exact-dependencies;semver-compare;lookup
P0,28,40,sonarqube/sonarqube,2026.3.0,,not-in-modeled-top100,,remote-dependencies;semver-compare;capabilities;required-or-fail;webhooks;stateful-storage,remote-dependencies,1 remote dependency repo(s),,,model remote dependency closure in chart facts and source/dependency lock evidence,dependency closure facts plus refresh-survival check,"remote subcharts can change provenance, hooks, CRDs, RBAC, and rendered objects outside the parent chart.",sonarqube/charts/ingress-nginx/templates/NOTES.txt;sonarqube/charts/ingress-nginx/templates/controller-daemonset.yaml;sonarqube/charts/ingress-nginx/templates/controller-deployment.yaml,source signal not fully modeled: remote-dependencies;semver-compare;webhooks;stateful-storage
P0,27,42,fluent/fluent-bit,0.57.6,0.57.6,proof-grade,next80-proof-grade,hooks;hook-delete-policy;semver-compare;files-get;capabilities,hooks,1 hook template(s): test,,,choose a lifecycle route and commit a route or observation receipt,hook lifecycle route receipt,"hooks are phaseful actions; render parity does not prove install, upgrade, delete, or test behavior.",fluent-bit/templates/tests/test-connection.yaml;fluent-bit/templates/_helpers.tpl;fluent-bit/templates/clusterrole.yaml;fluent-bit/templates/psp.yaml,source signal not fully modeled: hooks;hook-delete-policy;semver-compare;files-get
P0,27,48,bitnami/nginx,24.0.2,24.0.2,catalog-supported,top20-catalog-supported,remote-dependencies;semver-compare;generated-facts;lookup;capabilities,remote-dependencies,1 remote dependency repo(s),,,model remote dependency closure in chart facts and source/dependency lock evidence,dependency closure facts plus refresh-survival check,"remote subcharts can change provenance, hooks, CRDs, RBAC, and rendered objects outside the parent chart.",nginx/charts/common/templates/_capabilities.tpl;nginx/charts/common/templates/_secrets.tpl;nginx/templates/ingress-tls-secret.yaml;nginx/templates/tls-secret.yaml,source signal not fully modeled: remote-dependencies;semver-compare;lookup
P1,26,3,ingress-nginx/ingress-nginx,4.15.1,4.15.1,catalog-supported,top20-catalog-supported,semver-compare;capabilities;required-or-fail;webhooks,semver-compare,15 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",ingress-nginx/templates/NOTES.txt;ingress-nginx/templates/controller-daemonset.yaml;ingress-nginx/templates/controller-deployment.yaml,source signal not fully modeled: semver-compare;webhooks
P1,26,12,hashicorp/vault,0.32.0,0.32.0,catalog-supported,top20-catalog-supported,semver-compare;capabilities;required-or-fail;webhooks;stateful-storage,semver-compare,6 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",vault/templates/server-ha-active-service.yaml;vault/templates/server-ha-standby-service.yaml;vault/templates/server-headless-service.yaml,source signal not fully modeled: semver-compare;webhooks;stateful-storage
P1,25,37,rancher-stable/rancher,2.14.1,,not-in-modeled-top100,,semver-compare;files-get;lookup;capabilities;stateful-storage,semver-compare,2 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",rancher/templates/_helpers.tpl;rancher/templates/post-delete-hook-config-map.yaml;rancher/templates/pre-upgrade-hook-config-map.yaml;rancher/templates/_helpers.tpl,source signal not fully modeled: semver-compare;files-get;lookup;stateful-storage
P1,25,77,pmint93/metabase,2.27.3,,not-in-modeled-top100,,semver-compare;generated-facts;lookup;capabilities;required-or-fail;stateful-storage,semver-compare,5 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",metabase/templates/_helpers.tpl;metabase/templates/ingress.yaml;metabase/templates/pg-dump-hook.yaml;metabase/templates/pvc.yaml,source signal not fully modeled: semver-compare;lookup;stateful-storage
P1,25,98,dandydev-charts/redis-ha,4.35.10,,not-in-modeled-top100,,semver-compare;files-get;generated-facts;capabilities;required-or-fail;stateful-storage,semver-compare,2 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",redis-ha/templates/redis-ha-announce-service.yaml;redis-ha/templates/redis-tls-secret.yaml;redis-ha/templates/_configs.tpl,source signal not fully modeled: semver-compare;files-get;stateful-storage
P0,24,34,metallb/metallb,0.16.0,,not-in-modeled-top100,,remote-dependencies;generated-facts;required-or-fail;webhooks;crds,remote-dependencies,1 remote dependency repo(s),,,model remote dependency closure in chart facts and source/dependency lock evidence,dependency closure facts plus refresh-survival check,"remote subcharts can change provenance, hooks, CRDs, RBAC, and rendered objects outside the parent chart.",metallb/charts/frr-k8s/templates/NOTES.txt;metallb/templates/NOTES.txt,source signal not fully modeled: remote-dependencies;webhooks
P1,24,74,grafana/alloy,1.8.1,1.8.2,proof-grade,next80-proof-grade,semver-compare;files-get;capabilities;required-or-fail;crds;stateful-storage,semver-compare,6 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",alloy/templates/_helpers.tpl;alloy/templates/controllers/statefulset.yaml;alloy/templates/service.yaml;alloy/templates/configmap.yaml,source signal not fully modeled: semver-compare;files-get;stateful-storage
P2,22,2,cert-manager/cert-manager,1.20.2,,not-in-modeled-top100,,generated-facts;required-or-fail;webhooks,generated-facts,12 generated or nondeterministic signal(s),,,"classify generated values as generated facts, target facts, or existing-secret bases",generated-facts policy plus field reachability row,"random, time, certificate, and password functions can break deterministic review unless captured or replaced.",cert-manager/templates/crd-acme.cert-manager.io_challenges.yaml;cert-manager/templates/crd-cert-manager.io_certificates.yaml;cert-manager/templates/crd-cert-manager.io_clusterissuers.yaml,source signal not fully modeled: webhooks
P2,21,27,elastic/elasticsearch,8.5.1,,not-in-modeled-top100,,generated-facts;lookup;capabilities;stateful-storage,generated-facts,10 generated or nondeterministic signal(s),,,"classify generated values as generated facts, target facts, or existing-secret bases",generated-facts policy plus field reachability row,"random, time, certificate, and password functions can break deterministic review unless captured or replaced.",elasticsearch/templates/secret.yaml;elasticsearch/templates/test/test-elasticsearch-health.yaml;elasticsearch/templates/_helpers.tpl;elasticsearch/templates/_helpers.tpl,source signal not fully modeled: lookup;stateful-storage
P2,21,36,argo/argo-workflows,1.0.14,,not-in-modeled-top100,,semver-compare;files-get;capabilities;crds,semver-compare,3 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",argo-workflows/templates/_helpers.tpl;argo-workflows/templates/crds-install-job.yaml;argo-workflows/templates/crds.yaml,source signal not fully modeled: semver-compare;files-get
P2,20,45,runix/pgadmin4,1.62.0,1.62.0,proof-grade,next80-proof-grade,semver-compare;capabilities;required-or-fail;stateful-storage,semver-compare,7 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",pgadmin4/templates/_helpers.tpl;pgadmin4/templates/hpa.yaml,source signal not fully modeled: semver-compare;stateful-storage
P2,20,57,hashicorp/consul,2.0.0-rc2,2.0.0,catalog-supported,top20-catalog-supported,semver-compare;capabilities;required-or-fail;webhooks;stateful-storage,semver-compare,1 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",consul/templates/server-statefulset.yaml,source signal not fully modeled: semver-compare;webhooks;stateful-storage
P2,19,19,longhorn/longhorn,1.11.2,1.11.2,catalog-supported,top20-catalog-supported,generated-facts;required-or-fail;stateful-storage,generated-facts,6 generated or nondeterministic signal(s),,,"classify generated values as generated facts, target facts, or existing-secret bases",generated-facts policy plus field reachability row,"random, time, certificate, and password functions can break deterministic review unless captured or replaced.",longhorn/templates/NOTES.txt;longhorn/templates/crds.yaml,source signal not fully modeled: stateful-storage
P0,18,53,kedacore/keda,2.19.0,2.19.0,proof-grade,next80-proof-grade,apiservice;capabilities;webhooks;crds,apiservice,1 APIService object(s),,,add an APIService readiness model and runtime observation route,chart facts axis plus lifecycle observation receipt,APIService aggregation can pass render parity while failing at API aggregation or TLS/runtime readiness.,,source signal not fully modeled: apiservice;webhooks
P2,18,94,prometheus-community/prometheus-node-exporter,4.55.0,4.55.0,proof-grade,next80-proof-grade,semver-compare;generated-facts;capabilities;required-or-fail,semver-compare,1 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",prometheus-node-exporter/templates/daemonset.yaml;prometheus-node-exporter/templates/NOTES.txt,source signal not fully modeled: semver-compare
P2,17,21,gitlab/gitlab-runner,0.89.0,0.89.0,proof-grade,next80-proof-grade,generated-facts;capabilities,generated-facts,2 generated or nondeterministic signal(s),,,"classify generated values as generated facts, target facts, or existing-secret bases",generated-facts policy plus field reachability row,"random, time, certificate, and password functions can break deterministic review unless captured or replaced.",gitlab-runner/templates/NOTES.txt,source signal modeled or partly modeled; proof may still be profile-bound
P2,17,33,cluster-autoscaler/cluster-autoscaler,9.57.0,,not-in-modeled-top100,,semver-compare;capabilities;required-or-fail,semver-compare,3 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",cluster-autoscaler/templates/_helpers.tpl,source signal not fully modeled: semver-compare
P2,17,89,ollama-helm/ollama,1.57.0,,not-in-modeled-top100,,semver-compare;capabilities;required-or-fail;stateful-storage,semver-compare,16 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",ollama/.ollama-helm/templates/ingress.yaml;ollama/.ollama-helm/templates/resourceclaimtemplate.yaml;ollama/templates/ingress.yaml,source signal not fully modeled: semver-compare;stateful-storage
P2,17,93,headlamp/headlamp,0.42.0,,not-in-modeled-top100,,semver-compare;capabilities;required-or-fail;stateful-storage,semver-compare,2 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",headlamp/templates/ingress.yaml;headlamp/templates/pdb.yaml,source signal not fully modeled: semver-compare;stateful-storage
P2,17,99,opentelemetry-helm/opentelemetry-collector,0.156.2,,not-in-modeled-top100,,semver-compare;capabilities;required-or-fail;stateful-storage,semver-compare,1 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",opentelemetry-collector/templates/_helpers.tpl,source signal not fully modeled: semver-compare;stateful-storage
P2,16,30,vmware-tanzu/velero,12.0.1,,not-in-modeled-top100,,capabilities;required-or-fail;crds,capabilities,1 kubeVersion and 3 apiVersions branch(es),,,bind the render to named capability profiles and test the important alternate profile,capability profile matrix row,capability branches can render different objects across Kubernetes versions and API availability.,,source signal modeled or partly modeled; proof may still be profile-bound
P2,16,35,istio-official/istiod,1.30.0,,not-in-modeled-top100,,files-get;required-or-fail;webhooks,files-get,10 .Files.Get call site(s),,,add bundled-file inventory to the source lock and value/provenance map,source-lock bundled file index,bundled files can drive rendered config while bypassing values and values schema.,istiod/templates/istiod-injector-configmap.yaml;istiod/templates/zzz_profile.yaml,source signal not fully modeled: files-get;webhooks
P2,16,52,nginx/nginx-ingress,2.5.3,,not-in-modeled-top100,,capabilities;required-or-fail;crds;stateful-storage,capabilities,0 kubeVersion and 1 apiVersions branch(es),,,bind the render to named capability profiles and test the important alternate profile,capability profile matrix row,capability branches can render different objects across Kubernetes versions and API availability.,,source signal not fully modeled: stateful-storage
P2,16,60,elastic/eck-operator,3.4.0,3.4.0,proof-grade,next80-proof-grade,capabilities;required-or-fail;webhooks;stateful-storage,capabilities,2 kubeVersion and 0 apiVersions branch(es),,,bind the render to named capability profiles and test the important alternate profile,capability profile matrix row,capability branches can render different objects across Kubernetes versions and API availability.,,source signal not fully modeled: webhooks;stateful-storage
P2,15,18,external-dns/external-dns,1.21.1,1.21.1,proof-grade,next80-proof-grade,required-or-fail;crds,required-or-fail,2 required/fail call site(s),,,"promote required inputs into typed prompts, placeholders, or supported base choices",input contract row,required()/fail() blocks mean the happy path depends on values that should be explicit to users and agents.,,source signal modeled or partly modeled; proof may still be profile-bound
P2,14,51,nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,4.0.18,proof-grade,next80-proof-grade,semver-compare;capabilities;stateful-storage,semver-compare,4 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",nfs-subdir-external-provisioner/templates/_helpers.tpl;nfs-subdir-external-provisioner/templates/deployment.yaml,source signal not fully modeled: semver-compare;stateful-storage
P2,14,58,prometheus-community/kube-state-metrics,7.4.0,7.4.0,proof-grade,next80-proof-grade,generated-facts;capabilities;stateful-storage,generated-facts,2 generated or nondeterministic signal(s),,,"classify generated values as generated facts, target facts, or existing-secret bases",generated-facts policy plus field reachability row,"random, time, certificate, and password functions can break deterministic review unless captured or replaced.",kube-state-metrics/templates/NOTES.txt,source signal not fully modeled: stateful-storage
P2,14,69,argo/argo-rollouts,2.40.9,,not-in-modeled-top100,,semver-compare;capabilities;crds,semver-compare,3 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",argo-rollouts/templates/_helpers.tpl,source signal not fully modeled: semver-compare
P0,14,79,open-8gears/n8n,2.0.1,,not-in-modeled-top100,,remote-dependencies;required-or-fail;stateful-storage,remote-dependencies,1 remote dependency repo(s),,,model remote dependency closure in chart facts and source/dependency lock evidence,dependency closure facts plus refresh-survival check,"remote subcharts can change provenance, hooks, CRDs, RBAC, and rendered objects outside the parent chart.",,source signal not fully modeled: remote-dependencies;stateful-storage
P2,14,82,uptime-kuma/uptime-kuma,4.1.0,,not-in-modeled-top100,,semver-compare;capabilities;stateful-storage,semver-compare,6 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",uptime-kuma/templates/ingress.yaml,source signal not fully modeled: semver-compare;stateful-storage
P2,14,92,chartmuseum/chartmuseum,3.10.4,,not-in-modeled-top100,,semver-compare;capabilities;stateful-storage,semver-compare,4 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",chartmuseum/templates/ingress.yaml,source signal not fully modeled: semver-compare;stateful-storage
P2,13,61,istio-official/base,1.30.0,,not-in-modeled-top100,,files-get;required-or-fail;webhooks,files-get,5 .Files.Get call site(s),,,add bundled-file inventory to the source lock and value/provenance map,source-lock bundled file index,bundled files can drive rendered config while bypassing values and values schema.,base/templates/crds.yaml;base/templates/zzz_profile.yaml,source signal not fully modeled: files-get;webhooks
P0,12,100,rook/rook-ceph,1.20.0-beta.0,,not-in-modeled-top100,,remote-dependencies;capabilities,remote-dependencies,1 remote dependency repo(s),,,model remote dependency closure in chart facts and source/dependency lock evidence,dependency closure facts plus refresh-survival check,"remote subcharts can change provenance, hooks, CRDs, RBAC, and rendered objects outside the parent chart.",,source signal not fully modeled: remote-dependencies
P2,11,80,dex/dex,0.24.0,0.24.0,proof-grade,next80-proof-grade,semver-compare;capabilities,semver-compare,15 semverCompare call site(s),,,promote version-conditional rendering into chart facts and variant-path coverage,chart facts axis plus capability/version matrix row,"version-conditional templates can change rendered objects under a different Kubernetes, chart, or dependency version.",dex/templates/hpa.yaml;dex/templates/ingress.yaml;dex/templates/networkpolicy.yaml,source signal not fully modeled: semver-compare
P2,10,56,mojo2600/pihole,2.35.0,,not-in-modeled-top100,,generated-facts;required-or-fail,generated-facts,2 generated or nondeterministic signal(s),,,"classify generated values as generated facts, target facts, or existing-secret bases",generated-facts policy plus field reachability row,"random, time, certificate, and password functions can break deterministic review unless captured or replaced.",pihole/templates/secret.yaml,source signal modeled or partly modeled; proof may still be profile-bound
P2,10,73,istio-official/gateway,1.30.0,,not-in-modeled-top100,,files-get;required-or-fail,files-get,3 .Files.Get call site(s),,,add bundled-file inventory to the source lock and value/provenance map,source-lock bundled file index,bundled files can drive rendered config while bypassing values and values schema.,gateway/templates/zzz_profile.yaml,source signal not fully modeled: files-get
P2,10,78,nats/nats,2.14.0,2.14.0,proof-grade,next80-proof-grade,files-get;required-or-fail,files-get,1 .Files.Get call site(s),,,add bundled-file inventory to the source lock and value/provenance map,source-lock bundled file index,bundled files can drive rendered config while bypassing values and values schema.,nats/templates/_helpers.tpl,source signal not fully modeled: files-get
P2,10,87,kvaps/nfs-server-provisioner,1.8.0,,not-in-modeled-top100,,generated-facts;stateful-storage,generated-facts,4 generated or nondeterministic signal(s),,,"classify generated values as generated facts, target facts, or existing-secret bases",generated-facts policy plus field reachability row,"random, time, certificate, and password functions can break deterministic review unless captured or replaced.",nfs-server-provisioner/templates/NOTES.txt,source signal not fully modeled: stateful-storage
P2,7,65,prometheus-community/prometheus-blackbox-exporter,11.10.0,11.10.0,proof-grade,next80-proof-grade,capabilities,capabilities,0 kubeVersion and 1 apiVersions branch(es),,,bind the render to named capability profiles and test the important alternate profile,capability profile matrix row,capability branches can render different objects across Kubernetes versions and API availability.,,source signal modeled or partly modeled; proof may still be profile-bound
P2,7,67,stakater/reloader,2.2.11,2.2.12,proof-grade,next80-proof-grade,capabilities,capabilities,0 kubeVersion and 10 apiVersions branch(es),,,bind the render to named capability profiles and test the important alternate profile,capability profile matrix row,capability branches can render different objects across Kubernetes versions and API availability.,,source signal modeled or partly modeled; proof may still be profile-bound
P2,6,64,descheduler/descheduler,0.36.0,0.36.0,proof-grade,next80-proof-grade,required-or-fail,required-or-fail,3 required/fail call site(s),,,"promote required inputs into typed prompts, placeholders, or supported base choices",input contract row,required()/fail() blocks mean the happy path depends on values that should be explicit to users and agents.,,source signal modeled or partly modeled; proof may still be profile-bound
P2,6,88,prometheus-community/alertmanager,1.37.0,1.37.0,proof-grade,next80-proof-grade,stateful-storage,stateful-storage,"2 StatefulSet(s), 0 PVC(s), 0 StorageClass(es)",,,"record storage prerequisite, retention, and runtime binding checks for supported targets",target-scoped storage support decision,stateful charts need target-specific storage proof beyond object render parity.,,source signal not fully modeled: stateful-storage
