queue,priority,chart,version,chart_ref,bucket,coverage_percent,strongest_evidence,variants,hard_gap,source_features,missing_items,missing_requirements,first_step,done_when,evidence,next_action,owner
promotion-review,2,prometheus-community/prometheus-node-exporter,4.55.0,prometheus-community/prometheus-node-exporter@4.55.0,promote-after-review,88,live-helm-vs-confighub-parity,default;cluster-metrics-readonly,-,generated-facts;tpl;capabilities;cluster-rbac,f,scan and production disposition,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/prometheus-community/prometheus-node-exporter/4.55.0/revisions/cluster-metrics-readonly/r001/variant-revision.yaml;recipes/prometheus-community/prometheus-node-exporter/4.55.0/helm-pain-report.yaml;recipes/prometheus-community/prometheus-node-exporter/4.55.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/prometheus-community/prometheus-node-exporter/4.55.0/control-points.yaml;recipes/prometheus-community/prometheus-node-exporter/4.55.0/value-model.yaml;recipes/prometheus-community/prometheus-node-exporter/4.55.0/helm-plan.yaml;recipes/prometheus-community/prometheus-node-exporter/4.55.0/CATALOG.md;recipes/prometheus-community/prometheus-node-exporter/4.55.0/helm-pain-report.yaml,run catalog promotion review,
promotion-review,2,sealed-secrets/sealed-secrets,2.18.6,sealed-secrets/sealed-secrets@2.18.6,promote-after-review,88,live-helm-vs-confighub-parity,default;no-crds,-,,f,scan and production disposition,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/sealed-secrets/sealed-secrets/2.18.6/revisions/default/r001/variant-revision.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/control-points.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/value-model.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-plan.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/CATALOG.md;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml,run catalog promotion review,
promotion-review,2,stakater/reloader,2.2.12,stakater/reloader@2.2.12,promote-after-review,88,live-helm-vs-confighub-parity,default;controller-default-reviewed,-,tpl;capabilities;cluster-rbac,f,scan and production disposition,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/stakater/reloader/2.2.12/revisions/controller-default-reviewed/r001/variant-revision.yaml;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/stakater/reloader/2.2.12/control-points.yaml;recipes/stakater/reloader/2.2.12/value-model.yaml;recipes/stakater/reloader/2.2.12/helm-plan.yaml;recipes/stakater/reloader/2.2.12/CATALOG.md;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml,run catalog promotion review,
promotion-review,2,strimzi/strimzi-kafka-operator,1.0.0,strimzi/strimzi-kafka-operator@1.0.0,promote-after-review,88,live-helm-vs-confighub-parity,default;no-crds,-,tpl;capabilities;crds;cluster-rbac,f,scan and production disposition,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/strimzi/strimzi-kafka-operator/1.0.0/revisions/default/r001/variant-revision.yaml;recipes/strimzi/strimzi-kafka-operator/1.0.0/helm-pain-report.yaml;recipes/strimzi/strimzi-kafka-operator/1.0.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/strimzi/strimzi-kafka-operator/1.0.0/control-points.yaml;recipes/strimzi/strimzi-kafka-operator/1.0.0/value-model.yaml;recipes/strimzi/strimzi-kafka-operator/1.0.0/helm-plan.yaml;recipes/strimzi/strimzi-kafka-operator/1.0.0/CATALOG.md;recipes/strimzi/strimzi-kafka-operator/1.0.0/helm-pain-report.yaml,run catalog promotion review,
promotion-review,3,bitnami/opensearch,2.0.10,bitnami/opensearch@2.0.10,promote-after-review,75,in-confighub-proof,default;ha,-,,f;g,scan and production disposition;live witness or routed reason,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/bitnami/opensearch/2.0.10/revisions/default/r001/variant-revision.yaml;recipes/bitnami/opensearch/2.0.10/helm-pain-report.yaml;recipes/bitnami/opensearch/2.0.10/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/bitnami/opensearch/2.0.10/control-points.yaml;recipes/bitnami/opensearch/2.0.10/value-model.yaml;recipes/bitnami/opensearch/2.0.10/helm-plan.yaml;recipes/bitnami/opensearch/2.0.10/CATALOG.md;recipes/bitnami/opensearch/2.0.10/helm-pain-report.yaml,run catalog promotion review,
promotion-review,3,elastic/filebeat,8.5.1,elastic/filebeat@8.5.1,promote-after-review,75,in-confighub-proof,default;node-or-cluster-collector,-,tpl;cluster-rbac,f;g,scan and production disposition;live witness or routed reason,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/elastic/filebeat/8.5.1/revisions/default/r001/variant-revision.yaml;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/elastic/filebeat/8.5.1/control-points.yaml;recipes/elastic/filebeat/8.5.1/value-model.yaml;recipes/elastic/filebeat/8.5.1/helm-plan.yaml;recipes/elastic/filebeat/8.5.1/CATALOG.md;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml,run catalog promotion review,
promotion-review,3,hashicorp/terraform,1.1.2,hashicorp/terraform@1.1.2,promote-after-review,75,in-confighub-proof,default;no-crds,-,crds,f;g,scan and production disposition;live witness or routed reason,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/hashicorp/terraform/1.1.2/revisions/default/r001/variant-revision.yaml;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/hashicorp/terraform/1.1.2/control-points.yaml;recipes/hashicorp/terraform/1.1.2/value-model.yaml;recipes/hashicorp/terraform/1.1.2/helm-plan.yaml;recipes/hashicorp/terraform/1.1.2/CATALOG.md;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml,run catalog promotion review,
promotion-review,3,istio/gateway,1.30.0,istio/gateway@1.30.0,promote-after-review,75,in-confighub-proof,default;controller-default-reviewed,-,,f;g,scan and production disposition;live witness or routed reason,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/istio/gateway/1.30.0/revisions/controller-default-reviewed/r001/variant-revision.yaml;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/istio/gateway/1.30.0/control-points.yaml;recipes/istio/gateway/1.30.0/value-model.yaml;recipes/istio/gateway/1.30.0/helm-plan.yaml;recipes/istio/gateway/1.30.0/CATALOG.md;recipes/istio/gateway/1.30.0/helm-pain-report.yaml,run catalog promotion review,
promotion-review,3,jaegertracing/jaeger-operator,2.57.0,jaegertracing/jaeger-operator@2.57.0,promote-after-review,75,in-confighub-proof,default;no-crds,-,crds;webhooks,f;g,scan and production disposition;live witness or routed reason,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/jaegertracing/jaeger-operator/2.57.0/revisions/default/r001/variant-revision.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/jaegertracing/jaeger-operator/2.57.0/control-points.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/value-model.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/helm-plan.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/CATALOG.md;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml,run catalog promotion review,
promotion-review,3,jetstack/trust-manager,v0.22.1,jetstack/trust-manager@v0.22.1,promote-after-review,75,in-confighub-proof,default;no-crds,-,,f;g,scan and production disposition;live witness or routed reason,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/jetstack/trust-manager/v0.22.1/revisions/default/r001/variant-revision.yaml;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/jetstack/trust-manager/v0.22.1/control-points.yaml;recipes/jetstack/trust-manager/v0.22.1/value-model.yaml;recipes/jetstack/trust-manager/v0.22.1/helm-plan.yaml;recipes/jetstack/trust-manager/v0.22.1/CATALOG.md;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml,run catalog promotion review,
promotion-review,3,nats/surveyor,0.20.9,nats/surveyor@0.20.9,promote-after-review,75,in-confighub-proof,default;default-reviewed,-,,f;g,scan and production disposition;live witness or routed reason,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/nats/surveyor/0.20.9/revisions/default/r001/variant-revision.yaml;recipes/nats/surveyor/0.20.9/helm-pain-report.yaml;recipes/nats/surveyor/0.20.9/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/nats/surveyor/0.20.9/control-points.yaml;recipes/nats/surveyor/0.20.9/value-model.yaml;recipes/nats/surveyor/0.20.9/helm-plan.yaml;recipes/nats/surveyor/0.20.9/CATALOG.md;recipes/nats/surveyor/0.20.9/helm-pain-report.yaml,run catalog promotion review,
promotion-review,3,velero/velero,12.0.1,velero/velero@12.0.1,promote-after-review,75,in-confighub-proof,default;no-crds,-,,f;g,scan and production disposition;live witness or routed reason,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/velero/velero/12.0.1/revisions/default/r001/variant-revision.yaml;recipes/velero/velero/12.0.1/helm-pain-report.yaml;recipes/velero/velero/12.0.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/velero/velero/12.0.1/control-points.yaml;recipes/velero/velero/12.0.1/value-model.yaml;recipes/velero/velero/12.0.1/helm-plan.yaml;recipes/velero/velero/12.0.1/CATALOG.md;recipes/velero/velero/12.0.1/helm-pain-report.yaml,run catalog promotion review,
promotion-review,3,grafana/rollout-operator,0.49.0,grafana/rollout-operator@0.49.0,promote-after-review,88,local-kubernetes-live,default;no-crds,-,,f,scan and production disposition,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/grafana/rollout-operator/0.49.0/revisions/default/r001/variant-revision.yaml;recipes/grafana/rollout-operator/0.49.0/helm-pain-report.yaml;recipes/grafana/rollout-operator/0.49.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/grafana/rollout-operator/0.49.0/control-points.yaml;recipes/grafana/rollout-operator/0.49.0/value-model.yaml;recipes/grafana/rollout-operator/0.49.0/helm-plan.yaml;recipes/grafana/rollout-operator/0.49.0/CATALOG.md;recipes/grafana/rollout-operator/0.49.0/helm-pain-report.yaml,run catalog promotion review,
promotion-review,3,nats/nack,0.34.0,nats/nack@0.34.0,promote-after-review,88,local-kubernetes-live,default;no-crds,-,,f,scan and production disposition,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/nats/nack/0.34.0/revisions/default/r001/variant-revision.yaml;recipes/nats/nack/0.34.0/helm-pain-report.yaml;recipes/nats/nack/0.34.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/nats/nack/0.34.0/control-points.yaml;recipes/nats/nack/0.34.0/value-model.yaml;recipes/nats/nack/0.34.0/helm-plan.yaml;recipes/nats/nack/0.34.0/CATALOG.md;recipes/nats/nack/0.34.0/helm-pain-report.yaml,run catalog promotion review,
promotion-review,3,vm/victoria-metrics-single,0.39.0,vm/victoria-metrics-single@0.39.0,promote-after-review,88,local-kubernetes-live,default;default-reviewed,-,,f,scan and production disposition,"run catalog promotion review, choose one supported base, then add selected live evidence",scan/disposition evidence exists and at least one selected base has live witness or routed deferral,recipes/vm/victoria-metrics-single/0.39.0/revisions/default/r001/variant-revision.yaml;recipes/vm/victoria-metrics-single/0.39.0/helm-pain-report.yaml;recipes/vm/victoria-metrics-single/0.39.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/vm/victoria-metrics-single/0.39.0/control-points.yaml;recipes/vm/victoria-metrics-single/0.39.0/value-model.yaml;recipes/vm/victoria-metrics-single/0.39.0/helm-plan.yaml;recipes/vm/victoria-metrics-single/0.39.0/CATALOG.md;recipes/vm/victoria-metrics-single/0.39.0/helm-pain-report.yaml,run catalog promotion review,
user-shaped-variant,4,aws-ebs-csi-driver/aws-ebs-csi-driver,2.60.1,aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,needs-useful-variant,75,in-confighub-proof,default,-,tpl;capabilities;cluster-rbac,f;g,scan and production disposition;live witness or routed reason,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/revisions/default/r001/variant-revision.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/control-points.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/value-model.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-plan.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/CATALOG.md;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,dex/dex,0.24.0,dex/dex@0.24.0,needs-useful-variant,75,in-confighub-proof,default,-,tpl;capabilities;cluster-rbac,f;g,scan and production disposition;live witness or routed reason,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/dex/dex/0.24.0/revisions/default/r001/variant-revision.yaml;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/dex/dex/0.24.0/control-points.yaml;recipes/dex/dex/0.24.0/value-model.yaml;recipes/dex/dex/0.24.0/helm-plan.yaml;recipes/dex/dex/0.24.0/CATALOG.md;recipes/dex/dex/0.24.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,elastic/kibana,8.5.1,elastic/kibana@8.5.1,needs-useful-variant,75,render-parity,default,-,tpl,f;g,scan and production disposition;live witness or routed reason,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/elastic/kibana/8.5.1/revisions/default/r001/variant-revision.yaml;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/elastic/kibana/8.5.1/control-points.yaml;recipes/elastic/kibana/8.5.1/value-model.yaml;recipes/elastic/kibana/8.5.1/helm-plan.yaml;recipes/elastic/kibana/8.5.1/CATALOG.md;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,elastic/metricbeat,8.5.1,elastic/metricbeat@8.5.1,needs-useful-variant,75,render-parity,default,-,tpl;capabilities;cluster-rbac;stateful-storage,f;g,scan and production disposition;live witness or routed reason,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/elastic/metricbeat/8.5.1/revisions/default/r001/variant-revision.yaml;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/elastic/metricbeat/8.5.1/control-points.yaml;recipes/elastic/metricbeat/8.5.1/value-model.yaml;recipes/elastic/metricbeat/8.5.1/helm-plan.yaml;recipes/elastic/metricbeat/8.5.1/CATALOG.md;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,gitlab/gitlab-runner,0.89.0,gitlab/gitlab-runner@0.89.0,needs-useful-variant,75,in-confighub-proof,default,-,generated-facts;tpl;capabilities,f;g,scan and production disposition;live witness or routed reason,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/gitlab/gitlab-runner/0.89.0/revisions/default/r001/variant-revision.yaml;recipes/gitlab/gitlab-runner/0.89.0/helm-pain-report.yaml;recipes/gitlab/gitlab-runner/0.89.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/gitlab/gitlab-runner/0.89.0/control-points.yaml;recipes/gitlab/gitlab-runner/0.89.0/value-model.yaml;recipes/gitlab/gitlab-runner/0.89.0/helm-plan.yaml;recipes/gitlab/gitlab-runner/0.89.0/CATALOG.md;recipes/gitlab/gitlab-runner/0.89.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,istio/istiod,1.30.0,istio/istiod@1.30.0,needs-useful-variant,75,in-confighub-proof,default,-,,f;g,scan and production disposition;live witness or routed reason,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/istio/istiod/1.30.0/revisions/default/r001/variant-revision.yaml;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/istio/istiod/1.30.0/control-points.yaml;recipes/istio/istiod/1.30.0/value-model.yaml;recipes/istio/istiod/1.30.0/helm-plan.yaml;recipes/istio/istiod/1.30.0/CATALOG.md;recipes/istio/istiod/1.30.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,nfs-subdir-external-provisioner/nfs-subdir-external-provisioner@4.0.18,needs-useful-variant,75,in-confighub-proof,default,-,capabilities;cluster-rbac;stateful-storage,f;g,scan and production disposition;live witness or routed reason,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/revisions/default/r001/variant-revision.yaml;recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/helm-pain-report.yaml;recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/control-points.yaml;recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/value-model.yaml;recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/helm-plan.yaml;recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/CATALOG.md;recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,opencost/opencost,2.5.21,opencost/opencost@2.5.21,needs-useful-variant,75,in-confighub-proof,default,-,tpl;capabilities;cluster-rbac;stateful-storage,f;g,scan and production disposition;live witness or routed reason,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/opencost/opencost/2.5.21/revisions/default/r001/variant-revision.yaml;recipes/opencost/opencost/2.5.21/helm-pain-report.yaml;recipes/opencost/opencost/2.5.21/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/opencost/opencost/2.5.21/control-points.yaml;recipes/opencost/opencost/2.5.21/value-model.yaml;recipes/opencost/opencost/2.5.21/helm-plan.yaml;recipes/opencost/opencost/2.5.21/CATALOG.md;recipes/opencost/opencost/2.5.21/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,projectcalico/tigera-operator,v3.32.0,projectcalico/tigera-operator@v3.32.0,needs-useful-variant,75,in-confighub-proof,default,-,lookup;hooks;cluster-rbac,f;g,scan and production disposition;live witness or routed reason,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/projectcalico/tigera-operator/v3.32.0/revisions/default/r001/variant-revision.yaml;recipes/projectcalico/tigera-operator/v3.32.0/helm-pain-report.yaml;recipes/projectcalico/tigera-operator/v3.32.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/projectcalico/tigera-operator/v3.32.0/control-points.yaml;recipes/projectcalico/tigera-operator/v3.32.0/value-model.yaml;recipes/projectcalico/tigera-operator/v3.32.0/helm-plan.yaml;recipes/projectcalico/tigera-operator/v3.32.0/CATALOG.md;recipes/projectcalico/tigera-operator/v3.32.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,argo-cd/argocd-image-updater,1.2.2,argo-cd/argocd-image-updater@1.2.2,needs-useful-variant,88,two-cluster-kind-parity,default,no-crds (template-baked CRDs; no clean chart toggle yet),,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/argo-cd/argocd-image-updater/1.2.2/revisions/default/r001/variant-revision.yaml;recipes/argo-cd/argocd-image-updater/1.2.2/helm-pain-report.yaml;recipes/argo-cd/argocd-image-updater/1.2.2/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/argo-cd/argocd-image-updater/1.2.2/control-points.yaml;recipes/argo-cd/argocd-image-updater/1.2.2/value-model.yaml;recipes/argo-cd/argocd-image-updater/1.2.2/helm-plan.yaml;recipes/argo-cd/argocd-image-updater/1.2.2/CATALOG.md;recipes/argo-cd/argocd-image-updater/1.2.2/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,bitnami/apache,11.4.29,bitnami/apache@11.4.29,needs-useful-variant,88,render-parity,default,existing-secret (chart ships no Secret toggle),lookup;generated-facts;tpl;capabilities,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/bitnami/apache/11.4.29/revisions/default/r001/variant-revision.yaml;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/bitnami/apache/11.4.29/control-points.yaml;recipes/bitnami/apache/11.4.29/value-model.yaml;recipes/bitnami/apache/11.4.29/helm-plan.yaml;recipes/bitnami/apache/11.4.29/CATALOG.md;recipes/bitnami/apache/11.4.29/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,bitnami/memcached,8.5.5,bitnami/memcached@8.5.5,needs-useful-variant,88,local-kubernetes-live,default,existing-secret (chart ships no Secret toggle),lookup;generated-facts;tpl;capabilities;stateful-storage,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/bitnami/memcached/8.5.5/revisions/default/r001/variant-revision.yaml;recipes/bitnami/memcached/8.5.5/helm-pain-report.yaml;recipes/bitnami/memcached/8.5.5/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/bitnami/memcached/8.5.5/control-points.yaml;recipes/bitnami/memcached/8.5.5/value-model.yaml;recipes/bitnami/memcached/8.5.5/helm-plan.yaml;recipes/bitnami/memcached/8.5.5/CATALOG.md;recipes/bitnami/memcached/8.5.5/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,bitnami/phpmyadmin,20.0.0,bitnami/phpmyadmin@20.0.0,needs-useful-variant,88,render-parity,default,existing-secret (chart ships no Secret toggle),lookup;generated-facts;tpl;capabilities;stateful-storage,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/bitnami/phpmyadmin/20.0.0/revisions/default/r001/variant-revision.yaml;recipes/bitnami/phpmyadmin/20.0.0/helm-pain-report.yaml;recipes/bitnami/phpmyadmin/20.0.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/bitnami/phpmyadmin/20.0.0/control-points.yaml;recipes/bitnami/phpmyadmin/20.0.0/value-model.yaml;recipes/bitnami/phpmyadmin/20.0.0/helm-plan.yaml;recipes/bitnami/phpmyadmin/20.0.0/CATALOG.md;recipes/bitnami/phpmyadmin/20.0.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,coredns/coredns,1.45.2,coredns/coredns@1.45.2,needs-useful-variant,88,two-cluster-kind-parity,default,-,generated-facts;tpl;capabilities;cluster-rbac,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/coredns/coredns/1.45.2/revisions/default/r001/variant-revision.yaml;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/coredns/coredns/1.45.2/control-points.yaml;recipes/coredns/coredns/1.45.2/value-model.yaml;recipes/coredns/coredns/1.45.2/helm-plan.yaml;recipes/coredns/coredns/1.45.2/CATALOG.md;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,crossplane-stable/crossplane,2.3.1,crossplane-stable/crossplane@2.3.1,needs-useful-variant,88,live-helm-vs-confighub-parity,default,-,,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/crossplane-stable/crossplane/2.3.1/revisions/default/r001/variant-revision.yaml;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/crossplane-stable/crossplane/2.3.1/control-points.yaml;recipes/crossplane-stable/crossplane/2.3.1/value-model.yaml;recipes/crossplane-stable/crossplane/2.3.1/helm-plan.yaml;recipes/crossplane-stable/crossplane/2.3.1/CATALOG.md;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,descheduler/descheduler,0.36.0,descheduler/descheduler@0.36.0,needs-useful-variant,88,live-helm-vs-confighub-parity,default,-,tpl;cluster-rbac,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/descheduler/descheduler/0.36.0/revisions/default/r001/variant-revision.yaml;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/descheduler/descheduler/0.36.0/control-points.yaml;recipes/descheduler/descheduler/0.36.0/value-model.yaml;recipes/descheduler/descheduler/0.36.0/helm-plan.yaml;recipes/descheduler/descheduler/0.36.0/CATALOG.md;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
