chart,promotion_state,inferred_promotion_state,production_readiness,support_level,supported_variants,machine_checks,proof_tier,variant_count,variants,revision_count,rendered_objects_total,gate_decisions,scan_high,scan_medium,has_crds,has_hooks,has_lookup,has_generated_facts,has_cluster_rbac,has_webhooks,fixture_uses_current_packages,default_review_required,obvious_variants_review,ux_review_required,catalog_recommendation,gaps,recipe_path,package_path
jaegertracing/jaeger-operator@2.57.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;no-crds,2,21,allow;warn,0,3,true,false,false,false,false,true,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable; webhook readiness/observation policy must be catalog-readable,recipes/jaegertracing/jaeger-operator/2.57.0,packages/jaegertracing/jaeger-operator/2.57.0
jaegertracing/jaeger@4.8.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,3,allow,0,0,false,true,true,true,false,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants,recipes/jaegertracing/jaeger/4.8.0,packages/jaegertracing/jaeger/4.8.0
jetstack/cert-manager-csi-driver@v0.14.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,5,warn,0,3,false,false,false,false,true,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/jetstack/cert-manager-csi-driver/v0.14.0,packages/jetstack/cert-manager-csi-driver/v0.14.0
jetstack/cert-manager@v1.20.2,catalog-supported,catalog-candidate,blocked-by-current-scan-gate,supported-for-declared-scopes,default;crds-enabled,pass,bespoke-top20,2,default;crds-enabled,2,90,warn,0,58,false,true,false,false,true,false,true,yes,review-covered-variants,yes,supported for declared scopes; production remains blocked by current gate,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/jetstack/cert-manager/v1.20.2,packages/jetstack/cert-manager/v1.20.2
jetstack/trust-manager@v0.22.1,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;no-crds,2,27,allow;warn,0,4,true,false,false,true,true,true,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable; webhook readiness/observation policy must be catalog-readable,recipes/jetstack/trust-manager/v0.22.1,packages/jetstack/trust-manager/v0.22.1
kedacore/keda@2.19.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;no-crds,2,52,allow;warn,0,17,true,false,true,false,true,true,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable; webhook readiness/observation policy must be catalog-readable,recipes/kedacore/keda/2.19.0,packages/kedacore/keda/2.19.0
kyverno/kyverno-policies@3.8.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,11,allow,0,0,false,false,true,false,false,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants,recipes/kyverno/kyverno-policies/3.8.0,packages/kyverno/kyverno-policies/3.8.0
kyverno/kyverno@3.8.1,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;no-crds,2,116,allow;warn,0,45,true,true,true,true,true,false,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable,recipes/kyverno/kyverno/3.8.1,packages/kyverno/kyverno/3.8.1
linkerd/linkerd-crds@1.8.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,8,warn,0,8,true,false,false,true,false,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable,recipes/linkerd/linkerd-crds/1.8.0,packages/linkerd/linkerd-crds/1.8.0
longhorn/longhorn@1.11.2,catalog-supported,catalog-candidate,blocked-by-current-scan-gate,supported-for-declared-scopes,default;ui-ingress,pass,bespoke-top20,2,default;ui-ingress,2,83,warn,4,67,false,true,false,false,true,false,true,yes,review-covered-variants,yes,supported for declared scopes; production remains blocked by current gate,human review needed: confirm variants are the obvious Helm-user paths; high scan findings require review before catalog support; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/longhorn/longhorn/1.11.2,packages/longhorn/longhorn/1.11.2
metrics-server/metrics-server@3.13.0,catalog-supported,catalog-candidate,production-review-ready,supported-for-declared-scopes,default;external-tls-ca,pass,bespoke-top20,2,default;external-tls-ca,2,18,warn,0,10,false,true,true,true,true,false,true,yes,review-covered-variants,yes,catalog-supported with explicit status,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/metrics-server/metrics-server/3.13.0,packages/metrics-server/metrics-server/3.13.0
minio-operator/operator@7.1.1,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,8,warn,1,4,true,false,false,false,true,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; high scan findings require review before catalog support; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable,recipes/minio-operator/operator/7.1.1,packages/minio-operator/operator/7.1.1
minio-operator/tenant@7.1.1,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,2,warn,0,1,false,false,false,false,false,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/minio-operator/tenant/7.1.1,packages/minio-operator/tenant/7.1.1
nats/nack@0.34.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;no-crds,2,14,allow;warn,0,8,true,false,false,true,true,false,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable,recipes/nats/nack/0.34.0,packages/nats/nack/0.34.0
nats/nats@2.14.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;ha,2,14,allow;warn,0,1,false,true,false,false,false,false,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; stateful storage and rollback policy must be catalog-readable,recipes/nats/nats/2.14.0,packages/nats/nats/2.14.0
nats/surveyor@0.20.9,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,3,allow,0,0,false,false,false,false,false,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants,recipes/nats/surveyor/0.20.9,packages/nats/surveyor/0.20.9
nfs-subdir-external-provisioner/nfs-subdir-external-provisioner@4.0.18,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,7,warn,0,2,false,false,false,false,true,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18,packages/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18
open-telemetry/opentelemetry-operator@0.114.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;no-crds,2,30,allow;warn,0,9,true,true,true,true,true,true,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable; webhook readiness/observation policy must be catalog-readable,recipes/open-telemetry/opentelemetry-operator/0.114.0,packages/open-telemetry/opentelemetry-operator/0.114.0
opencost/opencost@2.5.21,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,6,warn,0,2,false,false,false,false,true,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/opencost/opencost/2.5.21,packages/opencost/opencost/2.5.21
percona/pg-operator@3.0.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;no-crds,2,16,allow;warn,0,8,true,false,true,false,false,false,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable,recipes/percona/pg-operator/3.0.0,packages/percona/pg-operator/3.0.0
percona/psmdb-operator@1.22.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;no-crds,2,11,allow;warn,0,3,true,false,true,false,false,false,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable,recipes/percona/psmdb-operator/1.22.0,packages/percona/psmdb-operator/1.22.0
percona/pxc-operator@1.19.1,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;no-crds,2,11,allow;warn,0,3,true,false,true,false,false,false,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable,recipes/percona/pxc-operator/1.19.1,packages/percona/pxc-operator/1.19.1
projectcalico/tigera-operator@v3.32.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,10,warn,0,4,false,true,true,false,true,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/projectcalico/tigera-operator/v3.32.0,packages/projectcalico/tigera-operator/v3.32.0
prometheus-community/alertmanager@1.37.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;ha,2,10,allow,0,0,false,true,false,false,false,false,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; stateful storage and rollback policy must be catalog-readable,recipes/prometheus-community/alertmanager/1.37.0,packages/prometheus-community/alertmanager/1.37.0
prometheus-community/kube-prometheus-stack@85.3.3,catalog-supported,catalog-candidate,blocked-by-current-scan-gate,supported-for-declared-scopes,default;no-crds,pass,bespoke-top20,2,default;no-crds,2,238,warn,14,32,false,false,false,true,true,false,true,yes,review-covered-variants,yes,supported for declared scopes; production remains blocked by current gate,human review needed: confirm variants are the obvious Helm-user paths; high scan findings require review before catalog support; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/prometheus-community/kube-prometheus-stack/85.3.3,packages/prometheus-community/kube-prometheus-stack/85.3.3
prometheus-community/kube-state-metrics@7.4.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,5,warn,0,2,false,false,false,true,true,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/prometheus-community/kube-state-metrics/7.4.0,packages/prometheus-community/kube-state-metrics/7.4.0
prometheus-community/prometheus-adapter@5.3.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,11,warn,0,6,false,false,false,false,true,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/prometheus-community/prometheus-adapter/5.3.0,packages/prometheus-community/prometheus-adapter/5.3.0
prometheus-community/prometheus-blackbox-exporter@11.10.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,4,allow,0,0,false,false,false,false,false,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants,recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0,packages/prometheus-community/prometheus-blackbox-exporter/11.10.0
prometheus-community/prometheus-node-exporter@4.55.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,3,warn,0,1,false,false,false,true,false,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/prometheus-community/prometheus-node-exporter/4.55.0,packages/prometheus-community/prometheus-node-exporter/4.55.0
prometheus-community/prometheus-operator-crds@29.0.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,10,warn,0,10,true,false,true,true,false,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable,recipes/prometheus-community/prometheus-operator-crds/29.0.0,packages/prometheus-community/prometheus-operator-crds/29.0.0
prometheus-community/prometheus-pushgateway@3.6.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,3,allow,0,0,false,false,false,false,false,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants,recipes/prometheus-community/prometheus-pushgateway/3.6.0,packages/prometheus-community/prometheus-pushgateway/3.6.0
prometheus-community/prometheus@29.8.0,catalog-supported,catalog-candidate,blocked-by-current-scan-gate,supported-for-declared-scopes,default;server-only-ephemeral,pass,bespoke-top20,2,default;server-only-ephemeral,2,29,warn,0,18,false,false,false,false,true,false,true,yes,review-covered-variants,yes,supported for declared scopes; production remains blocked by current gate,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/prometheus-community/prometheus/29.8.0,packages/prometheus-community/prometheus/29.8.0
rook-release/rook-ceph-cluster@v1.19.5,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,27,warn,0,2,false,false,false,true,true,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/rook-release/rook-ceph-cluster/v1.19.5,packages/rook-release/rook-ceph-cluster/v1.19.5
rook-release/rook-ceph@v1.19.5,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,133,warn,0,78,true,false,true,false,true,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable,recipes/rook-release/rook-ceph/v1.19.5,packages/rook-release/rook-ceph/v1.19.5
runix/pgadmin4@1.62.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,5,warn,0,1,false,true,false,false,false,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; stateful storage and rollback policy must be catalog-readable,recipes/runix/pgadmin4/1.62.0,packages/runix/pgadmin4/1.62.0
sealed-secrets/sealed-secrets@2.18.6,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;no-crds,2,21,allow;warn,0,3,true,false,true,true,true,false,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable,recipes/sealed-secrets/sealed-secrets/2.18.6,packages/sealed-secrets/sealed-secrets/2.18.6
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,catalog-supported,catalog-candidate,blocked-by-current-scan-gate,supported-for-declared-scopes,default;sync-secret-rotation,pass,bespoke-top20,2,default;sync-secret-rotation,2,22,warn,0,23,false,false,false,false,true,false,true,yes,review-covered-variants,yes,supported for declared scopes; production remains blocked by current gate,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0,packages/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0
stakater/reloader@2.2.12,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,6,warn,0,2,false,false,false,false,true,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition,recipes/stakater/reloader/2.2.12,packages/stakater/reloader/2.2.12
strimzi/strimzi-kafka-operator@1.0.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;no-crds,2,44,allow;warn,0,20,true,false,true,false,true,false,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable,recipes/strimzi/strimzi-kafka-operator/1.0.0,packages/strimzi/strimzi-kafka-operator/1.0.0
traefik/traefik@40.2.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;no-crds,2,37,allow;warn,0,27,true,false,true,true,true,false,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable,recipes/traefik/traefik/40.2.0,packages/traefik/traefik/40.2.0
velero/velero@12.0.1,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,2,default;no-crds,2,33,allow;warn,0,15,true,true,false,true,true,false,true,yes,review-covered-variants,yes,keep as proof-grade until product variants and UX review are complete,human review needed: confirm variants are the obvious Helm-user paths; medium scan findings require review or waiver before production support; install gate warns; catalog support requires documented production disposition; CRD lifecycle policy must be catalog-readable,recipes/velero/velero/12.0.1,packages/velero/velero/12.0.1
vm/victoria-logs-single@0.12.5,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,2,allow,0,0,false,false,true,true,false,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; stateful storage and rollback policy must be catalog-readable,recipes/vm/victoria-logs-single/0.12.5,packages/vm/victoria-logs-single/0.12.5
vm/victoria-metrics-single@0.39.0,proof-grade,proof-grade,not-reviewed-for-production,machine-proof-only,,pass,next80-full,1,default,1,3,allow,0,0,false,false,false,false,false,false,true,yes,needs-user-shaped-variants,yes,keep as proof-grade until product variants and UX review are complete,default-only; add or explicitly defer obvious user variants; stateful storage and rollback policy must be catalog-readable,recipes/vm/victoria-metrics-single/0.39.0,packages/vm/victoria-metrics-single/0.39.0
