name,chart,version,base,area,reason,next_action,intent_path
jetstack-cert-manager-v1-20-2-crds-enabled,jetstack/cert-manager,v1.20.2,crds-enabled,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/jetstack-cert-manager-v1-20-2-crds-enabled.yaml
kedacore-keda-2-19-0-default,kedacore/keda,2.19.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/kedacore-keda-2-19-0-default.yaml
kyverno-kyverno-3-8-1-default,kyverno/kyverno,3.8.1,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/kyverno-kyverno-3-8-1-default.yaml
linkerd-linkerd-crds-1-8-0-default,linkerd/linkerd-crds,1.8.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/linkerd-linkerd-crds-1-8-0-default.yaml
longhorn-longhorn-1-11-2-default,longhorn/longhorn,1.11.2,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/longhorn-longhorn-1-11-2-default.yaml
longhorn-longhorn-1-11-2-ui-ingress,longhorn/longhorn,1.11.2,ui-ingress,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/longhorn-longhorn-1-11-2-ui-ingress.yaml
metrics-server-metrics-server-3-13-0-default,metrics-server/metrics-server,3.13.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/metrics-server-metrics-server-3-13-0-default.yaml
minio-operator-operator-7-1-1-default,minio-operator/operator,7.1.1,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/minio-operator-operator-7-1-1-default.yaml
nats-nack-0-34-0-default,nats/nack,0.34.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/nats-nack-0-34-0-default.yaml
nats-nack-0-34-0-no-crds,nats/nack,0.34.0,no-crds,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/nats-nack-0-34-0-no-crds.yaml
nats-nats-2-14-0-default,nats/nats,2.14.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/nats-nats-2-14-0-default.yaml
nats-nats-2-14-0-ha,nats/nats,2.14.0,ha,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/nats-nats-2-14-0-ha.yaml
nats-surveyor-0-20-9-default,nats/surveyor,0.20.9,default,target-prerequisite,"2 observed prerequisite action records exist, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",data/helm-render-intents/intents/nats-surveyor-0-20-9-default.yaml
nats-surveyor-0-20-9-default-reviewed,nats/surveyor,0.20.9,default-reviewed,target-prerequisite,"2 observed prerequisite action records exist, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",data/helm-render-intents/intents/nats-surveyor-0-20-9-default-reviewed.yaml
nfs-subdir-external-provisioner-nfs-subdir-external-provisioner-4-0-18-default,nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,default,target-prerequisite,"1 observed prerequisite action record exists, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",data/helm-render-intents/intents/nfs-subdir-external-provisioner-nfs-subdir-external-provisioner-4-0-18-default.yaml
opencost-opencost-2-5-21-default,opencost/opencost,2.5.21,default,target-prerequisite,"2 observed prerequisite action records exist, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",data/helm-render-intents/intents/opencost-opencost-2-5-21-default.yaml
percona-pg-operator-3-0-0-default,percona/pg-operator,3.0.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/percona-pg-operator-3-0-0-default.yaml
percona-psmdb-operator-1-22-0-default,percona/psmdb-operator,1.22.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/percona-psmdb-operator-1-22-0-default.yaml
percona-psmdb-operator-1-22-0-no-crds,percona/psmdb-operator,1.22.0,no-crds,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/percona-psmdb-operator-1-22-0-no-crds.yaml
percona-pxc-operator-1-19-1-default,percona/pxc-operator,1.19.1,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/percona-pxc-operator-1-19-1-default.yaml
projectcalico-tigera-operator-v3-32-0-default,projectcalico/tigera-operator,v3.32.0,default,lifecycle-route,"1 source hook is recorded, but this base has no attached lifecycle route.","Choose how each source hook runs for direct apply, Argo CD, and Flux; attach the route records and version-matched receipts.",data/helm-render-intents/intents/projectcalico-tigera-operator-v3-32-0-default.yaml
projectcalico-tigera-operator-v3-32-0-default,projectcalico/tigera-operator,v3.32.0,default,target-prerequisite,"1 observed prerequisite action record exists, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",data/helm-render-intents/intents/projectcalico-tigera-operator-v3-32-0-default.yaml
prometheus-community-alertmanager-1-37-0-default,prometheus-community/alertmanager,1.37.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/prometheus-community-alertmanager-1-37-0-default.yaml
prometheus-community-alertmanager-1-37-0-ha,prometheus-community/alertmanager,1.37.0,ha,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/prometheus-community-alertmanager-1-37-0-ha.yaml
prometheus-community-kube-prometheus-stack-86-1-0-default,prometheus-community/kube-prometheus-stack,86.1.0,default,lifecycle-route,"7 lifecycle route mappings are attached, but 7 still use evidence from 85.3.3 instead of 86.1.0.","Run the lifecycle proof for 86.1.0, then update the route source version and receipt.",data/helm-render-intents/intents/prometheus-community-kube-prometheus-stack-86-1-0-default.yaml
prometheus-community-kube-prometheus-stack-86-1-0-no-crds,prometheus-community/kube-prometheus-stack,86.1.0,no-crds,lifecycle-route,"7 lifecycle route mappings are attached, but 7 still use evidence from 85.3.3 instead of 86.1.0.","Run the lifecycle proof for 86.1.0, then update the route source version and receipt.",data/helm-render-intents/intents/prometheus-community-kube-prometheus-stack-86-1-0-no-crds.yaml
prometheus-community-kube-state-metrics-7-4-0-cluster-metrics-readonly,prometheus-community/kube-state-metrics,7.4.0,cluster-metrics-readonly,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/prometheus-community-kube-state-metrics-7-4-0-cluster-metrics-readonly.yaml
prometheus-community-kube-state-metrics-7-4-0-default,prometheus-community/kube-state-metrics,7.4.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/prometheus-community-kube-state-metrics-7-4-0-default.yaml
prometheus-community-prometheus-29-8-0-default,prometheus-community/prometheus,29.8.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/prometheus-community-prometheus-29-8-0-default.yaml
prometheus-community-prometheus-29-8-0-server-only-ephemeral,prometheus-community/prometheus,29.8.0,server-only-ephemeral,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/prometheus-community-prometheus-29-8-0-server-only-ephemeral.yaml
prometheus-community-prometheus-29-9-0-default,prometheus-community/prometheus,29.9.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/prometheus-community-prometheus-29-9-0-default.yaml
prometheus-community-prometheus-29-9-0-server-only-ephemeral,prometheus-community/prometheus,29.9.0,server-only-ephemeral,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/prometheus-community-prometheus-29-9-0-server-only-ephemeral.yaml
prometheus-community-prometheus-adapter-5-3-0-apiservice-v1-capability,prometheus-community/prometheus-adapter,5.3.0,apiservice-v1-capability,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/prometheus-community-prometheus-adapter-5-3-0-apiservice-v1-capability.yaml
prometheus-community-prometheus-adapter-5-3-0-cluster-metrics-readonly,prometheus-community/prometheus-adapter,5.3.0,cluster-metrics-readonly,target-prerequisite,"1 observed prerequisite action record exists, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",data/helm-render-intents/intents/prometheus-community-prometheus-adapter-5-3-0-cluster-metrics-readonly.yaml
prometheus-community-prometheus-adapter-5-3-0-default,prometheus-community/prometheus-adapter,5.3.0,default,target-prerequisite,"1 observed prerequisite action record exists, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",data/helm-render-intents/intents/prometheus-community-prometheus-adapter-5-3-0-default.yaml
prometheus-community-prometheus-blackbox-exporter-11-10-0-cluster-metrics-readonly,prometheus-community/prometheus-blackbox-exporter,11.10.0,cluster-metrics-readonly,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/prometheus-community-prometheus-blackbox-exporter-11-10-0-cluster-metrics-readonly.yaml
prometheus-community-prometheus-blackbox-exporter-11-10-0-default,prometheus-community/prometheus-blackbox-exporter,11.10.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/prometheus-community-prometheus-blackbox-exporter-11-10-0-default.yaml
prometheus-community-prometheus-node-exporter-4-55-0-default,prometheus-community/prometheus-node-exporter,4.55.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/prometheus-community-prometheus-node-exporter-4-55-0-default.yaml
prometheus-community-prometheus-operator-crds-29-0-0-default,prometheus-community/prometheus-operator-crds,29.0.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/prometheus-community-prometheus-operator-crds-29-0-0-default.yaml
prometheus-community-prometheus-pushgateway-3-6-0-default,prometheus-community/prometheus-pushgateway,3.6.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/prometheus-community-prometheus-pushgateway-3-6-0-default.yaml
rook-release-rook-ceph-v1-19-5-default,rook-release/rook-ceph,v1.19.5,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/rook-release-rook-ceph-v1-19-5-default.yaml
runix-pgadmin4-1-62-0-default,runix/pgadmin4,1.62.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/runix-pgadmin4-1-62-0-default.yaml
sealed-secrets-sealed-secrets-2-18-6-default,sealed-secrets/sealed-secrets,2.18.6,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/sealed-secrets-sealed-secrets-2-18-6-default.yaml
sealed-secrets-sealed-secrets-2-18-6-no-crds,sealed-secrets/sealed-secrets,2.18.6,no-crds,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/sealed-secrets-sealed-secrets-2-18-6-no-crds.yaml
secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-default,secrets-store-csi-driver/secrets-store-csi-driver,1.6.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-default.yaml
secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-sync-secret-rotation,secrets-store-csi-driver/secrets-store-csi-driver,1.6.0,sync-secret-rotation,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-sync-secret-rotation.yaml
stakater-reloader-2-2-12-controller-default-reviewed,stakater/reloader,2.2.12,controller-default-reviewed,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/stakater-reloader-2-2-12-controller-default-reviewed.yaml
stakater-reloader-2-2-12-default,stakater/reloader,2.2.12,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/stakater-reloader-2-2-12-default.yaml
strimzi-strimzi-kafka-operator-1-0-0-default,strimzi/strimzi-kafka-operator,1.0.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/strimzi-strimzi-kafka-operator-1-0-0-default.yaml
traefik-traefik-40-2-0-default,traefik/traefik,40.2.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/traefik-traefik-40-2-0-default.yaml
traefik-traefik-40-2-0-no-crds,traefik/traefik,40.2.0,no-crds,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/traefik-traefik-40-2-0-no-crds.yaml
velero-velero-12-0-1-default,velero/velero,12.0.1,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/velero-velero-12-0-1-default.yaml
velero-velero-12-0-1-no-crds,velero/velero,12.0.1,no-crds,target-prerequisite,"1 observed prerequisite action record exists, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",data/helm-render-intents/intents/velero-velero-12-0-1-no-crds.yaml
vm-victoria-logs-single-0-12-5-default,vm/victoria-logs-single,0.12.5,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/vm-victoria-logs-single-0-12-5-default.yaml
vm-victoria-metrics-single-0-39-0-default,vm/victoria-metrics-single,0.39.0,default,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/vm-victoria-metrics-single-0-39-0-default.yaml
vm-victoria-metrics-single-0-39-0-default-reviewed,vm/victoria-metrics-single,0.39.0,default-reviewed,target-prerequisite,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",data/helm-render-intents/intents/vm-victoria-metrics-single-0-39-0-default-reviewed.yaml
