path,chart,variant,revision,state,render_state,next_action
recipes/metallb/metallb/0.16.1/revisions/default/r001/variant-revision.yaml,metallb/metallb/0.16.1,default,r001,attached,matches,
recipes/metrics-server/metrics-server/3.13.0/revisions/default/r001/variant-revision.yaml,metrics-server/metrics-server/3.13.0,default,r001,attached,matches,
recipes/metrics-server/metrics-server/3.13.0/revisions/external-tls-ca/r001/variant-revision.yaml,metrics-server/metrics-server/3.13.0,external-tls-ca,r001,attached,matches,
recipes/metrics-server/metrics-server/3.13.1/revisions/default/r001/variant-revision.yaml,metrics-server/metrics-server/3.13.1,default,r001,attached,matches,
recipes/metrics-server/metrics-server/3.13.1/revisions/external-tls-ca/r001/variant-revision.yaml,metrics-server/metrics-server/3.13.1,external-tls-ca,r001,attached,matches,
recipes/minio-operator/operator/7.1.1/revisions/default/r001/variant-revision.yaml,minio-operator/operator/7.1.1,default,r001,attached,matches,
recipes/minio-operator/tenant/7.1.1/revisions/default/r001/variant-revision.yaml,minio-operator/tenant/7.1.1,default,r001,frozen,matches,"leave the record alone and re-record it in the next Kubara catalog release, because this file is inside the pinned release baseline"
recipes/nats/nack/0.34.0/revisions/default/r001/variant-revision.yaml,nats/nack/0.34.0,default,r001,attached,matches,
recipes/nats/nack/0.34.0/revisions/no-crds/r001/variant-revision.yaml,nats/nack/0.34.0,no-crds,r001,absent,matches,re-render this variant through the proof kit so the revision records its digest inputs
recipes/nats/nats/2.14.0/revisions/default/r001/variant-revision.yaml,nats/nats/2.14.0,default,r001,attached,matches,
recipes/nats/nats/2.14.0/revisions/ha/r001/variant-revision.yaml,nats/nats/2.14.0,ha,r001,absent,matches,re-render this variant through the proof kit so the revision records its digest inputs
recipes/nats/surveyor/0.20.9/revisions/default-reviewed/r001/variant-revision.yaml,nats/surveyor/0.20.9,default-reviewed,r001,attached,matches,
recipes/nats/surveyor/0.20.9/revisions/default/r001/variant-revision.yaml,nats/surveyor/0.20.9,default,r001,attached,matches,
recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/revisions/default/r001/variant-revision.yaml,nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18,default,r001,attached,matches,
recipes/nvidia/nvidia-device-plugin/0.19.3/revisions/default/r001/variant-revision.yaml,nvidia/nvidia-device-plugin/0.19.3,default,r001,attached,matches,
recipes/nvidia/nvidia-device-plugin/0.19.3/revisions/eks-inference/r001/variant-revision.yaml,nvidia/nvidia-device-plugin/0.19.3,eks-inference,r001,attached,matches,
recipes/nvidia/nvidia-device-plugin/0.19.3/revisions/nfd-enabled/r001/variant-revision.yaml,nvidia/nvidia-device-plugin/0.19.3,nfd-enabled,r001,attached,matches,
recipes/oauth2-proxy/oauth2-proxy/10.7.0/revisions/default/r001/variant-revision.yaml,oauth2-proxy/oauth2-proxy/10.7.0,default,r001,attached,matches,
recipes/open-telemetry/opentelemetry-operator/0.114.0/revisions/default/r001/variant-revision.yaml,open-telemetry/opentelemetry-operator/0.114.0,default,r001,frozen,matches,"leave the record alone and re-record it in the next Kubara catalog release, because this file is inside the pinned release baseline"
recipes/open-telemetry/opentelemetry-operator/0.114.0/revisions/no-crds/r001/variant-revision.yaml,open-telemetry/opentelemetry-operator/0.114.0,no-crds,r001,absent,matches,re-render this variant through the proof kit so the revision records its digest inputs
recipes/opencost/opencost/2.5.21/revisions/default/r001/variant-revision.yaml,opencost/opencost/2.5.21,default,r001,attached,matches,
recipes/percona/pg-operator/3.0.0/revisions/default/r001/variant-revision.yaml,percona/pg-operator/3.0.0,default,r001,attached,matches,
recipes/percona/pg-operator/3.0.0/revisions/no-crds/r001/variant-revision.yaml,percona/pg-operator/3.0.0,no-crds,r001,absent,matches,re-render this variant through the proof kit so the revision records its digest inputs
recipes/percona/psmdb-operator/1.22.0/revisions/default/r001/variant-revision.yaml,percona/psmdb-operator/1.22.0,default,r001,attached,matches,
recipes/percona/psmdb-operator/1.22.0/revisions/no-crds/r001/variant-revision.yaml,percona/psmdb-operator/1.22.0,no-crds,r001,absent,matches,re-render this variant through the proof kit so the revision records its digest inputs
recipes/percona/pxc-operator/1.19.1/revisions/default/r001/variant-revision.yaml,percona/pxc-operator/1.19.1,default,r001,attached,matches,
recipes/percona/pxc-operator/1.19.1/revisions/no-crds/r001/variant-revision.yaml,percona/pxc-operator/1.19.1,no-crds,r001,absent,matches,re-render this variant through the proof kit so the revision records its digest inputs
recipes/policy-reporter/policy-reporter/3.9.1/revisions/default/r001/variant-revision.yaml,policy-reporter/policy-reporter/3.9.1,default,r001,attached,matches,
recipes/projectcalico/tigera-operator/v3.32.0/revisions/default/r001/variant-revision.yaml,projectcalico/tigera-operator/v3.32.0,default,r001,frozen,matches,"leave the record alone and re-record it in the next Kubara catalog release, because this file is inside the pinned release baseline"
recipes/prometheus-community/alertmanager/1.37.0/revisions/default/r001/variant-revision.yaml,prometheus-community/alertmanager/1.37.0,default,r001,attached,matches,
recipes/prometheus-community/alertmanager/1.37.0/revisions/ha/r001/variant-revision.yaml,prometheus-community/alertmanager/1.37.0,ha,r001,absent,matches,re-render this variant through the proof kit so the revision records its digest inputs
recipes/prometheus-community/kube-prometheus-stack/85.3.3/revisions/default/r001/variant-revision.yaml,prometheus-community/kube-prometheus-stack/85.3.3,default,r001,attached,matches,
recipes/prometheus-community/kube-prometheus-stack/85.3.3/revisions/no-crds/r001/variant-revision.yaml,prometheus-community/kube-prometheus-stack/85.3.3,no-crds,r001,attached,matches,
recipes/prometheus-community/kube-prometheus-stack/86.1.0/revisions/default/r001/variant-revision.yaml,prometheus-community/kube-prometheus-stack/86.1.0,default,r001,attached,matches,
recipes/prometheus-community/kube-prometheus-stack/86.1.0/revisions/no-crds/r001/variant-revision.yaml,prometheus-community/kube-prometheus-stack/86.1.0,no-crds,r001,attached,matches,
recipes/prometheus-community/kube-prometheus-stack/87.15.1/revisions/default/r001/variant-revision.yaml,prometheus-community/kube-prometheus-stack/87.15.1,default,r001,attached,matches,
recipes/prometheus-community/kube-prometheus-stack/87.15.1/revisions/existing-secret/r001/variant-revision.yaml,prometheus-community/kube-prometheus-stack/87.15.1,existing-secret,r001,attached,matches,
recipes/prometheus-community/kube-prometheus-stack/87.15.1/revisions/no-crds/r001/variant-revision.yaml,prometheus-community/kube-prometheus-stack/87.15.1,no-crds,r001,attached,matches,
recipes/prometheus-community/kube-prometheus-stack/87.19.2/revisions/default/r001/variant-revision.yaml,prometheus-community/kube-prometheus-stack/87.19.2,default,r001,attached,matches,
recipes/prometheus-community/kube-prometheus-stack/87.19.2/revisions/existing-secret/r001/variant-revision.yaml,prometheus-community/kube-prometheus-stack/87.19.2,existing-secret,r001,attached,matches,
recipes/prometheus-community/kube-prometheus-stack/87.19.2/revisions/no-crds/r001/variant-revision.yaml,prometheus-community/kube-prometheus-stack/87.19.2,no-crds,r001,attached,matches,
recipes/prometheus-community/kube-state-metrics/7.4.0/revisions/cluster-metrics-readonly/r001/variant-revision.yaml,prometheus-community/kube-state-metrics/7.4.0,cluster-metrics-readonly,r001,attached,matches,
recipes/prometheus-community/kube-state-metrics/7.4.0/revisions/default/r001/variant-revision.yaml,prometheus-community/kube-state-metrics/7.4.0,default,r001,attached,matches,
recipes/prometheus-community/prometheus-adapter/5.3.0/revisions/apiservice-v1-capability/r001/variant-revision.yaml,prometheus-community/prometheus-adapter/5.3.0,apiservice-v1-capability,r001,attached,matches,
recipes/prometheus-community/prometheus-adapter/5.3.0/revisions/cluster-metrics-readonly/r001/variant-revision.yaml,prometheus-community/prometheus-adapter/5.3.0,cluster-metrics-readonly,r001,attached,matches,
recipes/prometheus-community/prometheus-adapter/5.3.0/revisions/default/r001/variant-revision.yaml,prometheus-community/prometheus-adapter/5.3.0,default,r001,attached,matches,
recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0/revisions/cluster-metrics-readonly/r001/variant-revision.yaml,prometheus-community/prometheus-blackbox-exporter/11.10.0,cluster-metrics-readonly,r001,attached,matches,
recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0/revisions/default/r001/variant-revision.yaml,prometheus-community/prometheus-blackbox-exporter/11.10.0,default,r001,attached,matches,
recipes/prometheus-community/prometheus-blackbox-exporter/11.15.1/revisions/default/r001/variant-revision.yaml,prometheus-community/prometheus-blackbox-exporter/11.15.1,default,r001,attached,matches,
recipes/prometheus-community/prometheus-node-exporter/4.55.0/revisions/cluster-metrics-readonly/r001/variant-revision.yaml,prometheus-community/prometheus-node-exporter/4.55.0,cluster-metrics-readonly,r001,attached,matches,
recipes/prometheus-community/prometheus-node-exporter/4.55.0/revisions/default/r001/variant-revision.yaml,prometheus-community/prometheus-node-exporter/4.55.0,default,r001,attached,matches,
recipes/prometheus-community/prometheus-operator-crds/29.0.0/revisions/default/r001/variant-revision.yaml,prometheus-community/prometheus-operator-crds/29.0.0,default,r001,attached,matches,
recipes/prometheus-community/prometheus-pushgateway/3.6.0/revisions/default/r001/variant-revision.yaml,prometheus-community/prometheus-pushgateway/3.6.0,default,r001,attached,matches,
recipes/prometheus-community/prometheus/29.8.0/revisions/default/r001/variant-revision.yaml,prometheus-community/prometheus/29.8.0,default,r001,attached,matches,
recipes/prometheus-community/prometheus/29.8.0/revisions/server-only-ephemeral/r001/variant-revision.yaml,prometheus-community/prometheus/29.8.0,server-only-ephemeral,r001,attached,matches,
recipes/prometheus-community/prometheus/29.9.0/revisions/default/r001/variant-revision.yaml,prometheus-community/prometheus/29.9.0,default,r001,attached,matches,
recipes/prometheus-community/prometheus/29.9.0/revisions/server-only-ephemeral/r001/variant-revision.yaml,prometheus-community/prometheus/29.9.0,server-only-ephemeral,r001,attached,matches,
recipes/rook-release/rook-ceph-cluster/v1.19.5/revisions/default/r001/variant-revision.yaml,rook-release/rook-ceph-cluster/v1.19.5,default,r001,frozen,matches,"leave the record alone and re-record it in the next Kubara catalog release, because this file is inside the pinned release baseline"
recipes/rook-release/rook-ceph/v1.19.5/revisions/default/r001/variant-revision.yaml,rook-release/rook-ceph/v1.19.5,default,r001,attached,matches,
recipes/runix/pgadmin4/1.62.0/revisions/default/r001/variant-revision.yaml,runix/pgadmin4/1.62.0,default,r001,attached,matches,
recipes/sealed-secrets/sealed-secrets/2.18.6/revisions/default/r001/variant-revision.yaml,sealed-secrets/sealed-secrets/2.18.6,default,r001,attached,matches,
recipes/sealed-secrets/sealed-secrets/2.18.6/revisions/no-crds/r001/variant-revision.yaml,sealed-secrets/sealed-secrets/2.18.6,no-crds,r001,absent,matches,re-render this variant through the proof kit so the revision records its digest inputs
recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/revisions/default/r001/variant-revision.yaml,secrets-store-csi-driver/secrets-store-csi-driver/1.6.0,default,r001,attached,matches,
recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/revisions/sync-secret-rotation/r001/variant-revision.yaml,secrets-store-csi-driver/secrets-store-csi-driver/1.6.0,sync-secret-rotation,r001,attached,matches,
recipes/stakater/reloader/2.2.12/revisions/controller-default-reviewed/r001/variant-revision.yaml,stakater/reloader/2.2.12,controller-default-reviewed,r001,attached,matches,
recipes/stakater/reloader/2.2.12/revisions/default/r001/variant-revision.yaml,stakater/reloader/2.2.12,default,r001,attached,matches,
recipes/stakater/reloader/2.2.14/revisions/default/r001/variant-revision.yaml,stakater/reloader/2.2.14,default,r001,attached,matches,
recipes/strimzi/strimzi-kafka-operator/1.0.0/revisions/default/r001/variant-revision.yaml,strimzi/strimzi-kafka-operator/1.0.0,default,r001,attached,matches,
recipes/strimzi/strimzi-kafka-operator/1.0.0/revisions/no-crds/r001/variant-revision.yaml,strimzi/strimzi-kafka-operator/1.0.0,no-crds,r001,absent,matches,re-render this variant through the proof kit so the revision records its digest inputs
recipes/traefik/traefik/40.2.0/revisions/default/r001/variant-revision.yaml,traefik/traefik/40.2.0,default,r001,attached,matches,
recipes/traefik/traefik/40.2.0/revisions/no-crds/r001/variant-revision.yaml,traefik/traefik/40.2.0,no-crds,r001,absent,matches,re-render this variant through the proof kit so the revision records its digest inputs
recipes/traefik/traefik/41.0.2/revisions/default/r001/variant-revision.yaml,traefik/traefik/41.0.2,default,r001,attached,matches,
recipes/valkey/valkey/0.11.0/revisions/default/r001/variant-revision.yaml,valkey/valkey/0.11.0,default,r001,attached,matches,
recipes/velero/velero/12.0.1/revisions/default/r001/variant-revision.yaml,velero/velero/12.0.1,default,r001,attached,matches,
recipes/velero/velero/12.0.1/revisions/no-crds/r001/variant-revision.yaml,velero/velero/12.0.1,no-crds,r001,absent,matches,re-render this variant through the proof kit so the revision records its digest inputs
recipes/velero/velero/12.1.0/revisions/default/r001/variant-revision.yaml,velero/velero/12.1.0,default,r001,attached,matches,
recipes/vm/victoria-logs-single/0.12.5/revisions/default/r001/variant-revision.yaml,vm/victoria-logs-single/0.12.5,default,r001,attached,matches,
recipes/vm/victoria-metrics-single/0.39.0/revisions/default-reviewed/r001/variant-revision.yaml,vm/victoria-metrics-single/0.39.0,default-reviewed,r001,attached,matches,
recipes/vm/victoria-metrics-single/0.39.0/revisions/default/r001/variant-revision.yaml,vm/victoria-metrics-single/0.39.0,default,r001,attached,matches,
