"persona","run_id","category","format","goal_code","goal","start_url","outcome","clicks","elapsed_ms","start_complete","start_matched_groups","first_click_accurate","matched_groups","total_groups","actionable","next_action_clear","disposition","evidence_url","evidence_title","evidence_excerpt","path"
"developer","developer-165","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/ask.html","success","0","20","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","XPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigHub Check your configuration &ldquo;Here is the chart and values my AI produced. Compare them with the chart defaults","https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-166","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/charts/index.html","success","0","23","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/charts/index.html","Component Catalog · Config Workshop","XPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigHub Find a Tested Configuration Runs on your laptop Choose a tested starting configuration for a Helm component or an","https://confighub.github.io/helm-expt/site/charts/index.html"
"developer","developer-167","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/try.html","success","0","19","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/try.html","Try Redis · Config Workshop","XPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigHub Try a simple example: Redis Runs on your laptop Render one reviewed Redis configuration and inspect the 14 Kubern","https://confighub.github.io/helm-expt/site/try.html"
"developer","developer-168","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/testing.html","success","0","19","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","XPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigHub Choose a worked example Runs on your laptop Choose the kind of configuration you have, then follow one worked exa","https://confighub.github.io/helm-expt/site/testing.html"
"developer","developer-169","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/how-it-works.html","success","0","19","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/how-it-works.html","Choose How To Deploy It · Config Workshop","XPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigHub Choose how to deploy it Come here after you have inspected the Kubernetes objects. They may have come from Helm,","https://confighub.github.io/helm-expt/site/how-it-works.html"
"developer","developer-170","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/docs.html","success","0","17","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/docs.html","Docs · Config Workshop","XPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigHub Find instructions for the step you are doing Choose the question closest to your current work. Each link opens th","https://confighub.github.io/helm-expt/site/docs.html"
"developer","developer-171","conversion","Helm","D-X3","promote a reviewed change","https://confighub.github.io/helm-expt/site/confighub.html","success","0","21","yes","2","no","2","2","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","XPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigHub Keep This Reviewed Configuration in ConfigHub Needs a ConfigHub account Save the exact Kubernetes configuration y","https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-172","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/index.html","success","1","34","no","2","yes","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigH","https://confighub.github.io/helm-expt/site/index.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-173","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/guides.html","success","1","36","no","2","yes","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigH","https://confighub.github.io/helm-expt/site/guides.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-174","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/ask.html","success","1","38","no","3","yes","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigH","https://confighub.github.io/helm-expt/site/ask.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-175","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/charts/index.html","success","2","60","no","2","yes","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigH","https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/how-it-works.html#setting-sources -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-176","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/try.html","success","1","35","no","3","yes","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigH","https://confighub.github.io/helm-expt/site/try.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-177","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/testing.html","success","2","150","no","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigH","https://confighub.github.io/helm-expt/site/testing.html -> https://confighub.github.io/helm-expt/site/d/data/helm-catalog-readmes/spaces/byo-nginx-ai-values-24-0-2-reviewed/README.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-178","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/how-it-works.html","success","1","38","no","3","yes","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigH","https://confighub.github.io/helm-expt/site/how-it-works.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-179","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/docs.html","success","1","35","no","3","yes","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigH","https://confighub.github.io/helm-expt/site/docs.html -> https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-180","conversion","Helm","D-X4","continue into ConfigHub","https://confighub.github.io/helm-expt/site/confighub.html","success","0","21","yes","3","no","3","3","yes","yes","signup","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs ConfigH","https://confighub.github.io/helm-expt/site/confighub.html"
"gitops","gitops-001","comprehension","Helm","O-C1","confirm this does not replace Helm","https://confighub.github.io/helm-expt/site/index.html","success","0","20","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/index.html","Config Workshop · Understand and test your configuration","s Catalog Check my config Promote my config Deployment Docs ConfigHub Helm first · AICR, OCI and YAML also supported See What Your Configuration Will Do See the exact Kubernetes objects before you deploy. Compare them with a","https://confighub.github.io/helm-expt/site/index.html"
"gitops","gitops-002","comprehension","Helm","O-C1","confirm this does not replace Helm","https://confighub.github.io/helm-expt/site/guides.html","success","1","34","no","1","yes","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/how-it-works.html","Choose How To Deploy It · Config Workshop","er you have inspected the Kubernetes objects. They may have come from Helm, an AICR recipe for AI infrastructure, cub installer, OCI, or plain YAML. You can stop with local files, publish them directly as OCI, or save them i","https://confighub.github.io/helm-expt/site/guides.html -> https://confighub.github.io/helm-expt/site/how-it-works.html"
"gitops","gitops-003","comprehension","Helm","O-C1","confirm this does not replace Helm","https://confighub.github.io/helm-expt/site/ask.html","success","0","22","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","Choose one question. We build a prompt for your AI assistant. It runs Helm locally, records the inputs, and compares the exact objects. Choose a question What will this install, and what must already exist? How is this candi","https://confighub.github.io/helm-expt/site/ask.html"
"gitops","gitops-004","comprehension","Helm","O-C1","confirm this does not replace Helm","https://confighub.github.io/helm-expt/site/charts/index.html","success","0","23","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/charts/index.html","Component Catalog · Config Workshop","tion Runs on your laptop Choose a tested starting configuration for a Helm component or an AI infrastructure stack. Helm is the largest section. Each chart page shows the values, rendered Kubernetes objects, required setup,","https://confighub.github.io/helm-expt/site/charts/index.html"
"gitops","gitops-005","comprehension","Helm","O-C1","confirm this does not replace Helm","https://confighub.github.io/helm-expt/site/try.html","success","0","16","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/try.html","Try Redis · Config Workshop","ler setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:25.5.3 \ --base reuse-existing-secret \ --work-dir ./redis \ --namespace redis \ --non-interactive \ --output-oci ./redis-25.oci T","https://confighub.github.io/helm-expt/site/try.html"
"gitops","gitops-006","comprehension","Helm","O-C1","confirm this does not replace Helm","https://confighub.github.io/helm-expt/site/testing.html","success","0","23","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","tional jobs. In a hurry with your own chart? One command, no account: helm template rel <chart> -f your-values.yaml --include-crds . Then check the chart's catalog page for the hazards a render alone cannot show. 1. Start wi","https://confighub.github.io/helm-expt/site/testing.html"
"gitops","gitops-007","comprehension","Helm","O-C1","confirm this does not replace Helm","https://confighub.github.io/helm-expt/site/how-it-works.html","success","0","21","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/how-it-works.html","Choose How To Deploy It · Config Workshop","er you have inspected the Kubernetes objects. They may have come from Helm, an AICR recipe for AI infrastructure, cub installer, OCI, or plain YAML. You can stop with local files, publish them directly as OCI, or save them i","https://confighub.github.io/helm-expt/site/how-it-works.html"
"gitops","gitops-008","comprehension","Helm","O-C1","confirm this does not replace Helm","https://confighub.github.io/helm-expt/site/docs.html","success","0","21","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/docs.html","Docs · Config Workshop","you need. Use these guides for commands and detailed instructions for Helm, AICR, OCI, YAML, and ConfigHub. Start with a configuration Can I try one simple package? Try Redis for a short local exercise with no server, cluste","https://confighub.github.io/helm-expt/site/docs.html"
"gitops","gitops-009","comprehension","Helm","O-C1","confirm this does not replace Helm","https://confighub.github.io/helm-expt/site/confighub.html","success","0","22","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop",". See one exact handoff A worked NGINX example starts with AI-written Helm values. The review keeps the requested three replicas, removes six risky settings, and produces 5 Kubernetes objects. We calculate one hash from thos","https://confighub.github.io/helm-expt/site/confighub.html"
"gitops","gitops-010","comprehension","Helm","O-C2","confirm Argo CD or Flux still delivers","https://confighub.github.io/helm-expt/site/index.html","success","1","39","no","1","yes","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/d/docs/user/gitops-adopter-guide.html","Use ConfigHub With Argo CD Or Flux · Config Workshop","Use ConfigHub With Argo CD Or Flux · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Docs","https://confighub.github.io/helm-expt/site/index.html -> https://confighub.github.io/helm-expt/site/d/docs/user/gitops-adopter-guide.html"
"gitops","gitops-011","comprehension","Helm","O-C2","confirm Argo CD or Flux still delivers","https://confighub.github.io/helm-expt/site/guides.html","success","1","38","no","0","yes","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/how-it-works.html","Choose How To Deploy It · Config Workshop","egistry and reconciler. Publish the reviewed files as a rendered OCI. Argo CD or Flux can pull the same objects you inspected. ConfigHub Import the files or OCI as a base: the reviewed starting configuration. Make variants when","https://confighub.github.io/helm-expt/site/guides.html -> https://confighub.github.io/helm-expt/site/how-it-works.html"
"gitops","gitops-012","comprehension","Helm","O-C2","confirm Argo CD or Flux still delivers","https://confighub.github.io/helm-expt/site/ask.html","success","0","24","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","it? Can I upgrade this chart without breaking production? How should Argo CD or Flux handle this chart's hooks and CRDs? Where does this vulnerable image run, and how can I update it safely? Can I roll back to exactly what ran","https://confighub.github.io/helm-expt/site/ask.html"
"gitops","gitops-013","comprehension","Helm","O-C2","confirm Argo CD or Flux still delivers","https://confighub.github.io/helm-expt/site/charts/index.html","success","0","24","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/charts/index.html","Component Catalog · Config Workshop","and evidence for that choice. Useful choices differ by chart. Redis, Argo CD, and kube-prometheus-stack do not need the same starting configurations. See where Helm values, later ConfigHub changes, install work, and live state","https://confighub.github.io/helm-expt/site/charts/index.html"
"gitops","gitops-014","comprehension","Helm","O-C2","confirm Argo CD or Flux still delivers","https://confighub.github.io/helm-expt/site/try.html","success","0","19","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/try.html","Try Redis · Config Workshop","les locally. It does not apply those files to a cluster; use kubectl, Argo CD, or Flux for delivery. The generated scripts stop before doing any work when the plugin or kustomize is missing. 2. Render the Redis package The publ","https://confighub.github.io/helm-expt/site/try.html"
"gitops","gitops-015","comprehension","Helm","O-C2","confirm Argo CD or Flux still delivers","https://confighub.github.io/helm-expt/site/testing.html","success","0","21","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","les locally. It does not apply those files to a cluster; use kubectl, Argo CD, or Flux for delivery. The generated scripts stop before doing any work when the plugin or kustomize is missing. $ cub installer setup \ --pull oci:/","https://confighub.github.io/helm-expt/site/testing.html"
"gitops","gitops-016","comprehension","Helm","O-C2","confirm Argo CD or Flux still delivers","https://confighub.github.io/helm-expt/site/how-it-works.html","success","0","19","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/how-it-works.html","Choose How To Deploy It · Config Workshop","egistry and reconciler. Publish the reviewed files as a rendered OCI. Argo CD or Flux can pull the same objects you inspected. ConfigHub Import the files or OCI as a base: the reviewed starting configuration. Make variants when","https://confighub.github.io/helm-expt/site/how-it-works.html"
"gitops","gitops-017","comprehension","Helm","O-C2","confirm Argo CD or Flux still delivers","https://confighub.github.io/helm-expt/site/docs.html","success","0","21","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/docs.html","Docs · Config Workshop","loyable OCI? Choose the local OCI or ConfigHub release path, then let Argo CD or Flux pull the reviewed objects. What happens to hooks and CRDs? See how required setup is recorded, ordered, tested, or blocked. Should I change t","https://confighub.github.io/helm-expt/site/docs.html"
"gitops","gitops-018","comprehension","Helm","O-C2","confirm Argo CD or Flux still delivers","https://confighub.github.io/helm-expt/site/confighub.html","success","1","38","no","1","yes","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/how-it-works.html","Choose How To Deploy It · Config Workshop","egistry and reconciler. Publish the reviewed files as a rendered OCI. Argo CD or Flux can pull the same objects you inspected. ConfigHub Import the files or OCI as a base: the reviewed starting configuration. Make variants when","https://confighub.github.io/helm-expt/site/confighub.html -> https://confighub.github.io/helm-expt/site/how-it-works.html"
"gitops","gitops-019","comprehension","OCI","O-C3","understand OCI in and OCI out","https://confighub.github.io/helm-expt/site/index.html","success","1","39","no","3","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","page starts with rendered Kubernetes YAML. Render a chart or pull an OCI package on your machine, then check the exact objects here. Your files stay in this browser. Checking private configuration? Keep the chart, values,","https://confighub.github.io/helm-expt/site/index.html -> https://confighub.github.io/helm-expt/site/ask.html"
"gitops","gitops-020","comprehension","OCI","O-C3","understand OCI in and OCI out","https://confighub.github.io/helm-expt/site/guides.html","success","1","38","no","3","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","en the plugin or kustomize is missing. $ cub installer setup \ --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:25.5.3 \ --base reuse-existing-secret \ --work-dir ./redis \ --non-interacti","https://confighub.github.io/helm-expt/site/guides.html -> https://confighub.github.io/helm-expt/site/testing.html"
"gitops","gitops-021","comprehension","OCI","O-C3","understand OCI in and OCI out","https://confighub.github.io/helm-expt/site/ask.html","success","0","26","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","page starts with rendered Kubernetes YAML. Render a chart or pull an OCI package on your machine, then check the exact objects here. Your files stay in this browser. Checking private configuration? Keep the chart, values,","https://confighub.github.io/helm-expt/site/ask.html"
"gitops","gitops-022","comprehension","OCI","O-C3","understand OCI in and OCI out","https://confighub.github.io/helm-expt/site/charts/index.html","success","2","155","no","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/d/data/installer-oci-packages/summary.html","Installer OCI Packages · Config Workshop","Installer OCI Packages · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Guides Catalog Check my config Promote my config Deployment Doc","https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/charts/rook-release-rook-ceph-v1-19-5.html -> https://confighub.github.io/helm-expt/site/d/data/installer-oci-packages/summary.html"
"gitops","gitops-023","comprehension","OCI","O-C3","understand OCI in and OCI out","https://confighub.github.io/helm-expt/site/try.html","success","1","46","no","3","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","en the plugin or kustomize is missing. $ cub installer setup \ --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:25.5.3 \ --base reuse-existing-secret \ --work-dir ./redis \ --non-interacti","https://confighub.github.io/helm-expt/site/try.html -> https://confighub.github.io/helm-expt/site/testing.html"
"gitops","gitops-024","comprehension","OCI","O-C3","understand OCI in and OCI out","https://confighub.github.io/helm-expt/site/testing.html","success","0","25","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","en the plugin or kustomize is missing. $ cub installer setup \ --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:25.5.3 \ --base reuse-existing-secret \ --work-dir ./redis \ --non-interacti","https://confighub.github.io/helm-expt/site/testing.html"
"gitops","gitops-025","comprehension","OCI","O-C3","understand OCI in and OCI out","https://confighub.github.io/helm-expt/site/how-it-works.html","success","4","98","no","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","en the plugin or kustomize is missing. $ cub installer setup \ --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:25.5.3 \ --base reuse-existing-secret \ --work-dir ./redis \ --non-interacti","https://confighub.github.io/helm-expt/site/how-it-works.html -> https://confighub.github.io/helm-expt/site/d/docs/demo/hooks-crds/kube-prometheus-stack.html -> https://confighub.github.io/helm-expt/site/d/data/hooks-crds-app/summary.html -> https://confighub.github.io/helm-expt/site/guides.html -> https://confighub.github.io/helm-expt/site/testing.html"
"gitops","gitops-026","comprehension","OCI","O-C3","understand OCI in and OCI out","https://confighub.github.io/helm-expt/site/docs.html","partial","5","202","no","3","no","3","3","no","no","bookmark","https://confighub.github.io/helm-expt/site/docs.html","Docs · Config Workshop","e these guides for commands and detailed instructions for Helm, AICR, OCI, YAML, and ConfigHub. Start with a configuration Can I try one simple package? Try Redis for a short local exercise with no server, cluster, or accou","https://confighub.github.io/helm-expt/site/docs.html -> https://confighub.github.io/helm-expt/site/how-it-works.html#now-deploy -> https://confighub.github.io/helm-expt/site/d/docs/demo/hooks-crds/kube-prometheus-stack.html -> https://confighub.github.io/helm-expt/site/how-it-works.html -> https://confighub.github.io/helm-expt/site/d/docs/user/gitops-adopter-guide.html -> https://confighub.github.io/helm-expt/site/d/data/catalog-oci-delivery-proof/summary.html"
"gitops","gitops-027","comprehension","OCI","O-C3","understand OCI in and OCI out","https://confighub.github.io/helm-expt/site/confighub.html","success","1","45","no","3","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/testing.html#managed","Worked Examples · Config Workshop","en the plugin or kustomize is missing. $ cub installer setup \ --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:25.5.3 \ --base reuse-existing-secret \ --work-dir ./redis \ --non-interacti","https://confighub.github.io/helm-expt/site/confighub.html -> https://confighub.github.io/helm-expt/site/testing.html#managed"
"gitops","gitops-028","comprehension","Helm","O-C4","understand hooks and CRDs","https://confighub.github.io/helm-expt/site/index.html","success","1","42","no","2","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/d/docs/user/gitops-adopter-guide.html","Use ConfigHub With Argo CD Or Flux · Config Workshop","ted objects from the bundle. Any extra work around the chart, such as hooks or setup jobs, still needs a documented action, check, target fact, blocker, or refusal. Do not assume Flux will automatically recreate Helm hook be","https://confighub.github.io/helm-expt/site/index.html -> https://confighub.github.io/helm-expt/site/d/docs/user/gitops-adopter-guide.html"
"gitops","gitops-029","comprehension","Helm","O-C4","understand hooks and CRDs","https://confighub.github.io/helm-expt/site/guides.html","success","1","36","no","0","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/how-it-works.html","Choose How To Deploy It · Config Workshop","configuration when they can. Keep them with recorded setup when CRDs, hooks, certificates, Secrets, or jobs must run too. Process the source later when it still depends on live data or behavior that cannot yet be carried saf","https://confighub.github.io/helm-expt/site/guides.html -> https://confighub.github.io/helm-expt/site/how-it-works.html"
"gitops","gitops-030","comprehension","Helm","O-C4","understand hooks and CRDs","https://confighub.github.io/helm-expt/site/ask.html","success","0","29","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","t breaking production? How should Argo CD or Flux handle this chart's hooks and CRDs? Where does this vulnerable image run, and how can I update it safely? Can I roll back to exactly what ran before? AI wrote these values. W","https://confighub.github.io/helm-expt/site/ask.html"
"gitops","gitops-031","comprehension","Helm","O-C4","understand hooks and CRDs","https://confighub.github.io/helm-expt/site/charts/index.html","success","0","31","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/charts/index.html","Component Catalog · Config Workshop","l Recommended first path Rendering checked; read page Read chart page Hooks All Needs lifecycle review No hook signal recorded CRDs All Includes or needs CRDs No CRD signal recorded Ready to try entries have maintained start","https://confighub.github.io/helm-expt/site/charts/index.html"
"gitops","gitops-032","comprehension","Helm","O-C4","understand hooks and CRDs","https://confighub.github.io/helm-expt/site/try.html","success","2","58","no","0","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/how-it-works.html","Choose How To Deploy It · Config Workshop","configuration when they can. Keep them with recorded setup when CRDs, hooks, certificates, Secrets, or jobs must run too. Process the source later when it still depends on live data or behavior that cannot yet be carried saf","https://confighub.github.io/helm-expt/site/try.html -> https://confighub.github.io/helm-expt/site/guides.html -> https://confighub.github.io/helm-expt/site/how-it-works.html"
"gitops","gitops-033","comprehension","Helm","O-C4","understand hooks and CRDs","https://confighub.github.io/helm-expt/site/testing.html","success","0","29","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","/out . Check images, credentials, permissions, storage, CRDs, and any hooks reported by the command. If you omit --namespace , cub uses confighubplaceholder until a deployment variant supplies the real namespace. Hooks are o","https://confighub.github.io/helm-expt/site/testing.html"
"gitops","gitops-034","comprehension","Helm","O-C4","understand hooks and CRDs","https://confighub.github.io/helm-expt/site/how-it-works.html","success","0","27","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/how-it-works.html","Choose How To Deploy It · Config Workshop","configuration when they can. Keep them with recorded setup when CRDs, hooks, certificates, Secrets, or jobs must run too. Process the source later when it still depends on live data or behavior that cannot yet be carried saf","https://confighub.github.io/helm-expt/site/how-it-works.html"
"gitops","gitops-035","comprehension","Helm","O-C4","understand hooks and CRDs","https://confighub.github.io/helm-expt/site/docs.html","success","0","27","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/docs.html","Docs · Config Workshop",", then let Argo CD or Flux pull the reviewed objects. What happens to hooks and CRDs? See how required setup is recorded, ordered, tested, or blocked. Should I change the source input or the rendered object? Use this guide t","https://confighub.github.io/helm-expt/site/docs.html"
"gitops","gitops-036","comprehension","Helm","O-C4","understand hooks and CRDs","https://confighub.github.io/helm-expt/site/confighub.html","success","1","43","no","0","yes","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/how-it-works.html","Choose How To Deploy It · Config Workshop","configuration when they can. Keep them with recorded setup when CRDs, hooks, certificates, Secrets, or jobs must run too. Process the source later when it still depends on live data or behavior that cannot yet be carried saf","https://confighub.github.io/helm-expt/site/confighub.html -> https://confighub.github.io/helm-expt/site/how-it-works.html"
"gitops","gitops-037","navigation","Helm","O-N1","find the hook handling guide","https://confighub.github.io/helm-expt/site/index.html","success","0","19","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/index.html","Config Workshop · Understand and test your configuration","y required namespace, Secret, CRD, API, storage class, cloud service, hook, and setup job. Start this check → 8 of 40 discussions 02 How is this candidate different from production? Compare the two exact object sets and thei","https://confighub.github.io/helm-expt/site/index.html"
"gitops","gitops-038","navigation","Helm","O-N1","find the hook handling guide","https://confighub.github.io/helm-expt/site/guides.html","success","2","51","no","1","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/verification.html","Check One Claim · Config Workshop","explains how it was produced. Lifecycle records explain work such as hooks, CRDs, Secrets, and setup jobs. Move Meaning What gets checked Render Turn the chart and its recorded settings into the exact Kubernetes objects. Th","https://confighub.github.io/helm-expt/site/guides.html -> https://confighub.github.io/helm-expt/site/redis-walkthrough.html -> https://confighub.github.io/helm-expt/site/verification.html"
