block_id,block_goal,work_type,chart,version,base,command,current_status,lane_cells,run_readiness,support_artifact,receipt,prediction_status,predicted_residue_family,predicted_target_profile,prediction_basis,confidence,serial_safety_notes,why_this_block_matters_for_99
GP-08,"G/P: run the 4 ready live-parity row(s) with no prior residue signal (first observation) (karpenter/karpenter@1.14.0, longhorn/longhorn@1.12.0); each live-parity command classifies both the G and P cells. Confirm or reclassify from each receipt.",live-parity,karpenter/karpenter,1.14.0,crds-managed,npm run live-parity:run -- --recipe recipes/karpenter/karpenter/1.14.0 --base crds-managed,todo,G=todo;P=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,light controller — safe within a block,ready-to-run todo cell(s) [G=todo;P=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
GP-08,"G/P: run the 4 ready live-parity row(s) with no prior residue signal (first observation) (karpenter/karpenter@1.14.0, longhorn/longhorn@1.12.0); each live-parity command classifies both the G and P cells. Confirm or reclassify from each receipt.",live-parity,karpenter/karpenter,1.14.0,default,npm run live-parity:run -- --recipe recipes/karpenter/karpenter/1.14.0 --base default,todo,G=todo;P=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,light controller — safe within a block,ready-to-run todo cell(s) [G=todo;P=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
GP-08,"G/P: run the 4 ready live-parity row(s) with no prior residue signal (first observation) (karpenter/karpenter@1.14.0, longhorn/longhorn@1.12.0); each live-parity command classifies both the G and P cells. Confirm or reclassify from each receipt.",live-parity,karpenter/karpenter,1.14.0,eks-inference,npm run live-parity:run -- --recipe recipes/karpenter/karpenter/1.14.0 --base eks-inference,todo,G=todo;P=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,light controller — safe within a block,ready-to-run todo cell(s) [G=todo;P=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
GP-08,"G/P: run the 4 ready live-parity row(s) with no prior residue signal (first observation) (karpenter/karpenter@1.14.0, longhorn/longhorn@1.12.0); each live-parity command classifies both the G and P cells. Confirm or reclassify from each receipt.",live-parity,longhorn/longhorn,1.12.0,default,npm run live-parity:run -- --recipe recipes/longhorn/longhorn/1.12.0 --base default,todo,G=todo;P=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,light controller — safe within a block,ready-to-run todo cell(s) [G=todo;P=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
GP-09,"G/P: run the 4 ready live-parity row(s) with no prior residue signal (first observation) (metallb/metallb@0.16.1, nvidia/nvidia-device-plugin@0.19.3); each live-parity command classifies both the G and P cells. Confirm or reclassify from each receipt.",live-parity,metallb/metallb,0.16.1,default,npm run live-parity:run -- --recipe recipes/metallb/metallb/0.16.1 --base default,todo,G=todo;P=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,light controller — safe within a block,ready-to-run todo cell(s) [G=todo;P=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
GP-09,"G/P: run the 4 ready live-parity row(s) with no prior residue signal (first observation) (metallb/metallb@0.16.1, nvidia/nvidia-device-plugin@0.19.3); each live-parity command classifies both the G and P cells. Confirm or reclassify from each receipt.",live-parity,nvidia/nvidia-device-plugin,0.19.3,default,npm run live-parity:run -- --recipe recipes/nvidia/nvidia-device-plugin/0.19.3 --base default,todo,G=todo;P=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,light controller — safe within a block,ready-to-run todo cell(s) [G=todo;P=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
GP-09,"G/P: run the 4 ready live-parity row(s) with no prior residue signal (first observation) (metallb/metallb@0.16.1, nvidia/nvidia-device-plugin@0.19.3); each live-parity command classifies both the G and P cells. Confirm or reclassify from each receipt.",live-parity,nvidia/nvidia-device-plugin,0.19.3,eks-inference,npm run live-parity:run -- --recipe recipes/nvidia/nvidia-device-plugin/0.19.3 --base eks-inference,todo,G=todo;P=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,light controller — safe within a block,ready-to-run todo cell(s) [G=todo;P=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
GP-09,"G/P: run the 4 ready live-parity row(s) with no prior residue signal (first observation) (metallb/metallb@0.16.1, nvidia/nvidia-device-plugin@0.19.3); each live-parity command classifies both the G and P cells. Confirm or reclassify from each receipt.",live-parity,nvidia/nvidia-device-plugin,0.19.3,nfd-enabled,npm run live-parity:run -- --recipe recipes/nvidia/nvidia-device-plugin/0.19.3 --base nfd-enabled,todo,G=todo;P=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,light controller — safe within a block,ready-to-run todo cell(s) [G=todo;P=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
GP-10,"G/P: run the 4 ready live-parity row(s) with no prior residue signal (first observation) (oauth2-proxy/oauth2-proxy@10.7.0, policy-reporter/policy-reporter@3.9.1, stakater/reloader@2.2.14, valkey/valkey@0.11.0); each live-parity command classifies both the G and P cells. Confirm or reclassify from each receipt.",live-parity,oauth2-proxy/oauth2-proxy,10.7.0,default,npm run live-parity:run -- --recipe recipes/oauth2-proxy/oauth2-proxy/10.7.0 --base default,todo,G=todo;P=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,light controller — safe within a block,ready-to-run todo cell(s) [G=todo;P=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
GP-10,"G/P: run the 4 ready live-parity row(s) with no prior residue signal (first observation) (oauth2-proxy/oauth2-proxy@10.7.0, policy-reporter/policy-reporter@3.9.1, stakater/reloader@2.2.14, valkey/valkey@0.11.0); each live-parity command classifies both the G and P cells. Confirm or reclassify from each receipt.",live-parity,policy-reporter/policy-reporter,3.9.1,default,npm run live-parity:run -- --recipe recipes/policy-reporter/policy-reporter/3.9.1 --base default,todo,G=todo;P=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,light controller — safe within a block,ready-to-run todo cell(s) [G=todo;P=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
GP-10,"G/P: run the 4 ready live-parity row(s) with no prior residue signal (first observation) (oauth2-proxy/oauth2-proxy@10.7.0, policy-reporter/policy-reporter@3.9.1, stakater/reloader@2.2.14, valkey/valkey@0.11.0); each live-parity command classifies both the G and P cells. Confirm or reclassify from each receipt.",live-parity,stakater/reloader,2.2.14,default,npm run live-parity:run -- --recipe recipes/stakater/reloader/2.2.14 --base default,todo,G=todo;P=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,light controller — safe within a block,ready-to-run todo cell(s) [G=todo;P=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
GP-10,"G/P: run the 4 ready live-parity row(s) with no prior residue signal (first observation) (oauth2-proxy/oauth2-proxy@10.7.0, policy-reporter/policy-reporter@3.9.1, stakater/reloader@2.2.14, valkey/valkey@0.11.0); each live-parity command classifies both the G and P cells. Confirm or reclassify from each receipt.",live-parity,valkey/valkey,0.11.0,default,npm run live-parity:run -- --recipe recipes/valkey/valkey/0.11.0 --base default,todo,G=todo;P=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,light controller — safe within a block,ready-to-run todo cell(s) [G=todo;P=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-01,"K: run the 5 ready kind-parity row(s) with predicted model-gap-render / target-runtime / unknown (prometheus-community/kube-prometheus-stack@87.15.1, prometheus-community/kube-prometheus-stack@87.19.2, grafana/loki@7.1.0, aws-controllers-k8s/ec2-chart@1.18.4); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,prometheus-community/kube-prometheus-stack,87.15.1,existing-secret,npm run kind-parity:run -- --recipe recipes/prometheus-community/kube-prometheus-stack/87.15.1 --base existing-secret,todo,K=todo,ready-to-run,,,derived,model-gap-render,vanilla kind — a render/model gap to reconcile in the catalog,sibling receipt — prometheus-community/kube-prometheus-stack already classified model-gap-render (runs/live-kind-parity/prometheus-community-kube-prometheus-stack-default/receipt.yaml),high,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-01,"K: run the 5 ready kind-parity row(s) with predicted model-gap-render / target-runtime / unknown (prometheus-community/kube-prometheus-stack@87.15.1, prometheus-community/kube-prometheus-stack@87.19.2, grafana/loki@7.1.0, aws-controllers-k8s/ec2-chart@1.18.4); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,prometheus-community/kube-prometheus-stack,87.19.2,existing-secret,npm run kind-parity:run -- --recipe recipes/prometheus-community/kube-prometheus-stack/87.19.2 --base existing-secret,todo,K=todo,ready-to-run,,,derived,model-gap-render,vanilla kind — a render/model gap to reconcile in the catalog,sibling receipt — prometheus-community/kube-prometheus-stack already classified model-gap-render (runs/live-kind-parity/prometheus-community-kube-prometheus-stack-default/receipt.yaml),high,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-01,"K: run the 5 ready kind-parity row(s) with predicted model-gap-render / target-runtime / unknown (prometheus-community/kube-prometheus-stack@87.15.1, prometheus-community/kube-prometheus-stack@87.19.2, grafana/loki@7.1.0, aws-controllers-k8s/ec2-chart@1.18.4); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,grafana/loki,7.1.0,default,npm run kind-parity:run -- --recipe recipes/grafana/loki/7.1.0 --base default,todo,K=todo,ready-to-run,,,derived,target-runtime,vanilla kind proof rig — runtime convergence to review,family pattern — grafana: 3/5 classified rows are target-runtime,medium,"two-cluster kind run (provisions two clusters); stateful/heavy — run alone, allow a longer timeout, verify PVC/cluster cleanup",ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-01,"K: run the 5 ready kind-parity row(s) with predicted model-gap-render / target-runtime / unknown (prometheus-community/kube-prometheus-stack@87.15.1, prometheus-community/kube-prometheus-stack@87.19.2, grafana/loki@7.1.0, aws-controllers-k8s/ec2-chart@1.18.4); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,aws-controllers-k8s/ec2-chart,1.18.4,default,npm run kind-parity:run -- --recipe recipes/aws-controllers-k8s/ec2-chart/1.18.4 --base default,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-01,"K: run the 5 ready kind-parity row(s) with predicted model-gap-render / target-runtime / unknown (prometheus-community/kube-prometheus-stack@87.15.1, prometheus-community/kube-prometheus-stack@87.19.2, grafana/loki@7.1.0, aws-controllers-k8s/ec2-chart@1.18.4); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,aws-controllers-k8s/ec2-chart,1.18.4,eks-inference,npm run kind-parity:run -- --recipe recipes/aws-controllers-k8s/ec2-chart/1.18.4 --base eks-inference,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-02,"K: run the 5 ready kind-parity row(s) with no prior residue signal (first observation) (aws-controllers-k8s/eks-chart@1.16.3, aws-controllers-k8s/iam-chart@1.7.3, cloudpirates/nginx@0.16.1); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,aws-controllers-k8s/eks-chart,1.16.3,default,npm run kind-parity:run -- --recipe recipes/aws-controllers-k8s/eks-chart/1.16.3 --base default,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-02,"K: run the 5 ready kind-parity row(s) with no prior residue signal (first observation) (aws-controllers-k8s/eks-chart@1.16.3, aws-controllers-k8s/iam-chart@1.7.3, cloudpirates/nginx@0.16.1); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,aws-controllers-k8s/eks-chart,1.16.3,eks-inference,npm run kind-parity:run -- --recipe recipes/aws-controllers-k8s/eks-chart/1.16.3 --base eks-inference,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-02,"K: run the 5 ready kind-parity row(s) with no prior residue signal (first observation) (aws-controllers-k8s/eks-chart@1.16.3, aws-controllers-k8s/iam-chart@1.7.3, cloudpirates/nginx@0.16.1); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,aws-controllers-k8s/iam-chart,1.7.3,default,npm run kind-parity:run -- --recipe recipes/aws-controllers-k8s/iam-chart/1.7.3 --base default,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-02,"K: run the 5 ready kind-parity row(s) with no prior residue signal (first observation) (aws-controllers-k8s/eks-chart@1.16.3, aws-controllers-k8s/iam-chart@1.7.3, cloudpirates/nginx@0.16.1); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,aws-controllers-k8s/iam-chart,1.7.3,eks-inference,npm run kind-parity:run -- --recipe recipes/aws-controllers-k8s/iam-chart/1.7.3 --base eks-inference,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-02,"K: run the 5 ready kind-parity row(s) with no prior residue signal (first observation) (aws-controllers-k8s/eks-chart@1.16.3, aws-controllers-k8s/iam-chart@1.7.3, cloudpirates/nginx@0.16.1); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,cloudpirates/nginx,0.16.1,default,npm run kind-parity:run -- --recipe recipes/cloudpirates/nginx/0.16.1 --base default,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-03,"K: run the 4 ready kind-parity row(s) with no prior residue signal (first observation) (cloudpirates/rabbitmq@0.21.13, cloudpirates/redis@0.34.11, karpenter/karpenter@1.14.0); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,cloudpirates/rabbitmq,0.21.13,default,npm run kind-parity:run -- --recipe recipes/cloudpirates/rabbitmq/0.21.13 --base default,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-03,"K: run the 4 ready kind-parity row(s) with no prior residue signal (first observation) (cloudpirates/rabbitmq@0.21.13, cloudpirates/redis@0.34.11, karpenter/karpenter@1.14.0); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,cloudpirates/redis,0.34.11,default,npm run kind-parity:run -- --recipe recipes/cloudpirates/redis/0.34.11 --base default,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,"two-cluster kind run (provisions two clusters); stateful/heavy — run alone, allow a longer timeout, verify PVC/cluster cleanup",ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-03,"K: run the 4 ready kind-parity row(s) with no prior residue signal (first observation) (cloudpirates/rabbitmq@0.21.13, cloudpirates/redis@0.34.11, karpenter/karpenter@1.14.0); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,karpenter/karpenter,1.14.0,crds-managed,npm run kind-parity:run -- --recipe recipes/karpenter/karpenter/1.14.0 --base crds-managed,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-03,"K: run the 4 ready kind-parity row(s) with no prior residue signal (first observation) (cloudpirates/rabbitmq@0.21.13, cloudpirates/redis@0.34.11, karpenter/karpenter@1.14.0); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,karpenter/karpenter,1.14.0,default,npm run kind-parity:run -- --recipe recipes/karpenter/karpenter/1.14.0 --base default,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-04,"K: run the 4 ready kind-parity row(s) with no prior residue signal (first observation) (karpenter/karpenter@1.14.0, metallb/metallb@0.16.1, nvidia/nvidia-device-plugin@0.19.3); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,karpenter/karpenter,1.14.0,eks-inference,npm run kind-parity:run -- --recipe recipes/karpenter/karpenter/1.14.0 --base eks-inference,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-04,"K: run the 4 ready kind-parity row(s) with no prior residue signal (first observation) (karpenter/karpenter@1.14.0, metallb/metallb@0.16.1, nvidia/nvidia-device-plugin@0.19.3); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,metallb/metallb,0.16.1,default,npm run kind-parity:run -- --recipe recipes/metallb/metallb/0.16.1 --base default,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-04,"K: run the 4 ready kind-parity row(s) with no prior residue signal (first observation) (karpenter/karpenter@1.14.0, metallb/metallb@0.16.1, nvidia/nvidia-device-plugin@0.19.3); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,nvidia/nvidia-device-plugin,0.19.3,default,npm run kind-parity:run -- --recipe recipes/nvidia/nvidia-device-plugin/0.19.3 --base default,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-04,"K: run the 4 ready kind-parity row(s) with no prior residue signal (first observation) (karpenter/karpenter@1.14.0, metallb/metallb@0.16.1, nvidia/nvidia-device-plugin@0.19.3); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,nvidia/nvidia-device-plugin,0.19.3,eks-inference,npm run kind-parity:run -- --recipe recipes/nvidia/nvidia-device-plugin/0.19.3 --base eks-inference,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-05,"K: run the 4 ready kind-parity row(s) with no prior residue signal (first observation) (nvidia/nvidia-device-plugin@0.19.3, oauth2-proxy/oauth2-proxy@10.7.0, policy-reporter/policy-reporter@3.9.1, valkey/valkey@0.11.0); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,nvidia/nvidia-device-plugin,0.19.3,nfd-enabled,npm run kind-parity:run -- --recipe recipes/nvidia/nvidia-device-plugin/0.19.3 --base nfd-enabled,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-05,"K: run the 4 ready kind-parity row(s) with no prior residue signal (first observation) (nvidia/nvidia-device-plugin@0.19.3, oauth2-proxy/oauth2-proxy@10.7.0, policy-reporter/policy-reporter@3.9.1, valkey/valkey@0.11.0); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,oauth2-proxy/oauth2-proxy,10.7.0,default,npm run kind-parity:run -- --recipe recipes/oauth2-proxy/oauth2-proxy/10.7.0 --base default,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-05,"K: run the 4 ready kind-parity row(s) with no prior residue signal (first observation) (nvidia/nvidia-device-plugin@0.19.3, oauth2-proxy/oauth2-proxy@10.7.0, policy-reporter/policy-reporter@3.9.1, valkey/valkey@0.11.0); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,policy-reporter/policy-reporter,3.9.1,default,npm run kind-parity:run -- --recipe recipes/policy-reporter/policy-reporter/3.9.1 --base default,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
K-05,"K: run the 4 ready kind-parity row(s) with no prior residue signal (first observation) (nvidia/nvidia-device-plugin@0.19.3, oauth2-proxy/oauth2-proxy@10.7.0, policy-reporter/policy-reporter@3.9.1, valkey/valkey@0.11.0); each kind-parity command classifies the K cell. Confirm or reclassify from each receipt.",kind-parity,valkey/valkey,0.11.0,default,npm run kind-parity:run -- --recipe recipes/valkey/valkey/0.11.0 --base default,todo,K=todo,ready-to-run,,,unknown,unknown,unknown,,unknown,two-cluster kind run (provisions two clusters),ready-to-run todo cell(s) [K=todo] counted against the 99% disposition bar; running this converts todo -> pass/watch/blocked with a committed receipt
